"maria_ward::short";"thomas_bertram::short"
"margaret::certain";"margaret::thorough"
"flora::nice";"flora::young"
"flora::nice";"rushworth::nice"
"flora::nice";"rushworth::young"
"flora::nice";"stornaway::nice"
"flora::nice";"stornaway::young"
"flora::young";"rushworth::nice"
"flora::young";"rushworth::young"
"flora::young";"stornaway::nice"
"flora::young";"stornaway::young"
"rushworth::nice";"rushworth::young"
"rushworth::nice";"stornaway::nice"
"rushworth::nice";"stornaway::young"
"rushworth::young";"stornaway::nice"
"rushworth::young";"stornaway::young"
"stornaway::nice";"stornaway::young"
"crawford::excellent";"crawford::powerful"
"crawford::excellent";"crawford::thinking"
"crawford::excellent";"mary::excellent"
"crawford::excellent";"mary::powerful"
"crawford::excellent";"mary::thinking"
"crawford::excellent";"william::excellent"
"crawford::excellent";"william::powerful"
"crawford::excellent";"william::thinking"
"crawford::powerful";"crawford::thinking"
"crawford::powerful";"mary::excellent"
"crawford::powerful";"mary::powerful"
"crawford::powerful";"mary::thinking"
"crawford::powerful";"william::excellent"
"crawford::powerful";"william::powerful"
"crawford::powerful";"william::thinking"
"crawford::thinking";"mary::excellent"
"crawford::thinking";"mary::powerful"
"crawford::thinking";"mary::thinking"
"crawford::thinking";"william::excellent"
"crawford::thinking";"william::powerful"
"crawford::thinking";"william::thinking"
"mary::excellent";"mary::powerful"
"mary::excellent";"mary::thinking"
"mary::excellent";"william::excellent"
"mary::excellent";"william::powerful"
"mary::excellent";"william::thinking"
"mary::powerful";"mary::thinking"
"mary::powerful";"william::excellent"
"mary::powerful";"william::powerful"
"mary::powerful";"william::thinking"
"mary::thinking";"william::excellent"
"mary::thinking";"william::powerful"
"mary::thinking";"william::thinking"
"william::excellent";"william::powerful"
"william::excellent";"william::thinking"
"william::powerful";"william::thinking"
"crawford::evil";"crawford::great"
"crawford::evil";"thomas::evil"
"crawford::evil";"thomas::great"
"crawford::great";"thomas::evil"
"thomas::evil";"thomas::great"
"crawford::gentle";"thomas::gentle"
"edmund::little";"edmund::unreasonable"
"crawford::surprised";"edmund::surprised"
"crawford::determined";"edmund::determined"
"crawford::determined";"mansfield::determined"
"crawford::determined";"mary::determined"
"edmund::determined";"mansfield::determined"
"edmund::determined";"mary::determined"
"mansfield::determined";"mary::determined"
"crawford::respected";"crawford::young"
"edmund::little";"h.m.s._thrush::little"
"fanny::little";"lady_bertram::little"
"fanny::little";"thomas::little"
"fanny::useful";"thomas::useful"
"lady_bertram::useful";"thomas::useful"
"fanny::short";"fanny::well"
"fanny::short";"norris::short"
"fanny::short";"norris::well"
"fanny::well";"norris::short"
"norris::short";"norris::well"
"betsey::useful";"susan::useful"
"norris::good";"norris::poor"
"norris::good";"norris::strong"
"norris::good";"norris::young"
"norris::good";"thomas::poor"
"norris::good";"thomas::strong"
"norris::good";"thomas::young"
"norris::good";"william::good"
"norris::good";"william::poor"
"norris::good";"william::strong"
"norris::good";"william::young"
"norris::poor";"norris::strong"
"norris::poor";"thomas::good"
"norris::poor";"thomas::strong"
"norris::poor";"william::good"
"norris::poor";"william::poor"
"norris::poor";"william::strong"
"norris::poor";"william::young"
"norris::strong";"norris::young"
"norris::strong";"thomas::good"
"norris::strong";"thomas::poor"
"norris::strong";"thomas::strong"
"norris::strong";"thomas::young"
"norris::strong";"william::good"
"norris::strong";"william::poor"
"norris::strong";"william::strong"
"norris::strong";"william::young"
"norris::young";"thomas::good"
"norris::young";"thomas::strong"
"norris::young";"william::good"
"norris::young";"william::poor"
"norris::young";"william::strong"
"norris::young";"william::young"
"thomas::good";"thomas::poor"
"thomas::good";"thomas::strong"
"thomas::good";"william::good"
"thomas::good";"william::poor"
"thomas::good";"william::strong"
"thomas::good";"william::young"
"thomas::poor";"thomas::strong"
"thomas::poor";"william::good"
"thomas::poor";"william::poor"
"thomas::poor";"william::strong"
"thomas::poor";"william::young"
"thomas::strong";"thomas::young"
"thomas::strong";"william::good"
"thomas::strong";"william::poor"
"thomas::strong";"william::strong"
"thomas::strong";"william::young"
"thomas::young";"william::good"
"thomas::young";"william::poor"
"thomas::young";"william::strong"
"william::good";"william::poor"
"william::good";"william::strong"
"william::good";"william::young"
"william::poor";"william::strong"
"william::poor";"william::young"
"william::strong";"william::young"
"lady_bertram::poor";"norris::poor"
"lady_bertram::poor";"thomas::poor"
"bertram::good";"edmund::good"
"bertram::good";"fanny::good"
"edmund::good";"fanny::good"
"crawford::involved";"fanny::involved"
"mansfield::determined";"mansfield::warm"
"fanny::kind";"mansfield::kind"
"thrush::strong";"william::strong"
"bertram::fine";"bertram::glad"
"bertram::fine";"betsey::fine"
"bertram::fine";"betsey::glad"
"bertram::fine";"fanny::fine"
"bertram::fine";"fanny::glad"
"bertram::fine";"susan::fine"
"bertram::fine";"susan::glad"
"bertram::glad";"betsey::fine"
"bertram::glad";"betsey::glad"
"bertram::glad";"fanny::fine"
"bertram::glad";"fanny::glad"
"bertram::glad";"susan::fine"
"bertram::glad";"susan::glad"
"betsey::fine";"betsey::glad"
"betsey::fine";"fanny::fine"
"betsey::fine";"fanny::glad"
"betsey::fine";"susan::fine"
"betsey::fine";"susan::glad"
"betsey::glad";"fanny::fine"
"betsey::glad";"fanny::glad"
"betsey::glad";"susan::fine"
"betsey::glad";"susan::glad"
"fanny::fine";"fanny::glad"
"fanny::fine";"susan::fine"
"fanny::fine";"susan::glad"
"fanny::glad";"susan::fine"
"fanny::glad";"susan::glad"
"susan::fine";"susan::glad"
"fanny::open";"fanny::sensible"
"fanny::open";"susan::open"
"fanny::open";"susan::sensible"
"fanny::open";"william::open"
"fanny::open";"william::sensible"
"fanny::sensible";"susan::open"
"fanny::sensible";"susan::sensible"
"fanny::sensible";"william::open"
"fanny::sensible";"william::sensible"
"susan::open";"susan::sensible"
"susan::open";"william::open"
"susan::open";"william::sensible"
"susan::sensible";"william::open"
"susan::sensible";"william::sensible"
"william::open";"william::sensible"
"fanny::cheerful";"fanny::unhappy"
"fanny::little";"fanny::pretty"
"betsey::little";"mary::little"
"mary::hard";"mary::little"
"betsey::little";"susan::little"
"admiral_maxwell::good";"admiral_maxwell::old"
"fanny::good";"norris::good"
"fanny::great";"sam::great"
"crawford::great";"mary::great"
"henry::devoted";"henry::little"
"baron_wildenheim::serious";"julia::serious"
"baron_wildenheim::poor";"julia::poor"
"bertram::little";"bertram::old"
"fanny::#-wonderful";"fanny::natural"
"susan::blind";"susan::evil"
"susan::capable";"susan::good"
"susan::giving";"susan::interested"
"susan::good";"susan::understanding"
"fanny::employed";"fanny::great"
"fanny::employed";"susan::employed"
"fanny::employed";"susan::great"
"fanny::great";"susan::employed"
"fanny::great";"susan::great"
"susan::employed";"susan::great"
"fanny::familiar";"susan::familiar"
"fanny::delighted";"susan::delighted"
"edmund::busy";"edmund::useful"
"crawford::warm";"william::warm"
"crawford::kind";"william::kind"
"crawford::little";"mansfield::little"
"crawford::awkward";"crawford::strange"
"crawford::awkward";"fanny::awkward"
"crawford::awkward";"fanny::strange"
"crawford::awkward";"susan::awkward"
"crawford::awkward";"susan::strange"
"crawford::strange";"fanny::awkward"
"crawford::strange";"fanny::strange"
"crawford::strange";"susan::awkward"
"crawford::strange";"susan::strange"
"fanny::awkward";"fanny::strange"
"fanny::awkward";"susan::awkward"
"fanny::awkward";"susan::strange"
"fanny::strange";"susan::awkward"
"fanny::strange";"susan::strange"
"susan::awkward";"susan::strange"
"edmund_bertram::excellent";"edmund_bertram::fair"
"edmund_bertram::excellent";"thornton_lacey::excellent"
"edmund_bertram::excellent";"thornton_lacey::fair"
"edmund_bertram::fair";"thornton_lacey::excellent"
"edmund_bertram::fair";"thornton_lacey::fair"
"thornton_lacey::excellent";"thornton_lacey::fair"
"susan::agreeable";"susan::attentive"
"susan::agreeable";"susan::gentle"
"susan::agreeable";"susan::kind"
"susan::agreeable";"susan::proper"
"susan::attentive";"susan::gentle"
"susan::attentive";"susan::kind"
"susan::attentive";"susan::proper"
"susan::gentle";"susan::kind"
"susan::gentle";"susan::proper"
"susan::kind";"susan::proper"
"betsey::natural";"betsey::nice"
"betsey::natural";"fanny::natural"
"betsey::natural";"fanny::nice"
"betsey::natural";"rebecca::natural"
"betsey::natural";"rebecca::nice"
"betsey::nice";"fanny::natural"
"betsey::nice";"fanny::nice"
"betsey::nice";"rebecca::natural"
"betsey::nice";"rebecca::nice"
"fanny::natural";"fanny::nice"
"fanny::natural";"rebecca::natural"
"fanny::natural";"rebecca::nice"
"fanny::nice";"rebecca::natural"
"fanny::nice";"rebecca::nice"
"rebecca::natural";"rebecca::nice"
"lady_bertram::handsome";"lady_bertram::little"
"rebecca::fine";"rebecca::little"
"maddison::clever";"maddison::honest"
"crawford::good";"thomas::good"
"edmund::little";"mary::little"
"fraser::bad";"fraser::good"
"edmund::mean";"henry::mean"
"crawford::secure";"maria_rushworth::secure"
"crawford::anxious";"crawford::consistent"
"fanny::little";"susan::little"
"edmund::fortunate";"fanny::fortunate"
"crawford::satisfied";"fraser::satisfied"
"bertram::surprised";"maria_rushworth::surprised"
"bertram::hard";"bertram::little"
"bertram::hard";"grant::hard"
"bertram::hard";"grant::little"
"bertram::hard";"thomas::hard"
"bertram::hard";"thomas::little"
"bertram::little";"grant::hard"
"bertram::little";"grant::little"
"bertram::little";"thomas::hard"
"bertram::little";"thomas::little"
"grant::hard";"thomas::hard"
"grant::hard";"thomas::little"
"grant::little";"thomas::hard"
"thomas::hard";"thomas::little"
"bertram::rich";"grant::rich"
"bertram::rich";"thomas::rich"
"grant::rich";"thomas::rich"
"edmund::critical";"edmund::giving"
"edmund::critical";"edmund::happy"
"edmund::critical";"edmund::poor"
"edmund::critical";"thomas::critical"
"edmund::critical";"thomas::giving"
"edmund::critical";"thomas::happy"
"edmund::critical";"thomas::poor"
"edmund::giving";"edmund::happy"
"edmund::giving";"edmund::poor"
"edmund::giving";"thomas::critical"
"edmund::giving";"thomas::giving"
"edmund::giving";"thomas::happy"
"edmund::giving";"thomas::poor"
"edmund::happy";"edmund::poor"
"edmund::happy";"thomas::critical"
"edmund::happy";"thomas::giving"
"edmund::happy";"thomas::happy"
"edmund::happy";"thomas::poor"
"edmund::poor";"thomas::critical"
"edmund::poor";"thomas::giving"
"edmund::poor";"thomas::happy"
"edmund::poor";"thomas::poor"
"thomas::critical";"thomas::giving"
"thomas::critical";"thomas::happy"
"thomas::critical";"thomas::poor"
"thomas::giving";"thomas::happy"
"thomas::giving";"thomas::poor"
"thomas::happy";"thomas::poor"
"lady_bertram::little";"lady_bertram::poor"
"lady_bertram::little";"mansfield::little"
"lady_bertram::little";"mansfield::poor"
"lady_bertram::little";"tom::poor"
"lady_bertram::poor";"mansfield::little"
"lady_bertram::poor";"mansfield::poor"
"lady_bertram::poor";"tom::little"
"lady_bertram::poor";"tom::poor"
"mansfield::little";"mansfield::poor"
"mansfield::little";"tom::little"
"mansfield::little";"tom::poor"
"mansfield::poor";"tom::little"
"mansfield::poor";"tom::poor"
"tom::little";"tom::poor"
"bertram::strong";"edmund::strong"
"bertram::strong";"fanny::strong"
"edmund::strong";"fanny::strong"
"edmund::patient";"lady_bertram::patient"
"edmund::#-useful";"lady_bertram::#-useful"
"crawford::good";"edmund::good"
"fanny::cruel";"fanny::terrible"
"crawford::respectable";"crawford::well"
"crawford::respectable";"edmund::respectable"
"crawford::respectable";"edmund::well"
"crawford::well";"edmund::respectable"
"edmund::respectable";"edmund::well"
"tom_bertram::bad";"tom_bertram::poor"
"bertram::#-troubled";"edmund::#-troubled"
"henry::old";"mary::old"
"edmund::plain";"mary::plain"
"fanny::great";"rebecca::great"
"fanny::great";"rushworth::great"
"rebecca::great";"rushworth::great"
"crawford::dangerous";"edmund::dangerous"
"julia::joyful";"julia::terrible"
"rebecca::poor";"susan::poor"
"edmund::eager";"edmund::expressive"
"edmund::eager";"susan::eager"
"edmund::eager";"susan::expressive"
"edmund::expressive";"susan::eager"
"edmund::expressive";"susan::expressive"
"susan::eager";"susan::expressive"
"fanny::good";"fanny::old"
"fanny::good";"susan::good"
"fanny::good";"susan::old"
"fanny::good";"tom::good"
"fanny::good";"tom::old"
"fanny::old";"susan::good"
"fanny::old";"susan::old"
"fanny::old";"tom::good"
"fanny::old";"tom::old"
"susan::good";"susan::old"
"susan::good";"tom::good"
"susan::good";"tom::old"
"susan::old";"tom::good"
"susan::old";"tom::old"
"tom::good";"tom::old"
"bertram::active";"tom::active"
"bertram::helpless";"tom::helpless"
"bertram::good";"tom::good"
"edmund::irritated";"fanny::irritated"
"edmund::irritated";"norris::irritated"
"fanny::irritated";"norris::irritated"
"rushworth::good";"rushworth::old"
"rushworth::good";"rushworths::good"
"rushworth::good";"rushworths::old"
"rushworth::good";"thomas::old"
"rushworth::old";"rushworths::good"
"rushworth::old";"rushworths::old"
"rushworth::old";"thomas::good"
"rushworth::old";"thomas::old"
"rushworths::good";"rushworths::old"
"rushworths::good";"thomas::good"
"rushworths::good";"thomas::old"
"rushworths::old";"thomas::good"
"rushworths::old";"thomas::old"
"thomas::good";"thomas::old"
"harding::great";"maria_rushworth::great"
"harding::great";"rushworth::great"
"maria_rushworth::great";"rushworth::great"
"julia::bad";"maria::bad"
"crawford::poor";"thomas::poor"
"crawford::terrible";"thomas::terrible"
"crawford::anxious";"edmund::anxious"
"crawford::anxious";"fanny::anxious"
"edmund::anxious";"fanny::anxious"
"crawford::alone";"edmund::alone"
"crawford::devoted";"fanny::devoted"
"henry::glad";"henry::good"
"edmund::sensible";"fanny::sensible"
"julia::young";"maria::young"
"maria_rushworth::great";"maria_rushworth::young"
"maria_rushworth::great";"thomas::great"
"maria_rushworth::great";"thomas::young"
"maria_rushworth::young";"thomas::great"
"maria_rushworth::young";"thomas::young"
"mansfield::little";"mansfield::private"
"mansfield::little";"maria::little"
"mansfield::little";"maria::private"
"mansfield::little";"norris::little"
"mansfield::little";"norris::private"
"mansfield::private";"maria::little"
"mansfield::private";"maria::private"
"mansfield::private";"norris::little"
"mansfield::private";"norris::private"
"maria::little";"maria::private"
"maria::little";"norris::little"
"maria::little";"norris::private"
"maria::private";"norris::little"
"maria::private";"norris::private"
"norris::little";"norris::private"
"norris::evil";"thomas::evil"
"yates::certain";"yates::little"
"edmund::reasonable";"fanny::reasonable"
"edmund::reasonable";"mary::reasonable"
"fanny::reasonable";"mary::reasonable"
"fraser::strong";"maria_rushworth::strong"
"fanny::familiar";"fanny::strong"
"fanny::familiar";"maria_rushworth_maria_bertram::familiar"
"fanny::familiar";"maria_rushworth_maria_bertram::strong"
"fanny::familiar";"maria_rushworth::familiar"
"fanny::familiar";"maria_rushworth::strong"
"fanny::strong";"maria_rushworth_maria_bertram::familiar"
"fanny::strong";"maria_rushworth_maria_bertram::strong"
"fanny::strong";"maria_rushworth::familiar"
"fanny::strong";"maria_rushworth::strong"
"maria_rushworth_maria_bertram::familiar";"maria_rushworth_maria_bertram::strong"
"maria_rushworth_maria_bertram::familiar";"maria_rushworth::familiar"
"maria_rushworth_maria_bertram::familiar";"maria_rushworth::strong"
"maria_rushworth_maria_bertram::strong";"maria_rushworth::familiar"
"maria_rushworth_maria_bertram::strong";"maria_rushworth::strong"
"maria_rushworth::familiar";"maria_rushworth::strong"
"fanny::little";"maria_rushworth_maria_bertram::little"
"fanny::little";"maria_rushworth::little"
"maria_rushworth_maria_bertram::little";"maria_rushworth::little"
"edmund_bertram::great";"grant::great"
"edmund_bertram::great";"mary::great"
"grant::great";"mary::great"
"crawford::natural";"edmund::natural"
"crawford::natural";"fanny::natural"
"edmund::natural";"fanny::natural"
"crawford::great";"crawford::old"
"crawford::great";"edmund::old"
"crawford::great";"fanny::old"
"crawford::old";"edmund::great"
"crawford::old";"edmund::old"
"crawford::old";"fanny::great"
"crawford::old";"fanny::old"
"edmund::great";"edmund::old"
"edmund::great";"fanny::old"
"edmund::old";"fanny::great"
"edmund::old";"fanny::old"
"fanny::great";"fanny::old"
"fanny::delightful";"fanny::great"
"fanny::natural";"fanny::understanding"
"fanny::natural";"fanny::useful"
"fanny::understanding";"fanny::useful"
