"shakespeare::devoted";"twemlow::devoted"
"alfred::kind";"bella::kind"
"alfred::kind";"bella::wealthy"
"alfred::kind";"mrs_lammle::beautiful"
"alfred::kind";"mrs_lammle::kind"
"alfred::kind";"mrs_lammle::wealthy"
"alfred::wealthy";"bella::beautiful"
"alfred::wealthy";"bella::kind"
"alfred::wealthy";"bella::wealthy"
"alfred::wealthy";"mrs_lammle::beautiful"
"alfred::wealthy";"mrs_lammle::kind"
"alfred::wealthy";"mrs_lammle::wealthy"
"bella::beautiful";"bella::kind"
"bella::beautiful";"bella::wealthy"
"bella::beautiful";"mrs_lammle::beautiful"
"bella::beautiful";"mrs_lammle::kind"
"bella::beautiful";"mrs_lammle::wealthy"
"bella::kind";"bella::wealthy"
"bella::kind";"mrs_lammle::beautiful"
"bella::kind";"mrs_lammle::kind"
"bella::kind";"mrs_lammle::wealthy"
"bella::wealthy";"mrs_lammle::beautiful"
"bella::wealthy";"mrs_lammle::kind"
"bella::wealthy";"mrs_lammle::wealthy"
"mrs_lammle::beautiful";"mrs_lammle::kind"
"mrs_lammle::beautiful";"mrs_lammle::wealthy"
"mrs_lammle::kind";"mrs_lammle::wealthy"
"bella::hard";"bella::pleased"
"bella::alone";"boffin::alone"
"bella::alone";"mrs_boffin::alone"
"bella::pleasing";"bella::proud"
"bella::pleasing";"mrs_lammle::pleasing"
"bella::pleasing";"mrs_lammle::proud"
"bella::proud";"mrs_lammle::pleasing"
"bella::proud";"mrs_lammle::proud"
"mrs_lammle::pleasing";"mrs_lammle::proud"
"bella::pleased";"sophronia::pleased"
"bella::forward";"sophronia::forward"
"bella::involved";"bella::little"
"bella::involved";"boffin::involved"
"bella::involved";"boffin::little"
"bella::involved";"rokesmith::involved"
"bella::involved";"rokesmith::little"
"bella::little";"boffin::involved"
"bella::little";"rokesmith::involved"
"boffin::involved";"boffin::little"
"boffin::involved";"rokesmith::involved"
"boffin::involved";"rokesmith::little"
"boffin::little";"rokesmith::involved"
"rokesmith::involved";"rokesmith::little"
"boffin::good";"boffin::worthy"
"wegg::friendly";"wegg::great"
"alexander::valuable";"boffin::valuable"
"boffin::entertaining";"plutarch::entertaining"
"boffin::entertaining";"wegg::entertaining"
"plutarch::entertaining";"wegg::entertaining"
"mr_wegg::kind";"venus::kind"
"boffin::useful";"silas::useful"
"boffin::useful";"venus::useful"
"silas::useful";"venus::useful"
"merryweather::great";"merryweather::little"
"merryweather::great";"silas::great"
"merryweather::great";"silas::little"
"merryweather::great";"wegg::great"
"merryweather::great";"wegg::little"
"merryweather::little";"silas::great"
"merryweather::little";"silas::little"
"merryweather::little";"wegg::great"
"merryweather::little";"wegg::little"
"silas::great";"silas::little"
"silas::great";"wegg::great"
"silas::great";"wegg::little"
"silas::little";"wegg::great"
"silas::little";"wegg::little"
"wegg::great";"wegg::little"
"jardine::old";"wegg::old"
"maryborough::extraordinary";"silas_wegg::extraordinary"
"boffin::thoughtful";"wegg::thoughtful"
"venus::well";"wegg::well"
"venus::little";"wegg::little"
"boffin::old";"silas_wegg::old"
"venus::#-accomplished";"wegg::#-accomplished"
"boffin::accomplished";"boffin::well"
"boffin::accomplished";"venus::accomplished"
"boffin::accomplished";"venus::well"
"boffin::well";"venus::accomplished"
"boffin::well";"venus::well"
"venus::accomplished";"venus::well"
"boffin::rough";"venus::rough"
"venus::thinking";"wegg::thinking"
"elizabeth::distinguished";"uncle_parker::distinguished"
"elizabeth::distinguished";"venus::distinguished"
"uncle_parker::distinguished";"venus::distinguished"
"venus::expressive";"wegg::expressive"
"venus::certain";"wegg::certain"
"john_harmon::rebellious";"nicodemus_boffin::rebellious"
"john_harmon::rebellious";"venus::rebellious"
"nicodemus_boffin::rebellious";"venus::rebellious"
"mr_wegg::friendly";"mr_wegg::great"
"mr_wegg::friendly";"venus::friendly"
"mr_wegg::friendly";"venus::great"
"mr_wegg::friendly";"wegg::friendly"
"mr_wegg::friendly";"wegg::great"
"mr_wegg::great";"venus::friendly"
"mr_wegg::great";"venus::great"
"mr_wegg::great";"wegg::friendly"
"mr_wegg::great";"wegg::great"
"venus::friendly";"venus::great"
"venus::friendly";"wegg::great"
"venus::great";"wegg::friendly"
"venus::great";"wegg::great"
"bower::remarkable";"venus::remarkable"
"silas::trusting";"venus::trusting"
"venus::mean";"wegg::mean"
"silas_wegg::little";"venus::little"
"boffin::impressive";"bower::impressive"
"boffin::impressive";"silas::impressive"
"bower::impressive";"silas::impressive"
"boffin::expressive";"boffin::plain"
"boffin::expressive";"bower::expressive"
"boffin::expressive";"bower::plain"
"boffin::expressive";"silas::expressive"
"boffin::expressive";"silas::plain"
"boffin::plain";"bower::expressive"
"boffin::plain";"bower::plain"
"boffin::plain";"silas::expressive"
"boffin::plain";"silas::plain"
"bower::expressive";"bower::plain"
"bower::expressive";"silas::expressive"
"bower::expressive";"silas::plain"
"bower::plain";"silas::expressive"
"bower::plain";"silas::plain"
"silas::expressive";"silas::plain"
"boffin::private";"bower::private"
"boffin::private";"silas::private"
"bower::private";"silas::private"
"silas::disappointed";"venus::disappointed"
"boffin::young";"wegg::young"
"boffin::bad";"boffin::hard"
"betty_higden::harmless";"betty_higden::poor"
"bella_wilfer::little";"frank_milvey::little"
"bella_wilfer::little";"john_rokesmith::little"
"frank_milvey::little";"john_rokesmith::little"
"lizzie_hexam::little";"rokesmith::little"
"lizzie_hexam::sweet";"rokesmith::sweet"
"frank::good";"frank::little"
"frank::good";"mrs_milvey::good"
"frank::good";"mrs_milvey::little"
"frank::little";"mrs_milvey::good"
"mrs_milvey::good";"mrs_milvey::little"
"bella::great";"lizzie_hexam::great"
"bella::great";"bella::natural"
"bella::great";"lizzie::great"
"bella::great";"lizzie::natural"
"bella::natural";"lizzie::great"
"bella::natural";"lizzie::natural"
"lizzie::great";"lizzie::natural"
"bella::glad";"rokesmith::glad"
"bella::short";"mrs_boffin::short"
"bella::alone";"bella::natural"
"bella::bad";"bella::charming"
"lizzie::afraid";"lizzie::poor"
"lizzie::little";"lizzie::pretty"
"bella::little";"lizzie::little"
"bella::amazing";"bella::pleased"
"lizzie::little";"wilfer::little"
"bella::#-worthy";"lizzie::#-worthy"
"lizzie::kind";"lizzie::understanding"
"bella::good";"lizzie_hexam::good"
"bella::good";"mr_rokesmith::good"
"lizzie_hexam::good";"mr_rokesmith::good"
"bella::#-mean";"bella::good"
"bella::#-mean";"bella::great"
"bella::good";"bella::great"
"lizzie::interesting";"mr_rokesmith::interesting"
"eugene::appealing";"wren::appealing"
"eugene_wrayburn::bad";"eugene_wrayburn::little"
"eugene_wrayburn::bad";"eugene_wrayburn::useful"
"eugene_wrayburn::little";"eugene_wrayburn::useful"
"eugene::lazy";"wren::lazy"
"jenny::little";"jenny::old"
"lightwood::laughing";"lightwood::strong"
"mortimer::worthy";"mr_aaron::worthy"
"lightwood::argumentative";"lightwood::open"
"eugene::muscular";"mortimer::muscular"
"mortimer::little";"mortimer::professional"
"ho_chivey::laughing";"mortimer::laughing"
"ho_chivey::laughing";"tantivy::laughing"
"mortimer::laughing";"tantivy::laughing"
"eugene::courteous";"eugene::difficult"
"eugene::courteous";"mortimer::courteous"
"eugene::courteous";"mortimer::difficult"
"eugene::difficult";"mortimer::courteous"
"eugene::difficult";"mortimer::difficult"
"mortimer::courteous";"mortimer::difficult"
"bradley_headstone::little";"eugene_wrayburn::little"
"bradley::mean";"lightwood::mean"
"gaffer::passionate";"gaffer::well"
"bradley::certain";"bradley::respectable"
"bradley::certain";"bradley::sloppy"
"bradley::respectable";"bradley::sloppy"
"lammle::well";"sophronia::well"
"alfred::great";"alfred::poor"
"alfred::great";"fledgeby::great"
"alfred::great";"fledgeby::poor"
"alfred::poor";"fledgeby::great"
"alfred::poor";"fledgeby::poor"
"fledgeby::great";"fledgeby::poor"
"alfred::interesting";"fledgeby::interesting"
"fledgeby::blind";"fledgeby::lazy"
"fledgeby::patient";"wren::patient"
"fledgeby::fine";"fledgeby::little"
"fledgeby::little";"riah::little"
"fledgeby::little";"twemlow::little"
"riah::little";"twemlow::little"
"fledgeby::alone";"lammles::alone"
"fledgeby::alone";"riah::alone"
"lammles::alone";"riah::alone"
"riah::disturbed";"twemlow::disturbed"
"riah::young";"twemlow::young"
"madonna::remarkable";"twemlow::remarkable"
"twemlow::bad";"twemlow::quiet"
"mr_fledgeby::harmless";"mr_fledgeby::old"
"mr_fledgeby::harmless";"twemlow::harmless"
"mr_fledgeby::harmless";"twemlow::old"
"mr_fledgeby::old";"twemlow::harmless"
"mr_fledgeby::old";"twemlow::old"
"twemlow::harmless";"twemlow::old"
"fledgeby::#-rushed";"lammle::#-rushed"
"riah::good";"riah::little"
"riah::good";"twemlow::good"
"riah::good";"twemlow::little"
"riah::little";"twemlow::good"
"twemlow::good";"twemlow::little"
"fledgeby::little";"fledgeby::old"
"fledgeby::little";"twemlow::old"
"fledgeby::old";"twemlow::little"
"fledgeby::old";"twemlow::old"
"twemlow::little";"twemlow::old"
"fledgeby::mean";"riah::mean"
"twemlow::certain";"twemlow::great"
"riah::determined";"riah::great"
"riah::determined";"riah::plain"
"riah::great";"riah::plain"
"twemlow::little";"twemlow::worthy"
"twemlow::polite";"twemlow::worthy"
"fledgeby::young";"mr_riah::young"
"fledgeby::good";"fledgeby::liberal"
"fledgeby::good";"mr_riah::good"
"fledgeby::good";"mr_riah::liberal"
"fledgeby::liberal";"mr_riah::good"
"fledgeby::liberal";"mr_riah::liberal"
"mr_riah::good";"mr_riah::liberal"
"boffin::friendly";"silas_wegg::friendly"
"silas_wegg::friendly";"wegg::friendly"
"wegg::embarrassed";"wegg::hard"
"boffin::good";"venus::good"
"boffin::great";"boffin::hard"
"boffin::great";"boffin::rough"
"boffin::great";"venus::great"
"boffin::great";"venus::hard"
"boffin::great";"venus::rough"
"boffin::hard";"boffin::rough"
"boffin::hard";"venus::great"
"boffin::hard";"venus::hard"
"boffin::hard";"venus::rough"
"boffin::rough";"venus::great"
"boffin::rough";"venus::hard"
"venus::great";"venus::hard"
"venus::great";"venus::rough"
"venus::hard";"venus::rough"
"boffin::comfortable";"boffin::well"
"boffin::old";"venus::old"
"boffin::honest";"venus::honest"
"dusty_boffin::old";"dusty_boffin::young"
"venus::pretty";"venus::strong"
"venus::little";"venus::understanding"
"venus::little";"wegg::understanding"
"venus::understanding";"wegg::little"
"venus::understanding";"wegg::understanding"
"wegg::little";"wegg::understanding"
"venus::old";"wegg::old"
"silas_wegg::fortunate";"wegg::fortunate"
"venus::agreeable";"wegg::agreeable"
"silas_wegg::little";"silas_wegg::private"
"bella::pleasant";"boffin::pleasant"
"boffin::little";"boffin::unlucky"
"boffin::little";"mrs_lammle::little"
"boffin::little";"mrs_lammle::unlucky"
"boffin::unlucky";"mrs_lammle::little"
"boffin::unlucky";"mrs_lammle::unlucky"
"mrs_lammle::little";"mrs_lammle::unlucky"
"bella::anxious";"mrs_boffin::anxious"
"bella::young";"boffin::young"
"bella::young";"rokesmith::young"
"boffin::good";"boffin::young"
"boffin::ridiculous";"rokesmith::ridiculous"
"boffin::caring";"boffin::old"
"boffin::caring";"rokesmith::caring"
"boffin::caring";"rokesmith::old"
"boffin::old";"rokesmith::caring"
"boffin::old";"rokesmith::old"
"rokesmith::caring";"rokesmith::old"
"bella::innocent";"mrs_boffin::innocent"
"bella::abusive";"bella::aggravating"
"bella::abusive";"bella::bad"
"bella::abusive";"bella::old"
"bella::aggravating";"bella::bad"
"bella::aggravating";"bella::old"
"bella::bad";"bella::old"
"bella::bad";"bella::good"
"bella::bad";"mrs_boffin::bad"
"bella::bad";"mrs_boffin::good"
"bella::good";"mrs_boffin::bad"
"mrs_boffin::bad";"mrs_boffin::good"
"bella::forward";"boffin::forward"
"bella::#-mean";"miss_bella::#-mean"
"bella::#-mean";"rokesmith::#-mean"
"miss_bella::#-mean";"rokesmith::#-mean"
"bella::well";"boffin::well"
"bella::agreeable";"bella::bright"
"bella::elderly";"bella::natural"
"bella::elderly";"bella::well"
"bella::elderly";"stobbles::elderly"
"bella::elderly";"stobbles::natural"
"bella::elderly";"stobbles::well"
"bella::natural";"bella::well"
"bella::natural";"stobbles::elderly"
"bella::natural";"stobbles::natural"
"bella::natural";"stobbles::well"
"bella::well";"stobbles::elderly"
"bella::well";"stobbles::natural"
"bella::well";"stobbles::well"
"stobbles::elderly";"stobbles::natural"
"stobbles::elderly";"stobbles::well"
"stobbles::natural";"stobbles::well"
"bella::alone";"bella::quiet"
"bella::great";"rumty::great"
"bella::hard";"bella::sweet"
"bella::good";"john_rokesmith::good"
"john_rokesmith::good";"wilfer::good"
"bella::certain";"boffin::certain"
"bella::certain";"boffin::young"
"bella::young";"boffin::certain"
"boffin::certain";"boffin::young"
"bella::poor";"bella::trusting"
"bella::trusting";"bella::young"
"bella::good";"bella::young"
"boffin::good";"ma::good"
"george_lavinia::excellent";"ma::excellent"
"george_lavinia::excellent";"sampson::excellent"
"ma::excellent";"sampson::excellent"
"lavinia::young";"mrs_wilfer::young"
"lavinia::young";"sampson::young"
"bella::great";"bella::rich"
"george_sampson::alone";"lady_macbeth::alone"
"george_sampson::alone";"lavinia::alone"
"george_sampson::alone";"mrs_wilfer::alone"
"george_sampson::alone";"r._w.::alone"
"lady_macbeth::alone";"lavinia::alone"
"lady_macbeth::alone";"mrs_wilfer::alone"
"lady_macbeth::alone";"r._w.::alone"
"lavinia::alone";"mrs_wilfer::alone"
"lavinia::alone";"r._w.::alone"
"mrs_wilfer::alone";"r._w.::alone"
"bella::afraid";"bella::old"
"bella::afraid";"lavvy::afraid"
"bella::afraid";"lavvy::old"
"bella::old";"lavvy::afraid"
"bella::old";"lavvy::old"
"lavvy::afraid";"lavvy::old"
"bella::forward";"bella::lovely"
"james::little";"james::warm"
"james::little";"twemlow::warm"
"james::warm";"twemlow::little"
"james::warm";"twemlow::warm"
"twemlow::little";"twemlow::warm"
"mrs_lammle::observant";"twemlow::observant"
"twemlow::strict";"twemlow::weak"
"fledgeby::little";"fledgeby::strict"
"fledgeby::mean";"mary_axe::mean"
"fledgeby::mean";"mrs_lammle::mean"
"fledgeby::mean";"twemlow::mean"
"mary_axe::mean";"mrs_lammle::mean"
"mary_axe::mean";"riah::mean"
"mary_axe::mean";"twemlow::mean"
"mrs_lammle::mean";"riah::mean"
"mrs_lammle::mean";"twemlow::mean"
"riah::mean";"twemlow::mean"
"twemlow::inexperienced";"twemlow::plain"
"twemlow::good-natured";"twemlow::pleasant"
"eugene_wrayburn::playful";"tippins::playful"
"eugene_wrayburn::playful";"twemlow::playful"
"tippins::playful";"twemlow::playful"
"brewer::open";"buffer::open"
"brewer::open";"lady_tippins::open"
"buffer::open";"lady_tippins::open"
"mrs_podsnap::fine";"podsnap::fine"
"brewer::fair";"brewer::professional"
"eugene::young";"young_blight::young"
"mortimer::young";"young_blight::young"
"eugene::open";"glue_monge::open"
"eugene::fair";"tippins::fair"
"mr_riderhood::aggressive";"mr_riderhood::angry"
"eugene_wrayburn::open";"rogue_riderhood::open"
"bradley::certain";"bradley::open"
"boffin::charming";"lammle::charming"
"boffin::charming";"mrs_boffin::charming"
"boffin::charming";"mrs_lammle::charming"
"lammle::charming";"mrs_boffin::charming"
"lammle::charming";"mrs_lammle::charming"
"mrs_boffin::charming";"mrs_lammle::charming"
"boffin::generous";"boffin::good"
"boffin::agreeable";"boffin::difficult"
"boffin::agreeable";"mrs_boffin::agreeable"
"boffin::agreeable";"mrs_boffin::difficult"
"boffin::agreeable";"mrs_lammle::agreeable"
"boffin::agreeable";"mrs_lammle::difficult"
"boffin::difficult";"mrs_boffin::agreeable"
"boffin::difficult";"mrs_boffin::difficult"
"boffin::difficult";"mrs_lammle::agreeable"
"boffin::difficult";"mrs_lammle::difficult"
"mrs_boffin::agreeable";"mrs_boffin::difficult"
"mrs_boffin::agreeable";"mrs_lammle::agreeable"
"mrs_boffin::agreeable";"mrs_lammle::difficult"
"mrs_boffin::difficult";"mrs_lammle::agreeable"
"mrs_boffin::difficult";"mrs_lammle::difficult"
"mrs_lammle::agreeable";"mrs_lammle::difficult"
"boffin::innocent";"mrs_boffin::innocent"
"boffin::innocent";"mrs_lammle::innocent"
"mrs_boffin::innocent";"mrs_lammle::innocent"
"boffin::generous";"mrs_boffin::generous"
"boffin::generous";"mrs_lammle::generous"
"mrs_boffin::generous";"mrs_lammle::generous"
"boffin::mean";"boffin::pleased"
"boffin::mean";"mrs_boffin::mean"
"boffin::mean";"mrs_boffin::pleased"
"boffin::pleased";"mrs_boffin::mean"
"boffin::pleased";"mrs_boffin::pleased"
"mrs_boffin::mean";"mrs_boffin::pleased"
"boffin::afraid";"mrs_boffin::afraid"
"boffin::remarkable";"mrs_lammle::remarkable"
"boffin::remarkable";"twemlow::remarkable"
"mrs_lammle::remarkable";"twemlow::remarkable"
"mrs_boffin::effective";"mrs_boffin::little"
"bella_wilfer::loud";"boffin::loud"
"bella_wilfer::loud";"mrs_lammle::loud"
"boffin::loud";"mrs_lammle::loud"
"boffin::poor";"ma::poor"
"boffin::poor";"mrs_boffin::poor"
"boffin::poor";"sophronia::poor"
"ma::poor";"mrs_boffin::poor"
"ma::poor";"sophronia::poor"
"mrs_boffin::poor";"sophronia::poor"
"boffin::appealing";"boffin::awake"
"boffin::appealing";"boffin::good"
"boffin::appealing";"boffin::poor"
"boffin::appealing";"mrs_boffin::appealing"
"boffin::appealing";"mrs_boffin::awake"
"boffin::appealing";"mrs_boffin::good"
"boffin::appealing";"mrs_boffin::poor"
"boffin::appealing";"mrs_lammle::appealing"
"boffin::appealing";"mrs_lammle::awake"
"boffin::appealing";"mrs_lammle::good"
"boffin::appealing";"mrs_lammle::poor"
"boffin::appealing";"sophronia::appealing"
"boffin::appealing";"sophronia::awake"
"boffin::appealing";"sophronia::good"
"boffin::appealing";"sophronia::poor"
"boffin::awake";"boffin::good"
"boffin::awake";"boffin::poor"
"boffin::awake";"mrs_boffin::appealing"
"boffin::awake";"mrs_boffin::awake"
"boffin::awake";"mrs_boffin::good"
"boffin::awake";"mrs_boffin::poor"
"boffin::awake";"mrs_lammle::appealing"
"boffin::awake";"mrs_lammle::awake"
"boffin::awake";"mrs_lammle::good"
"boffin::awake";"mrs_lammle::poor"
"boffin::awake";"sophronia::appealing"
"boffin::awake";"sophronia::awake"
"boffin::awake";"sophronia::good"
"boffin::awake";"sophronia::poor"
"boffin::good";"boffin::poor"
"boffin::good";"mrs_boffin::appealing"
"boffin::good";"mrs_boffin::awake"
"boffin::good";"mrs_boffin::poor"
"boffin::good";"mrs_lammle::appealing"
"boffin::good";"mrs_lammle::awake"
"boffin::good";"mrs_lammle::good"
"boffin::good";"mrs_lammle::poor"
"boffin::good";"sophronia::appealing"
"boffin::good";"sophronia::awake"
"boffin::good";"sophronia::good"
"boffin::good";"sophronia::poor"
"boffin::poor";"mrs_boffin::appealing"
"boffin::poor";"mrs_boffin::awake"
"boffin::poor";"mrs_boffin::good"
"boffin::poor";"mrs_lammle::appealing"
"boffin::poor";"mrs_lammle::awake"
"boffin::poor";"mrs_lammle::good"
"boffin::poor";"mrs_lammle::poor"
"boffin::poor";"sophronia::appealing"
"boffin::poor";"sophronia::awake"
"boffin::poor";"sophronia::good"
"mrs_boffin::appealing";"mrs_boffin::awake"
"mrs_boffin::appealing";"mrs_boffin::good"
"mrs_boffin::appealing";"mrs_boffin::poor"
"mrs_boffin::appealing";"mrs_lammle::appealing"
"mrs_boffin::appealing";"mrs_lammle::awake"
"mrs_boffin::appealing";"mrs_lammle::good"
"mrs_boffin::appealing";"mrs_lammle::poor"
"mrs_boffin::appealing";"sophronia::appealing"
"mrs_boffin::appealing";"sophronia::awake"
"mrs_boffin::appealing";"sophronia::good"
"mrs_boffin::appealing";"sophronia::poor"
"mrs_boffin::awake";"mrs_boffin::good"
"mrs_boffin::awake";"mrs_boffin::poor"
"mrs_boffin::awake";"mrs_lammle::appealing"
"mrs_boffin::awake";"mrs_lammle::awake"
"mrs_boffin::awake";"mrs_lammle::good"
"mrs_boffin::awake";"mrs_lammle::poor"
"mrs_boffin::awake";"sophronia::appealing"
"mrs_boffin::awake";"sophronia::awake"
"mrs_boffin::awake";"sophronia::good"
"mrs_boffin::awake";"sophronia::poor"
"mrs_boffin::good";"mrs_boffin::poor"
"mrs_boffin::good";"mrs_lammle::appealing"
"mrs_boffin::good";"mrs_lammle::awake"
"mrs_boffin::good";"mrs_lammle::good"
"mrs_boffin::good";"mrs_lammle::poor"
"mrs_boffin::good";"sophronia::appealing"
"mrs_boffin::good";"sophronia::awake"
"mrs_boffin::good";"sophronia::good"
"mrs_boffin::good";"sophronia::poor"
"mrs_boffin::poor";"mrs_lammle::appealing"
"mrs_boffin::poor";"mrs_lammle::awake"
"mrs_boffin::poor";"mrs_lammle::good"
"mrs_boffin::poor";"mrs_lammle::poor"
"mrs_boffin::poor";"sophronia::appealing"
"mrs_boffin::poor";"sophronia::awake"
"mrs_boffin::poor";"sophronia::good"
"mrs_lammle::appealing";"mrs_lammle::awake"
"mrs_lammle::appealing";"mrs_lammle::good"
"mrs_lammle::appealing";"mrs_lammle::poor"
"mrs_lammle::appealing";"sophronia::appealing"
"mrs_lammle::appealing";"sophronia::awake"
"mrs_lammle::appealing";"sophronia::good"
"mrs_lammle::appealing";"sophronia::poor"
"mrs_lammle::awake";"mrs_lammle::good"
"mrs_lammle::awake";"mrs_lammle::poor"
"mrs_lammle::awake";"sophronia::appealing"
"mrs_lammle::awake";"sophronia::awake"
"mrs_lammle::awake";"sophronia::good"
"mrs_lammle::awake";"sophronia::poor"
"mrs_lammle::good";"mrs_lammle::poor"
"mrs_lammle::good";"sophronia::appealing"
"mrs_lammle::good";"sophronia::awake"
"mrs_lammle::good";"sophronia::good"
"mrs_lammle::good";"sophronia::poor"
"mrs_lammle::poor";"sophronia::appealing"
"mrs_lammle::poor";"sophronia::awake"
"mrs_lammle::poor";"sophronia::good"
"mrs_lammle::poor";"sophronia::poor"
"sophronia::appealing";"sophronia::awake"
"sophronia::appealing";"sophronia::good"
"sophronia::appealing";"sophronia::poor"
"sophronia::awake";"sophronia::good"
"sophronia::awake";"sophronia::poor"
"sophronia::good";"sophronia::poor"
"boffin::educated";"mrs_boffin::educated"
"boffin::educated";"mrs_lammle::educated"
"boffin::educated";"sophronia::educated"
"mrs_boffin::educated";"mrs_lammle::educated"
"mrs_boffin::educated";"sophronia::educated"
"mrs_lammle::educated";"sophronia::educated"
"ma::old";"mrs_boffin::old"
"ma::old";"sophronia::old"
"mrs_boffin::old";"sophronia::old"
"sophronia::impolite";"sophronia::poor"
"georgiana::good";"georgiana::little"
"boffin::careful";"boffin::considerate"
"boffin::careful";"boffin::great"
"boffin::careful";"boffin::kind"
"boffin::careful";"boffin::young"
"boffin::careful";"mrs_boffin::careful"
"boffin::careful";"mrs_boffin::considerate"
"boffin::careful";"mrs_boffin::great"
"boffin::careful";"mrs_boffin::kind"
"boffin::careful";"mrs_boffin::young"
"boffin::careful";"mrs_lammle::careful"
"boffin::careful";"mrs_lammle::considerate"
"boffin::careful";"mrs_lammle::great"
"boffin::careful";"mrs_lammle::kind"
"boffin::careful";"mrs_lammle::young"
"boffin::considerate";"boffin::great"
"boffin::considerate";"boffin::kind"
"boffin::considerate";"boffin::young"
"boffin::considerate";"mrs_boffin::careful"
"boffin::considerate";"mrs_boffin::considerate"
"boffin::considerate";"mrs_boffin::great"
"boffin::considerate";"mrs_boffin::kind"
"boffin::considerate";"mrs_boffin::young"
"boffin::considerate";"mrs_lammle::careful"
"boffin::considerate";"mrs_lammle::considerate"
"boffin::considerate";"mrs_lammle::great"
"boffin::considerate";"mrs_lammle::kind"
"boffin::considerate";"mrs_lammle::young"
"boffin::great";"boffin::kind"
"boffin::great";"boffin::young"
"boffin::great";"mrs_boffin::careful"
"boffin::great";"mrs_boffin::considerate"
"boffin::great";"mrs_boffin::kind"
"boffin::great";"mrs_boffin::young"
"boffin::great";"mrs_lammle::careful"
"boffin::great";"mrs_lammle::considerate"
"boffin::great";"mrs_lammle::great"
"boffin::great";"mrs_lammle::kind"
"boffin::great";"mrs_lammle::young"
"boffin::kind";"boffin::young"
"boffin::kind";"mrs_boffin::careful"
"boffin::kind";"mrs_boffin::considerate"
"boffin::kind";"mrs_boffin::great"
"boffin::kind";"mrs_boffin::young"
"boffin::kind";"mrs_lammle::careful"
"boffin::kind";"mrs_lammle::considerate"
"boffin::kind";"mrs_lammle::great"
"boffin::kind";"mrs_lammle::kind"
"boffin::kind";"mrs_lammle::young"
"boffin::young";"mrs_boffin::careful"
"boffin::young";"mrs_boffin::considerate"
"boffin::young";"mrs_boffin::great"
"boffin::young";"mrs_boffin::kind"
"boffin::young";"mrs_lammle::careful"
"boffin::young";"mrs_lammle::considerate"
"boffin::young";"mrs_lammle::great"
"boffin::young";"mrs_lammle::kind"
"boffin::young";"mrs_lammle::young"
"mrs_boffin::careful";"mrs_boffin::considerate"
"mrs_boffin::careful";"mrs_boffin::great"
"mrs_boffin::careful";"mrs_boffin::kind"
"mrs_boffin::careful";"mrs_boffin::young"
"mrs_boffin::careful";"mrs_lammle::careful"
"mrs_boffin::careful";"mrs_lammle::considerate"
"mrs_boffin::careful";"mrs_lammle::great"
"mrs_boffin::careful";"mrs_lammle::kind"
"mrs_boffin::careful";"mrs_lammle::young"
"mrs_boffin::considerate";"mrs_boffin::great"
"mrs_boffin::considerate";"mrs_boffin::kind"
"mrs_boffin::considerate";"mrs_boffin::young"
"mrs_boffin::considerate";"mrs_lammle::careful"
"mrs_boffin::considerate";"mrs_lammle::considerate"
"mrs_boffin::considerate";"mrs_lammle::great"
"mrs_boffin::considerate";"mrs_lammle::kind"
"mrs_boffin::considerate";"mrs_lammle::young"
"mrs_boffin::great";"mrs_boffin::kind"
"mrs_boffin::great";"mrs_boffin::young"
"mrs_boffin::great";"mrs_lammle::careful"
"mrs_boffin::great";"mrs_lammle::considerate"
"mrs_boffin::great";"mrs_lammle::great"
"mrs_boffin::great";"mrs_lammle::kind"
"mrs_boffin::great";"mrs_lammle::young"
"mrs_boffin::kind";"mrs_boffin::young"
"mrs_boffin::kind";"mrs_lammle::careful"
"mrs_boffin::kind";"mrs_lammle::considerate"
"mrs_boffin::kind";"mrs_lammle::great"
"mrs_boffin::kind";"mrs_lammle::kind"
"mrs_boffin::kind";"mrs_lammle::young"
"mrs_boffin::young";"mrs_lammle::careful"
"mrs_boffin::young";"mrs_lammle::considerate"
"mrs_boffin::young";"mrs_lammle::great"
"mrs_boffin::young";"mrs_lammle::kind"
"mrs_boffin::young";"mrs_lammle::young"
"mrs_lammle::careful";"mrs_lammle::considerate"
"mrs_lammle::careful";"mrs_lammle::great"
"mrs_lammle::careful";"mrs_lammle::kind"
"mrs_lammle::careful";"mrs_lammle::young"
"mrs_lammle::considerate";"mrs_lammle::great"
"mrs_lammle::considerate";"mrs_lammle::kind"
"mrs_lammle::considerate";"mrs_lammle::young"
"mrs_lammle::great";"mrs_lammle::kind"
"mrs_lammle::great";"mrs_lammle::young"
"mrs_lammle::kind";"mrs_lammle::young"
"boffin::little";"georgiana::little"
"boffin::punctual";"venus::punctual"
"boffin::anxious";"venus::anxious"
"boffin::open";"wegg::open"
"boffin::serious";"boffin::social"
"boffin::serious";"mr_venus::serious"
"boffin::serious";"mr_venus::social"
"boffin::serious";"venus::serious"
"boffin::serious";"venus::social"
"boffin::serious";"wegg::serious"
"boffin::serious";"wegg::social"
"boffin::social";"mr_venus::serious"
"boffin::social";"mr_venus::social"
"boffin::social";"venus::serious"
"boffin::social";"venus::social"
"boffin::social";"wegg::serious"
"boffin::social";"wegg::social"
"mr_venus::serious";"mr_venus::social"
"mr_venus::serious";"venus::serious"
"mr_venus::serious";"venus::social"
"mr_venus::serious";"wegg::serious"
"mr_venus::serious";"wegg::social"
