"","austen","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"1276","fideism",0,0,0,0,0,0,0
"1277","fidgety",0,0,0,0,0,0,0
"1278","fiducial",0,0,0,0,0,0,0
"1279","fierce",0,0,0,0,0,0,0
"1280","fiery",0,0,0,0,0,0,0
"1281","finish",0,0,0,0,0,0,0
"1282","fighting-cock",0,0,0,0,0,0,0
"1283","bikie",0,0,0,0,0,0,0
"1284","fine-headed",0,0,0,0,0,0,0
"1285","finical",0,0,0,0,0,0,0
"1286","finicky",0,0,0,0,0,0,0
"1287","firebrand",0,0,0,0,0,0,0
"1288","fitful",0,0,0,0,0,0,0
"1289","fitty ",0,0,0,0,0,0,0
"1290","flagellant ",0,0,0,0,0,0,0
"1291","flashmonger",0,0,0,0,0,0,0
"1292","flattenable",0,0,0,0,0,0,0
"1293","fleeceable",0,0,0,0,0,0,0
"1294","fleet",0,0,0,0,0,0,0
"1295","fleshly",0,0,0,0,0,0,0
"1296","flexible",0,0,0,0,0,0,0
"1297","flichtered",0,0,0,0,0,0,0
"1298","flighty ",0,0,0,0,0,0,0
"1299","flip",0,0,0,0,0,0,0
"1300","flippant",0,0,0,0,0,0,0
"1301","flirdie",0,0,0,0,0,0,0
"1302","flirtable ",0,0,0,0,0,0,0
"1303","flirtatious ",0,0,0,0,0,0,0
"1304","fliskmahoy",0,0,0,0,0,0,0
"1305","frisky",0,0,0,0,0,0,0
"1306","floaty",0,0,0,0,0,0,0
"1307","lobbing",0,0,0,0,0,0,0
"1308","florimanist",0,0,0,0,0,0,0
"1309","flory",0,0,0,0,0,0,0
"1310","flourishy",0,0,0,0,0,0,0
"1311","fluent",0,0,0,0,0,0,0
"1312","flunky",0,0,0,0,0,0,0
"1313","fluky",0,0,0,0,0,0,0
"1314","fluttery",0,0,0,0,0,0,0
"1315","fluxible ",0,0,0,0,0,0,0
"1316","fluxional",0,0,0,0,0,0,0
"1317","fly-by-night",0,0,0,0,0,0,0
"1318","fly-up-the-creek",0,0,0,0,0,0,0
"1319","fogram",0,0,0,0,0,0,0
"1320","foilable",0,0,0,0,0,0,0
"1321","folksy",0,0,0,0,0,0,0
"1322","follower",0,0,0,0,0,0,0
"1323","footlocker",0,0,0,0,0,0,0
"1324","foot-loose",0,0,0,0,0,0,0
"1325","foppish",0,0,0,0,0,0,0
"1326","forceful",0,0,0,0,0,0,0
"1327","forcible",0,0,0,0,0,0,0
"1328","forcible-feeble",0,0,0,0,0,0,0
"1329","forehanded",0,0,0,0,0,0,0
"1330","forensic",0,0,0,0,0,0,0
"1331","foreright",0,0,0,0,0,0,0
"1332","foresighted ",0,0,0,0,0,0,0
"1333","foresightedness ",0,0,0,0,0,0,0
"1334","forethoughtful",0,0,0,0,0,0,0
"1335","forgetive ",0,0,0,0,0,0,0
"1336","formalist",0,0,0,0,0,0,0
"1337","formful",0,0,0,0,0,0,0
"1338","formulistic",0,0,0,0,0,0,0
"1339","forritsome",0,0,0,0,0,0,0
"1340","forthcoming",0,0,0,0,0,0,0
"1341","forthgoing",0,0,0,0,0,0,0
"1342","forthputting",0,0,0,0,0,0,0
"1343","forthright",0,0,0,0,0,0,0
"1344","forthy",0,0,0,0,0,0,0
"1345","fortitudinous",0,0,0,0,0,0,0
"1346","fortuitist ",0,0,0,0,0,0,0
"1347","forward",0,0,0,0,0,0,0
"1348","foul-mouthed",0,0,0,0,0,0,0
"1349","foul-spoken",0,0,0,0,0,0,0
"1350","fractious",0,0,0,0,0,0,0
"1351","trampler",0,0,0,0,0,0,0
"1352","frampoid",0,0,0,0,0,0,0
"1353","frankenstein ",0,0,0,0,0,0,0
"1354","frank-hearted",0,0,0,0,0,0,0
"1355","fratched ",0,0,0,0,0,0,0
"1356","fraudful",0,0,0,0,0,0,0
"1357","fraudless",0,0,0,0,0,0,0
"1358","freebooter",0,0,0,0,0,0,0
"1359","free-handed",0,0,0,0,0,0,0
"1360","free-hearted",0,0,0,0,0,0,0
"1361","freeish",0,0,0,0,0,0,0
"1362","free-living",0,0,0,0,0,0,0
"1363","free-lover",0,0,0,0,0,0,0
"1364","free-minded",0,0,0,0,0,0,0
"1365","free-spoken",0,0,0,0,0,0,0
"1366","freethinking",0,0,0,0,0,0,0
"1367","free-tongued",0,0,0,0,0,0,0
"1368","free-willer",0,0,0,0,0,0,0
"1369","fretless",0,0,0,0,0,0,0
"1370","fretty",0,0,0,0,0,0,0
"1371","frigid",0,0,0,0,0,0,0
"1372","friskful",0,0,0,0,0,0,0
"1373","frolicsome",0,0,0,0,0,0,0
"1374","frownful",0,0,0,0,0,0,0
"1375","frugal",0,0,0,0,0,0,0
"1376","frustrable",0,0,0,0,0,0,0
"1377","fudgy ",0,0,0,0,0,0,0
"1378","full-fledged",0,0,0,0,0,0,0
"1379","full-hearted",0,0,0,0,0,0,0
"1380","furacious",0,0,0,0,0,0,0
"1381","furthersome",0,0,0,0,0,0,0
"1382","furtive",0,0,0,0,0,0,0
"1383","fussy",0,0,0,0,0,0,0
"1384","fustian",0,0,0,0,0,0,0
"1385","futilitarian",0,0,0,0,0,0,0
"1386","gabby",0,0,0,0,0,0,0
"1387","gadabout",0,0,0,0,0,0,0
"1388","gaddish",0,0,0,0,0,0,0
"1389","galliard",0,0,0,0,0,0,0
"1390","gallio",0,0,0,0,0,0,0
"1391","gallomaniac ",0,0,0,0,0,0,0
"1392","gallophile",0,0,0,0,0,0,0
"1393","gallophobe",0,0,0,0,0,0,0
"1394","gally",0,0,0,0,0,0,0
"1395","game",0,0,0,0,0,0,0
"1396","gamesome",0,0,0,0,0,0,0
"1397","gare",0,0,0,0,0,0,0
"1398","garrulous",0,0,0,0,0,0,0
"1399","gascon",0,0,0,0,0,0,0
"1400","gash",0,0,0,0,0,0,0
"1401","raspy",0,0,0,0,0,0,0
"1402","gastronomer",0,0,0,0,0,0,0
"1403","gastrophile",0,0,0,0,0,0,0
"1404","gauche",0,0,0,0,0,0,0
"1405","gawkish",0,0,0,0,0,0,0
"1406","gawky",0,0,0,0,0,0,0
"1407","gayish",0,0,0,0,0,0,0
"1408","gegger",0,0,0,0,0,0,0
"1409","gelly",0,0,0,0,0,0,0
"1410","generalist ",0,0,0,0,0,0,0
"1411","genteelish ",0,0,0,0,0,0,0
"1412","gentle-hearted",0,0,0,0,0,0,0
"1413","gentlemanly",0,0,0,0,0,0,0
"1414","gerent",0,0,0,0,0,0,0
"1415","germanomaniac",0,0,0,0,0,0,0
"1416","germanophobe ",0,0,0,0,0,0,0
"1417","gesticulative",0,0,0,0,0,0,0
"1418","get-up-able",0,0,0,0,0,0,0
"1419","get-up",0,0,0,0,0,0,0
"1420","giant-rude",0,0,0,0,0,0,0
"1421","giddyish",0,0,0,0,0,0,0
"1422","giddy-paced",0,0,0,0,0,0,0
"1423","giggish",0,0,0,0,0,0,0
"1424","giggly",0,0,0,0,0,0,0
"1425","giglet",0,0,0,0,0,0,0
"1426","gigman",0,0,0,0,0,0,0
"1427","gill-flirting ",0,0,0,0,0,0,0
"1428","gilpy",0,0,0,0,0,0,0
"1429","gimbal-jawed",0,0,0,0,0,0,0
"1430","gimcrack",0,0,0,0,0,0,0
"1431","gimp",0,0,0,0,0,0,0
"1432","gingery",0,0,0,0,0,0,0
"1433","gladiator",0,0,0,0,0,0,0
"1434","gladless",0,0,0,0,0,0,0
"1435","gladsome",0,0,0,0,0,0,0
"1436","glaikit ",0,0,0,0,0,0,0
"1437","glory",0,0,0,0,0,0,0
"1438","glass-faced",0,0,0,0,0,0,0
"1439","gleamy",0,0,0,0,0,0,0
"1440","gleeful",0,0,0,0,0,0,0
"1441","gleg",0,0,0,0,0,0,0
"1442","glib",0,0,0,0,0,0,0
"1443","glibbery",0,0,0,0,0,0,0
"1444","glossarist ",0,0,0,0,0,0,0
"1445","glossaolalist ",0,0,0,0,0,0,0
"1446","glum",0,0,0,0,0,0,0
"1447","glumpy ",0,0,0,0,0,0,0
"1448","glunch",0,0,0,0,0,0,0
"1449","glusky",0,0,0,0,0,0,0
"1450","gluttonous",0,0,0,0,0,0,0
"1451","gnathonic",0,0,0,0,0,0,0
"1452","gnostic",0,0,0,0,0,0,0
"1453","go-ahead",0,0,0,0,0,0,0
"1454","go-as-you-please",0,0,0,0,0,0,0
"1455","god-fearing",0,0,0,0,0,0,0
"1456","godless",0,0,0,0,0,0,0
"1457","goethian",0,0,0,0,0,0,0
"1458","gooney",0,0,0,0,0,0,0
"1459","gore",0,0,0,0,0,0,0
"1460","gorgonian",0,0,0,0,0,0,0
"1461","gossipy ",0,0,0,0,0,0,0
"1462","goth",0,0,0,0,0,0,0
"1463","gouge",0,0,0,0,0,0,0
"1464","gourmand",0,0,0,0,0,0,0
"1465","gourmet",0,0,0,0,0,0,0
"1466","goustrous",0,0,0,0,0,0,0
"1467","grab-all",0,0,0,0,0,0,0
"1468","graceless",0,0,0,0,0,0,0
"1469","grammaticaster",0,0,0,0,0,0,0
"1470","grandfatherly",0,0,0,0,0,0,0
"1471","grandiloquent",0,0,0,0,0,0,0
"1472","grandmotherly",0,0,0,0,0,0,0
"1473","grangousier",0,0,0,0,0,0,0
"1474","graphic",0,0,0,0,0,0,0
"1475","gravid",0,0,0,0,0,0,0
"1476","greasehorn",0,0,0,0,0,0,0
"1477","gregarious",0,0,0,0,0,0,0
"1478","griefful",0,0,0,0,0,0,0
"1479","griefless",0,0,0,0,0,0,0
"1480","grig",0,0,0,0,0,0,0
"1481","grinagog",0,0,0,0,0,0,0
"1482","cripple",0,0,0,0,0,0,0
"1483","grippy",0,0,0,0,0,0,0
"1484","grisette",0,0,0,0,0,0,0
"1485","gritty",0,0,0,0,0,0,0
"1486","grouchy",0,0,0,0,0,0,0
"1487","grouse",0,0,0,0,0,0,0
"1488","grout",0,0,0,0,0,0,0
"1489","grubby",0,0,0,0,0,0,0
"1490","gruff",0,0,0,0,0,0,0
"1491","giraffish",0,0,0,0,0,0,0
"1492","grum",0,0,0,0,0,0,0
"1493","grumbly",0,0,0,0,0,0,0
"1494","grumpy",0,0,0,0,0,0,0
"1495","grundy",0,0,0,0,0,0,0
"1496","guarded ",0,0,0,0,0,0,0
"1497","guardful",0,0,0,0,0,0,0
"1498","gudgeon",0,0,0,0,0,0,0
"1499","guffin",0,0,0,0,0,0,0
"1500","guileful",0,0,0,0,0,0,0
"1501","gullible ",0,0,0,0,0,0,0
"1502","gulosity ",0,0,0,0,0,0,0
"1503","gumple-foisted",0,0,0,0,0,0,0
"1504","gun-shy",0,0,0,0,0,0,0
"1505","gumptious ",0,0,0,0,0,0,0
"1506","girl",0,0,0,0,0,0,0
"1507","gushy",0,0,0,0,0,0,0
"1508","gymnosophist",0,0,0,0,0,0,0
"1509","gypsy",0,0,0,0,0,0,0
"1510","gypsified",0,0,0,0,0,0,0
"1511","habile",0,0,0,0,0,0,0
"1512","habromania",0,0,0,0,0,0,0
"1513","hagliolatrous",0,0,0,0,0,0,0
"1514","hagiophobia",0,0,0,0,0,0,0
"1515","hairsplitting",0,0,0,0,0,0,0
"1516","hair-trigger",0,0,0,0,0,0,0
"1517","hallucinator",0,0,0,0,0,0,0
"1518","halting",0,0,0,0,0,0,0
"1519","haltless",0,0,0,0,0,0,0
"1520","hammer",0,0,0,0,0,0,0
"1521","hanky-panky",0,0,0,0,0,0,0
"1522","happiless ",0,0,0,0,0,0,0
"1523","happy-go-lucky",0,0,0,0,0,0,0
"1524","harangueful ",0,0,0,0,0,0,0
"1525","hard-headed",0,0,0,0,0,0,0
"1526","hard-mouthed",0,0,0,0,0,0,0
"1527","harum-scarum",0,0,0,0,0,0,0
"1528","hastless",0,0,0,0,0,0,0
"1529","hateless",0,0,0,0,0,0,0
"1530","haunty",0,0,0,0,0,0,0
"1531","haveless",0,0,0,0,0,0,0
"1532","having",0,0,0,0,0,0,0
"1533","headish",0,0,0,0,0,0,0
"1534","headless",0,0,0,0,0,0,0
"1535","headlong",0,0,0,0,0,0,0
"1536","heady",0,0,0,0,0,0,0
"1537","heart-breaker",0,0,0,0,0,0,0
"1538","heart-free",0,0,0,0,0,0,0
"1539","heartful",0,0,0,0,0,0,0
"1540","heartless",0,0,0,0,0,0,0
"1541","heartsore",0,0,0,0,0,0,0
"1542","heavenly-minded",0,0,0,0,0,0,0
"1543","heavy-handed",0,0,0,0,0,0,0
"1544","hectic",0,0,0,0,0,0,0
"1545","hedonist",0,0,0,0,0,0,0
"1546","heedful",0,0,0,0,0,0,0
"1547","hegemonic",0,0,0,0,0,0,0
"1548","heliophobic",0,0,0,0,0,0,0
"1549","heliographic",0,0,0,0,0,0,0
"1550","hellenistic",0,0,0,0,0,0,0
"1551","hell-raker",0,0,0,0,0,0,0
"1552","hello",0,0,0,0,0,0,0
"1553","helpful",0,0,0,0,0,0,0
"1554","helter-skelter",0,0,0,0,0,0,0
"1555","hemp",0,0,0,0,0,0,0
"1556","henjussy",0,0,0,0,0,0,0
"1557","heppen",0,0,0,0,0,0,0
"1558","heresiarch",0,0,0,0,0,0,0
"1559","heresimach",0,0,0,0,0,0,0
"1560","heretical ",0,0,0,0,0,0,0
"1561","hermits",0,0,0,0,0,0,0
"1562","hesitant",0,0,0,0,0,0,0
"1563","heterodox",0,0,0,0,0,0,0
"1564","heteropathic",0,0,0,0,0,0,0
"1565","heterotelic",0,0,0,0,0,0,0
"1566","hetter",0,0,0,0,0,0,0
"1567","hideaway",0,0,0,0,0,0,0
"1568","hireling",0,0,0,0,0,0,0
"1569","highbinder",0,0,0,0,0,0,0
"1570","high-flying",0,0,0,0,0,0,0
"1571","high-pitched",0,0,0,0,0,0,0
"1572","high-reaching",0,0,0,0,0,0,0
"1573","high-roller",0,0,0,0,0,0,0
"1574","high-speed",0,0,0,0,0,0,0
"1575","high-stepping",0,0,0,0,0,0,0
"1576","high-strung",0,0,0,0,0,0,0
"1577","hindsight",0,0,0,0,0,0,0
"1578","histrionic",0,0,0,0,0,0,0
"1579","hitch",0,0,0,0,0,0,0
"1580","hit-or-miss",0,0,0,0,0,0,0
"1581","hob-and-nob",0,0,0,0,0,0,0
"1582","hobbyhorsical",0,0,0,0,0,0,0
"1583","hobbyless",0,0,0,0,0,0,0
"1584","howdy",0,0,0,0,0,0,0
"1585","home-keeping",0,0,0,0,0,0,0
"1586","homeric",0,0,0,0,0,0,0
"1587","homicidal",0,0,0,0,0,0,0
"1588","homilist",0,0,0,0,0,0,0
"1589","honeyed",0,0,0,0,0,0,0
"1590","honey-mouthed",0,0,0,0,0,0,0
"1591","honey-tongued",0,0,0,0,0,0,0
"1592","hoodwinkable ",0,0,0,0,0,0,0
"1593","hooley",0,0,0,0,0,0,0
"1594","horny",0,0,0,0,0,0,0
"1595","horsefair",0,0,0,0,0,0,0
"1596","hortative",0,0,0,0,0,0,0
"1597","hot-blooded",0,0,0,0,0,0,0
"1598","hot-brained",0,0,0,0,0,0,0
"1599","hot-headed",0,0,0,0,0,0,0
"1600","hot-spirited",0,0,0,0,0,0,0
"1601","hotspur",0,0,0,0,0,0,0
"1602","hot-tempered",0,0,0,0,0,0,0
"1603","house-proud",0,0,0,0,0,0,0
"1604","housewifely",0,0,0,0,0,0,0
"1605","hubristic",0,0,0,0,0,0,0
"1606","huff cap",0,0,0,0,0,0,0
"1607","huffish",0,0,0,0,0,0,0
"1608","huffy",0,0,0,0,0,0,0
"1609","hugger-mugger",0,0,0,0,0,0,0
"1610","humane",0,0,0,0,0,0,0
"1611","humanist",0,0,0,0,0,0,0
"1612","humanitarian",0,0,0,0,0,0,0
"1613","humbugable",0,0,0,0,0,0,0
"1614","hummer",0,0,0,0,0,0,0
"1615","humorless ",0,0,0,0,0,0,0
"1616","humorsome ",0,0,0,0,0,0,0
"1617","hunker",0,0,0,0,0,0,0
"1618","hunks",0,0,0,0,0,0,0
"1619","hunted",0,0,0,0,0,0,0
"1620","hurly-burly",0,0,0,0,0,0,0
"1621","hurried",0,0,0,0,0,0,0
"1622","hurry-scurry",0,0,0,0,0,0,0
"1623","hussar",0,0,0,0,0,0,0
"1624","hustler",0,0,0,0,0,0,0
"1625","hygeiolatry",0,0,0,0,0,0,0
"1626","hylotheist",0,0,0,0,0,0,0
"1627","hylozoism",0,0,0,0,0,0,0
"1628","hypaesthesic ",0,0,0,0,0,0,0
"1629","hypalgic",0,0,0,0,0,0,0
"1630","hyper",0,0,0,0,0,0,0
"1631","hyperalgesic",0,0,0,0,0,0,0
"1632","hyperbola",0,0,0,0,0,0,0
"1633","hypercritical",0,0,0,0,0,0,0
"1634","hyperdynamic ",0,0,0,0,0,0,0
"1635","hyperphasic",0,0,0,0,0,0,0
"1636","hyperphysical",0,0,0,0,0,0,0
"1637","hypersensitive",0,0,0,0,0,0,0
"1638","hypersensual",0,0,0,0,0,0,0
"1639","hypertonic",0,0,0,0,0,0,0
"1640","hypnotic",0,0,0,0,0,0,0
"1641","hypnotizable ",0,0,0,0,0,0,0
"1642","hypobulia",0,0,0,0,0,0,0
"1643","hypochondriac",0,0,0,0,0,0,0
"1644","hypokinetic",0,0,0,0,0,0,0
"1645","hypomelancholic",0,0,0,0,0,0,0
"1646","hyponeuria",0,0,0,0,0,0,0
"1647","hyppish",0,0,0,0,0,0,0
"1648","hysteroneurasthenic",0,0,0,0,0,0,0
"1649","icarian",0,0,0,0,0,0,0
"1650","iconoclastic",0,0,0,0,0,0,0
"1651","iconolater",0,0,0,0,0,0,0
"1652","iconological",0,0,0,0,0,0,0
"1653","icy",0,0,0,0,0,0,0
"1654","idealess",0,0,0,0,0,0,0
"1655","idealistic",0,0,0,0,0,0,0
"1656","idealless",0,0,0,0,0,0,0
"1657","idolatry",0,0,0,0,0,0,0
"1658","idiorepulsive",0,0,0,0,0,0,0
"1659","idle-headed",0,0,0,0,0,0,0
"1660","idolatrous ",0,0,0,0,0,0,0
"1661","idolclastic",0,0,0,0,0,0,0
"1662","illogical",0,0,0,0,0,0,0
"1663","illoyal",0,0,0,0,0,0,0
"1664","ill-tongued",0,0,0,0,0,0,0
"1665","illusionable ",0,0,0,0,0,0,0
"1666","illusionary",0,0,0,0,0,0,0
"1667","illusive",0,0,0,0,0,0,0
"1668","ill-willed",0,0,0,0,0,0,0
"1669","imager",0,0,0,0,0,0,0
"1670","imaginative",0,0,0,0,0,0,0
"1671","imitative",0,0,0,0,0,0,0
"1672","immaculate",0,0,0,0,0,0,0
"1673","immane",0,0,0,0,0,0,0
"1674","immethodical",0,0,0,0,0,0,0
"1675","immodest",0,0,0,0,0,0,0
"1676","immotile",0,0,0,0,0,0,0
"1677","immusical",0,0,0,0,0,0,0
"1678","immutable",0,0,0,0,0,0,0
"1679","impavid",0,0,0,0,0,0,0
"1680","imperative",0,0,0,0,0,0,0
"1681","imperceptive ",0,0,0,0,0,0,0
"1682","imperial",0,0,0,0,0,0,0
"1683","imperialistic",0,0,0,0,0,0,0
"1684","imperious",0,0,0,0,0,0,0
"1685","impersonal",0,0,0,0,0,0,0
"1686","impersuadable",0,0,0,0,0,0,0
"1687","impertinent ",0,0,0,0,0,0,0
"1688","imperturbable ",0,0,0,0,0,0,0
"1689","imperceptible",0,0,0,0,0,0,0
"1690","impervious",0,0,0,0,0,0,0
"1691","impious",0,0,0,0,0,0,0
"1692","impish",0,0,0,0,0,0,0
"1693","impractical",0,0,0,0,0,0,0
"1694","impressible",0,0,0,0,0,0,0
"1695","impressionable",0,0,0,0,0,0,0
"1696","impulsive",0,0,0,0,0,0,0
"1697","impunctual",0,0,0,0,0,0,0
"1698","inaccurate",0,0,0,0,0,0,0
"1699","inacquiescent ",0,0,0,0,0,0,0
"1700","inactionist",0,0,0,0,0,0,0
"1701","inadaptable",0,0,0,0,0,0,0
"1702","inaffable",0,0,0,0,0,0,0
"1703","inagressive",0,0,0,0,0,0,0
"1704","inamiable",0,0,0,0,0,0,0
"1705","inappreciative",0,0,0,0,0,0,0
"1706","inapprehensive",0,0,0,0,0,0,0
"1707","incautious ",0,0,0,0,0,0,0
"1708","incentive",0,0,0,0,0,0,0
"1709","incisive ",0,0,0,0,0,0,0
"1710","inclinable",0,0,0,0,0,0,0
"1711","incoerable",0,0,0,0,0,0,0
"1712","incogitant",0,0,0,0,0,0,0
"1713","incommunicative",0,0,0,0,0,0,0
"1714","incompliant",0,0,0,0,0,0,0
"1715","inconclusive",0,0,0,0,0,0,0
"1716","inconfident",0,0,0,0,0,0,0
"1717","incongenial",0,0,0,0,0,0,0
"1718","inconsiderate",0,0,0,0,0,0,0
"1719","incontinent",0,0,0,0,0,0,0
"1720","incorruptible",0,0,0,0,0,0,0
"1721","incroyable",0,0,0,0,0,0,0
"1722","incurious",0,0,0,0,0,0,0
"1723","indeliberate",0,0,0,0,0,0,0
"1724","indifferentist",0,0,0,0,0,0,0
"1725","indivertible",0,0,0,0,0,0,0
"1726","individualistic ",0,0,0,0,0,0,0
"1727","indocile",0,0,0,0,0,0,0
"1728","indomitable",0,0,0,0,0,0,0
"1729","indubious",0,0,0,0,0,0,0
"1730","inebriate",0,0,0,0,0,0,0
"1731","inelastic ",0,0,0,0,0,0,0
"1732","inemulous",0,0,0,0,0,0,0
"1733","inexact",0,0,0,0,0,0,0
"1734","inexcitable",0,0,0,0,0,0,0
"1735","inexpansive",0,0,0,0,0,0,0
"1736","inexplicit",0,0,0,0,0,0,0
"1737","inexplosive",0,0,0,0,0,0,0
"1738","inexpressive",0,0,0,0,0,0,0
"1739","indestive",0,0,0,0,0,0,0
"1740","inflammable",0,0,0,0,0,0,0
"1741","inflexible",0,0,0,0,0,0,0
"1742","informal",0,0,0,0,0,0,0
"1743","informative",0,0,0,0,0,0,0
"1744","infrugal",0,0,0,0,0,0,0
"1745","infustrable ",0,0,0,0,0,0,0
"1746","ingénue",0,0,0,0,0,0,0
"1747","ingenuous",0,0,0,0,0,0,0
"1748","ingrate",0,0,0,0,0,0,0
"1749","ingratiatory",0,0,0,0,0,0,0
"1750","inhibited",0,0,0,0,0,0,0
"1751","inhospitable",0,0,0,0,0,0,0
"1752","inirritable",0,0,0,0,0,0,0
"1753","initiative",0,0,0,0,0,0,0
"1754","innerly",0,0,0,0,0,0,0
"1755","innovative",0,0,0,0,0,0,0
"1756","inobservant ",0,0,0,0,0,0,0
"1757","insatiable ",0,0,0,0,0,0,0
"1758","inscient",0,0,0,0,0,0,0
"1759","inseeing",0,0,0,0,0,0,0
"1760","insensitive",0,0,0,0,0,0,0
"1761","insider",0,0,0,0,0,0,0
"1762","insightful",0,0,0,0,0,0,0
"1763","insistent",0,0,0,0,0,0,0
"1764","insociable",0,0,0,0,0,0,0
"1765","insouciant",0,0,0,0,0,0,0
"1766","inspirable",0,0,0,0,0,0,0
"1767","instructible",0,0,0,0,0,0,0
"1768","insubmissive",0,0,0,0,0,0,0
"1769","insubordinate",0,0,0,0,0,0,0
"1770","insultable",0,0,0,0,0,0,0
"1771","insuppressible",0,0,0,0,0,0,0
"1772","insurgent",0,0,0,0,0,0,0
"1773","insurrectional",0,0,0,0,0,0,0
"1774","insusceptible",0,0,0,0,0,0,0
"1775","integrity",0,0,0,0,0,0,0
"1776","intellectualistic",0,0,0,0,0,0,0
"1777","intelligencer",0,0,0,0,0,0,0
"1778","intelligentsia",0,0,0,0,0,0,0
"1779","intemperate",0,0,0,0,0,0,0
"1780","interlocutor",0,0,0,0,0,0,0
"1781","intermeddlesome",0,0,0,0,0,0,0
"1782","intolerant",0,0,0,0,0,0,0
"1783","intractable",0,0,0,0,0,0,0
"1784","intrepid",0,0,0,0,0,0,0
"1785","introspective",0,0,0,0,0,0,0
"1786","introverted",0,0,0,0,0,0,0
"1787","intrusive",0,0,0,0,0,0,0
"1788","intuitionless",0,0,0,0,0,0,0
"1789","intuitive ",0,0,0,0,0,0,0
"1790","inventionless",0,0,0,0,0,0,0
"1791","inventive",0,0,0,0,0,0,0
"1792","inventurous",0,0,0,0,0,0,0
"1793","invincible",0,0,0,0,0,0,0
"1794","inviolable",0,0,0,0,0,0,0
"1795","ipse-dixitish ",0,0,0,0,0,0,0
"1796","iracund",0,0,0,0,0,0,0
"1797","irascible",0,0,0,0,0,0,0
"1798","ireful",0,0,0,0,0,0,0
"1799","ireless",0,0,0,0,0,0,0
"1800","irenic",0,0,0,0,0,0,0
"1801","iron-fisted",0,0,0,0,0,0,0
"1802","iron-handed",0,0,0,0,0,0,0
"1803","ironical",0,0,0,0,0,0,0
"1804","iron-sided",0,0,0,0,0,0,0
"1805","irreligionist",0,0,0,0,0,0,0
"1806","irresponsive",0,0,0,0,0,0,0
"1807","irrestrainable",0,0,0,0,0,0,0
"1808","irreverent",0,0,0,0,0,0,0
"1809","irrisory",0,0,0,0,0,0,0
"1810","iscariotic",0,0,0,0,0,0,0
"1811","ishmael",0,0,0,0,0,0,0
"1812","ismatic",0,0,0,0,0,0,0
"1813","jack-of-all-trades",0,0,0,0,0,0,0
"1814","jack-of-both-sides",0,0,0,0,0,0,0
"1815","jacobinic",0,0,0,0,0,0,0
"1816","jactant",0,0,0,0,0,0,0
"1817","jaculative",0,0,0,0,0,0,0
"1818","jadish",0,0,0,0,0,0,0
"1819","jannock",0,0,0,0,0,0,0
"1820","janus-faced",0,0,0,0,0,0,0
"1821","japanophile",0,0,0,0,0,0,0
"1822","japish",0,0,0,0,0,0,0
"1823","jaunty",0,0,0,0,0,0,0
"1824","jazzy",0,0,0,0,0,0,0
"1825","jekyll",0,0,0,0,0,0,0
"1826","jelly",0,0,0,0,0,0,0
"1827","jemmy",0,0,0,0,0,0,0
"1828","jerky",0,0,0,0,0,0,0
"1829","jerry-builder",0,0,0,0,0,0,0
"1830","jester",0,0,0,0,0,0,0
"1831","jestful",0,0,0,0,0,0,0
"1832","jesuitie",0,0,0,0,0,0,0
"1833","jezebelish",0,0,0,0,0,0,0
"1834","jiggish",0,0,0,0,0,0,0
"1835","hill",0,0,0,0,0,0,0
"1836","jillet",0,0,0,0,0,0,0
"1837","jingo",0,0,0,0,0,0,0
"1838","jocose",0,0,0,0,0,0,0
"1839","jocoserious",0,0,0,0,0,0,0
"1840","jocular",0,0,0,0,0,0,0
"1841","jocund",0,0,0,0,0,0,0
"1842","johnadreams",0,0,0,0,0,0,0
"1843","john bull",0,0,0,0,0,0,0
"1844","johnsonian",0,0,0,0,0,0,0
"1845","jokeless",0,0,0,0,0,0,0
"1846","jolly",0,0,0,0,0,0,0
"1847","jonah",0,0,0,0,0,0,0
"1848","journalistic",0,0,0,0,0,0,0
"1849","jovial",0,0,0,0,0,0,0
"1850","joyless",0,0,0,0,0,0,0
"1851","juberious",0,0,0,0,0,0,0
"1852","judas",0,0,0,0,0,0,0
"1853","jumpy",0,0,0,0,0,0,0
"1854","junker",0,0,0,0,0,0,0
"1855","jursiprudent",0,0,0,0,0,0,0
"1856","just ",0,0,0,0,0,0,0
"1857","kantian",0,0,0,0,0,0,0
"1858","keek",0,0,0,0,0,0,0
"1859","keener",0,0,0,0,0,0,0
"1860","kef",0,0,0,0,0,0,0
"1861","kickish",0,0,0,0,0,0,0
"1862","kiddish",0,0,0,0,0,0,0
"1863","kid-glove",0,0,0,0,0,0,0
"1864","kike",0,0,0,0,0,0,0
"1865","kill-joy",0,0,0,0,0,0,0
"1866","kill-kam",0,0,0,0,0,0,0
"1867","kindly ",0,0,0,0,0,0,0
"1868","kipper",0,0,0,0,0,0,0
"1869","kite",0,0,0,0,0,0,0
"1870","kitten-hearted",0,0,0,0,0,0,0
"1871","kittenish",0,0,0,0,0,0,0
"1872","kleptic",0,0,0,0,0,0,0
"1873","kleptomaniac",0,0,0,0,0,0,0
"1874","knacy",0,0,0,0,0,0,0
"1875","knappish",0,0,0,0,0,0,0
"1876","knee-crooking",0,0,0,0,0,0,0
"1877","knightly",0,0,0,0,0,0,0
"1878","knipperdolling",0,0,0,0,0,0,0
