"care::heavy";"care::trim"
"cleopatra::loving";"edith::loving"
"edith::cold";"edith::stately"
"joe::calm";"joe::cruel"
"edith::congenial";"mrs_skewton::congenial"
"carker::wheezy";"dombey::wheezy"
"carker::general";"carker::grave"
"carker::general";"dombey::general"
"carker::general";"dombey::grave"
"carker::grave";"dombey::general"
"carker::grave";"dombey::grave"
"dombey::general";"dombey::grave"
"bagstock::social";"carker::social"
"bagstock::social";"dombey::social"
"carker::social";"dombey::social"
"dombey::proud";"gad::proud"
"dombey::proud";"joe::proud"
"gad::proud";"joe::proud"
"dombey::#-complimentary";"dombey::silent"
"dombey::#-complimentary";"mr_carker::#-complimentary"
"dombey::#-complimentary";"mr_carker::silent"
"dombey::silent";"mr_carker::#-complimentary"
"dombey::silent";"mr_carker::silent"
"mr_carker::#-complimentary";"mr_carker::silent"
"dombey::polite";"edith::polite"
"dombey::polite";"thingummy::polite"
"edith::polite";"thingummy::polite"
"carker::envious";"carker::sensible"
"carker::envious";"dombey::envious"
"carker::envious";"dombey::sensible"
"carker::envious";"mrs_granger::envious"
"carker::envious";"mrs_granger::sensible"
"carker::sensible";"dombey::envious"
"carker::sensible";"dombey::sensible"
"carker::sensible";"mrs_granger::envious"
"carker::sensible";"mrs_granger::sensible"
"dombey::envious";"dombey::sensible"
"dombey::envious";"mrs_granger::envious"
"dombey::envious";"mrs_granger::sensible"
"dombey::sensible";"mrs_granger::envious"
"dombey::sensible";"mrs_granger::sensible"
"mrs_granger::envious";"mrs_granger::sensible"
"carker::natural";"carker::solemn"
"carker::natural";"dombey::natural"
"carker::natural";"dombey::solemn"
"carker::natural";"mrs_skewton::natural"
"carker::natural";"mrs_skewton::solemn"
"carker::solemn";"dombey::natural"
"carker::solemn";"dombey::solemn"
"carker::solemn";"mrs_skewton::natural"
"carker::solemn";"mrs_skewton::solemn"
"dombey::natural";"dombey::solemn"
"dombey::natural";"mrs_skewton::natural"
"dombey::natural";"mrs_skewton::solemn"
"dombey::solemn";"mrs_skewton::natural"
"dombey::solemn";"mrs_skewton::solemn"
"mrs_skewton::natural";"mrs_skewton::solemn"
"bagstock::sanguine";"carker::sanguine"
"carker::generous";"dombey::generous"
"carker::scornful";"dombey::scornful"
"dombey::defiant";"dombey::simple"
"dombey::defiant";"edith::defiant"
"dombey::defiant";"edith::simple"
"dombey::simple";"edith::defiant"
"dombey::simple";"edith::simple"
"edith::defiant";"edith::simple"
"dombey::formal";"dombey::haughty"
"dombey::formal";"dombey::smooth"
"dombey::formal";"dombey::sunny"
"dombey::haughty";"dombey::smooth"
"dombey::haughty";"dombey::sunny"
"dombey::smooth";"dombey::sunny"
"dombey::gentlemanly";"edith::gentlemanly"
"cleopatra::romantic";"mr_carker::romantic"
"carker::sweet";"mrs_skewton::sweet"
"carker::familiar";"dombey::familiar"
"carker::easy";"dombey::easy"
"carker::easy";"mr_carker::easy"
"dombey::easy";"mr_carker::easy"
"carker::true";"dombey::true"
"carker::true";"mrs_granger::true"
"dombey::true";"mrs_granger::true"
"dombey::sure";"mrs_granger::sure"
"carker::curious";"mrs_granger::curious"
"dombey::proud";"edith::proud"
"carker::close";"carker::leisurely"
"carker::close";"mrs_granger::close"
"carker::close";"mrs_granger::leisurely"
"carker::leisurely";"mrs_granger::close"
"carker::leisurely";"mrs_granger::leisurely"
"mrs_granger::close";"mrs_granger::leisurely"
"dombey::uncompromising";"edith::uncompromising"
"cleopatra::stately";"dombey::stately"
"cleopatra::stately";"edith::stately"
"cleopatra::stately";"mrs_granger::stately"
"dombey::stately";"edith::stately"
"dombey::stately";"mrs_granger::stately"
"edith::stately";"mrs_granger::stately"
"damme::jolly";"joe::jolly"
"edith::bitter";"mother::bitter"
"floy::quiet";"nipper::quiet"
"floy::quiet";"susan::quiet"
"nipper::quiet";"susan::quiet"
"floy::sure";"ma::sure"
"floy::sure";"nipper::sure"
"ma::sure";"nipper::sure"
"carker::restrained";"carker::stealthy"
"mary::strong";"toots::strong"
"barnet::free";"barnet::natural"
"barnet::free";"dombey::free"
"barnet::free";"dombey::natural"
"barnet::natural";"dombey::free"
"barnet::natural";"dombey::natural"
"dombey::free";"dombey::natural"
"barnet::earnest";"dombey::earnest"
"barnet::sorrowful";"blimber::sorrowful"
"barnet::sorrowful";"paul::sorrowful"
"barnet::sorrowful";"toots::sorrowful"
"blimber::sorrowful";"paul::sorrowful"
"blimber::sorrowful";"toots::sorrowful"
"paul::sorrowful";"toots::sorrowful"
"susan_nipper::gloomy";"susan_nipper::rigid"
"dombey::good-tempered";"dombey::natural"
"dombey::pensive";"tox::pensive"
"dombey::cheerful";"tox::cheerful"
"mrs_chick::easy";"mrs_chick::monosyllabic"
"lucretia::curious";"mrs_chick::curious"
"louisa::mild";"tox::mild"
"mrs_chick::sad";"paul::sad"
"lucretia::second";"paul::second"
"lucretia::second";"tox::second"
"paul::second";"tox::second"
"mrs_chick::lofty";"mrs_chick::sensible"
"louisa::#-jealous";"mrs_chick::#-jealous"
"louisa::#-jealous";"paul::#-jealous"
"mrs_chick::#-jealous";"paul::#-jealous"
"dombey::particular";"louisa::particular"
"dombey::particular";"mrs_chick::particular"
"louisa::particular";"mrs_chick::particular"
"louisa::open";"louisa::unkind"
"louisa::open";"lucretia_tox::open"
"louisa::open";"lucretia_tox::unkind"
"louisa::open";"mrs_chick::open"
"louisa::open";"mrs_chick::unkind"
"louisa::open";"tox::open"
"louisa::open";"tox::unkind"
"louisa::unkind";"lucretia_tox::open"
"louisa::unkind";"lucretia_tox::unkind"
"louisa::unkind";"mrs_chick::open"
"louisa::unkind";"mrs_chick::unkind"
"louisa::unkind";"tox::open"
"louisa::unkind";"tox::unkind"
"lucretia_tox::open";"lucretia_tox::unkind"
"lucretia_tox::open";"mrs_chick::open"
"lucretia_tox::open";"mrs_chick::unkind"
"lucretia_tox::open";"tox::open"
"lucretia_tox::open";"tox::unkind"
"lucretia_tox::unkind";"mrs_chick::open"
"lucretia_tox::unkind";"mrs_chick::unkind"
"lucretia_tox::unkind";"tox::open"
"lucretia_tox::unkind";"tox::unkind"
"mrs_chick::open";"mrs_chick::unkind"
"mrs_chick::open";"tox::unkind"
"mrs_chick::unkind";"tox::open"
"mrs_chick::unkind";"tox::unkind"
"tox::open";"tox::unkind"
"lucretia_tox::solemn";"mrs_chick::solemn"
"fanny::cool";"lucretia_tox::cool"
"fanny::cool";"paul::cool"
"lucretia_tox::cool";"paul::cool"
"edith::keen";"mrs_skewton::keen"
"cleopatra::sure";"dombey::sure"
"dombey::cold";"dombey::unbending"
"cleopatra::affectionate";"edith::affectionate"
"cleopatra::affectionate";"mrs_skewton::affectionate"
"edith::affectionate";"mrs_skewton::affectionate"
"edith::haughty";"edith::listless"
"edith::haughty";"mrs_skewton::haughty"
"edith::haughty";"mrs_skewton::listless"
"edith::listless";"mrs_skewton::haughty"
"edith::listless";"mrs_skewton::listless"
"mrs_skewton::haughty";"mrs_skewton::listless"
"cleopatra::open";"dombey::open"
"cleopatra::open";"edith::open"
"dombey::open";"edith::open"
"dombey::sweet";"edith::sweet"
"dombey::sweet";"mrs_skewton::sweet"
"edith::sweet";"mrs_skewton::sweet"
"dombey::delicate";"mrs_skewton::delicate"
"dombey::lofty";"mrs_dombey::lofty"
"edith::peevish";"edith::proud"
"edith::natural";"edith::sensible"
"towlinson::busy";"towlinson::gloomy"
"duke_of_york::rough";"duke_of_york::tough"
"duke_of_york::rough";"josh::rough"
"duke_of_york::rough";"josh::tough"
"duke_of_york::tough";"josh::rough"
"duke_of_york::tough";"josh::tough"
"josh::rough";"josh::tough"
"dombey::presumptuous";"mrs_miff::presumptuous"
"edith::constant";"edith::natural"
"cousin_feenix::good-natured";"feenix::good-natured"
"cousin_feenix::straight";"mrs_miff::straight"
"cousin_feenix::straight";"mrs_skewton::straight"
"mrs_miff::straight";"mrs_skewton::straight"
"edith::proud";"mr_carker::proud"
"carker::imperious";"dombey::imperious"
"carker::imperious";"edith::imperious"
"dombey::imperious";"edith::imperious"
"carker::humble";"carker::joyful"
"carker::humble";"carker::proud"
"carker::humble";"carker::servile"
"carker::humble";"mrs_dombey::humble"
"carker::humble";"mrs_dombey::joyful"
"carker::humble";"mrs_dombey::proud"
"carker::humble";"mrs_dombey::servile"
"carker::joyful";"carker::proud"
"carker::joyful";"carker::servile"
"carker::joyful";"mrs_dombey::humble"
"carker::joyful";"mrs_dombey::joyful"
"carker::joyful";"mrs_dombey::proud"
"carker::joyful";"mrs_dombey::servile"
"carker::proud";"carker::servile"
"carker::proud";"mrs_dombey::humble"
"carker::proud";"mrs_dombey::joyful"
"carker::proud";"mrs_dombey::proud"
"carker::proud";"mrs_dombey::servile"
"carker::servile";"mrs_dombey::humble"
"carker::servile";"mrs_dombey::joyful"
"carker::servile";"mrs_dombey::proud"
"carker::servile";"mrs_dombey::servile"
"mrs_dombey::humble";"mrs_dombey::joyful"
"mrs_dombey::humble";"mrs_dombey::proud"
"mrs_dombey::humble";"mrs_dombey::servile"
"mrs_dombey::joyful";"mrs_dombey::proud"
"mrs_dombey::joyful";"mrs_dombey::servile"
"mrs_dombey::proud";"mrs_dombey::servile"
"carker::proud";"carker::silent"
"carker::proud";"mrs_dombey::silent"
"carker::silent";"mrs_dombey::proud"
"carker::silent";"mrs_dombey::silent"
"mrs_dombey::proud";"mrs_dombey::silent"
"dombey::stately";"tox::stately"
"edith::vague";"mrs_chick::vague"
"edith::vague";"mrs_skewton::vague"
"mrs_chick::vague";"mrs_skewton::vague"
"carker::general";"cousin_feenix::general"
"cousin_feenix::neat";"dombey::neat"
"cousin_feenix::sufficient";"dombey::sufficient"
"ball::general";"ball::joyous"
"towlinson::inconstant";"towlinson::weak"
"towlinson::expressive";"towlinson::hysterical"
"towlinson::expressive";"towlinson::severe"
"towlinson::hysterical";"towlinson::severe"
"cleopatra::giddy";"cleopatra::strong"
"mrs_perch::violent";"perch::violent"
"cuttle::adherent";"rob::adherent"
"dombey::direct";"melchisedech::direct"
"cuttle::generous";"cuttle::handsome"
"cuttle::generous";"cuttle::rough"
"cuttle::handsome";"cuttle::rough"
"cuttle::cheery";"cuttle::heavy"
"cuttle::cheery";"cuttle::vain"
"cuttle::heavy";"cuttle::vain"
"rob::open";"rob::opening"
"mr_gills::original";"toots::original"
"toots::compliant";"toots::fresh"
"gills::heavy";"toots::heavy"
"susan::grave";"susan::serious"
"cuttle::jealous";"toots::jealous"
"cuttle::demonstrative";"cuttle::jealous"
"cuttle::demonstrative";"rob::demonstrative"
"cuttle::demonstrative";"rob::jealous"
"cuttle::demonstrative";"toots::demonstrative"
"cuttle::demonstrative";"toots::jealous"
"cuttle::jealous";"rob::demonstrative"
"cuttle::jealous";"rob::jealous"
"cuttle::jealous";"toots::demonstrative"
"rob::demonstrative";"rob::jealous"
"rob::demonstrative";"toots::demonstrative"
"rob::demonstrative";"toots::jealous"
"rob::jealous";"toots::demonstrative"
"rob::jealous";"toots::jealous"
"toots::demonstrative";"toots::jealous"
"rob::fast";"rob::rusty"
"rob::fast";"walter::fast"
"rob::fast";"walter::rusty"
"rob::rusty";"walter::fast"
"rob::rusty";"walter::rusty"
"walter::fast";"walter::rusty"
"cuttle::#-pleasant";"ed_`_ard_cuttle::#-pleasant"
"cuttle::easy";"cuttle::vivacious"
"carker::calm";"carker::pleasant"
"carker::calm";"carker::sleek"
"carker::calm";"carker::smooth"
"carker::calm";"cuttle::calm"
"carker::calm";"cuttle::pleasant"
"carker::calm";"cuttle::sleek"
"carker::calm";"cuttle::smooth"
"carker::pleasant";"carker::sleek"
"carker::pleasant";"carker::smooth"
"carker::pleasant";"cuttle::calm"
"carker::pleasant";"cuttle::pleasant"
"carker::pleasant";"cuttle::sleek"
"carker::pleasant";"cuttle::smooth"
"carker::sleek";"carker::smooth"
"carker::sleek";"cuttle::calm"
"carker::sleek";"cuttle::pleasant"
"carker::sleek";"cuttle::sleek"
"carker::sleek";"cuttle::smooth"
"carker::smooth";"cuttle::calm"
"carker::smooth";"cuttle::pleasant"
"carker::smooth";"cuttle::sleek"
"carker::smooth";"cuttle::smooth"
"cuttle::calm";"cuttle::pleasant"
"cuttle::calm";"cuttle::sleek"
"cuttle::calm";"cuttle::smooth"
"cuttle::pleasant";"cuttle::sleek"
"cuttle::pleasant";"cuttle::smooth"
"cuttle::sleek";"cuttle::smooth"
"cuttle::honest";"walter::honest"
"dombey::trim";"walter::trim"
"dombey::sad";"walter::sad"
"cuttle::indifferent";"mrs_macstinger::indifferent"
"walter::simple";"walter::true"
"carker::handsome";"carker::proud"
"harriet::neat";"harriet::orderly"
"harriet::quiet";"john_carker::quiet"
"harriet::dauntless";"harriet::reckless"
"harriet::eager";"harriet::uncertain"
"harriet::stern";"harriet::violent"
"alice::covetous";"alice::eager"
"mrs_skewton::fast";"mrs_skewton::fretful"
"dombey::irrepressible";"mrs_dombey::irrepressible"
"dombey::cold";"dombey::handsome"
"dombey::cold";"dombey::immovable"
"dombey::cold";"dombey::proud"
"dombey::handsome";"dombey::immovable"
"dombey::immovable";"dombey::proud"
"diogenes::friendly";"edith::friendly"
"edith::quiet";"edith::stately"
"bagstock::second";"mrs_skewton::second"
"bagstock::sorrowful";"mrs_skewton::sorrowful"
"bagstock::hopeless";"mrs_skewton::hopeless"
"bagstock::unselfish";"mrs_skewton::unselfish"
"dombey::certain";"dombey::festive"
"dombey::certain";"mrs_dombey::certain"
"dombey::certain";"mrs_dombey::festive"
"dombey::certain";"mrs_skewton::certain"
"dombey::certain";"mrs_skewton::festive"
"dombey::festive";"mrs_dombey::certain"
"dombey::festive";"mrs_dombey::festive"
"dombey::festive";"mrs_skewton::certain"
"dombey::festive";"mrs_skewton::festive"
"mrs_dombey::certain";"mrs_dombey::festive"
"mrs_dombey::certain";"mrs_skewton::certain"
"mrs_dombey::certain";"mrs_skewton::festive"
"mrs_dombey::festive";"mrs_skewton::certain"
"mrs_dombey::festive";"mrs_skewton::festive"
"mrs_skewton::certain";"mrs_skewton::festive"
"cousin_feenix::careless";"dombey::careless"
"cousin_feenix::careless";"mrs_skewton::careless"
"dombey::careless";"mrs_skewton::careless"
"edith::quick";"edith::silent"
"bagstock::mild";"cousin_feenix::mild"
"bagstock::mild";"dombey::mild"
"bagstock::mild";"mrs_skewton::mild"
"cousin_feenix::mild";"dombey::mild"
"cousin_feenix::mild";"mrs_skewton::mild"
"dombey::mild";"mrs_skewton::mild"
"bagstock::lively";"cousin_feenix::lively"
"bagstock::lively";"mrs_skewton::lively"
"cousin_feenix::lively";"mrs_skewton::lively"
"cousin_feenix::general";"dombey::general"
"cousin_feenix::general";"jack_adams::general"
"cousin_feenix::general";"joe::general"
"dombey::general";"jack_adams::general"
"dombey::general";"joe::general"
"jack_adams::general";"joe::general"
"dombey::negative";"guy_fawkes::negative"
"cousin_feenix::grave";"cousin_feenix::mild"
"cousin_feenix::grave";"cousin_feenix::military"
"cousin_feenix::grave";"cousin_feenix::thoughtful"
"cousin_feenix::grave";"dombey::grave"
"cousin_feenix::grave";"dombey::mild"
"cousin_feenix::grave";"dombey::military"
"cousin_feenix::grave";"dombey::thoughtful"
"cousin_feenix::mild";"cousin_feenix::military"
"cousin_feenix::mild";"cousin_feenix::thoughtful"
"cousin_feenix::mild";"dombey::grave"
"cousin_feenix::mild";"dombey::military"
"cousin_feenix::mild";"dombey::thoughtful"
"cousin_feenix::military";"cousin_feenix::thoughtful"
"cousin_feenix::military";"dombey::grave"
"cousin_feenix::military";"dombey::mild"
"cousin_feenix::military";"dombey::military"
"cousin_feenix::military";"dombey::thoughtful"
"cousin_feenix::thoughtful";"dombey::grave"
"cousin_feenix::thoughtful";"dombey::mild"
"cousin_feenix::thoughtful";"dombey::military"
"cousin_feenix::thoughtful";"dombey::thoughtful"
"dombey::grave";"dombey::mild"
"dombey::grave";"dombey::military"
"dombey::grave";"dombey::thoughtful"
"dombey::mild";"dombey::military"
"dombey::mild";"dombey::thoughtful"
"dombey::military";"dombey::thoughtful"
"carker::watchful";"cleopatra::watchful"
"carker::watchful";"mrs_dombey::watchful"
"cleopatra::watchful";"mrs_dombey::watchful"
"carker::loving";"carker::ungrateful"
"carker::loving";"cleopatra::loving"
"carker::loving";"cleopatra::ungrateful"
"carker::loving";"mrs_dombey::loving"
"carker::loving";"mrs_dombey::ungrateful"
"carker::ungrateful";"cleopatra::loving"
"carker::ungrateful";"cleopatra::ungrateful"
"carker::ungrateful";"mrs_dombey::loving"
"carker::ungrateful";"mrs_dombey::ungrateful"
"cleopatra::loving";"cleopatra::ungrateful"
"cleopatra::loving";"mrs_dombey::loving"
"cleopatra::loving";"mrs_dombey::ungrateful"
"cleopatra::ungrateful";"mrs_dombey::loving"
"cleopatra::ungrateful";"mrs_dombey::ungrateful"
"mrs_dombey::loving";"mrs_dombey::ungrateful"
"edith::grateful";"edith::resentful"
"cousin_feenix::gay";"dombey::gay"
"cousin_feenix::gay";"mrs_dombey::gay"
"dombey::gay";"mrs_dombey::gay"
"carker::sure";"edith::sure"
"carker::sure";"mr_carker::sure"
"edith::sure";"mr_carker::sure"
"dombey::stately";"mrs_dombey::stately"
"carker_carker::imperious";"cleopatra::imperious"
"cleopatra::handsome";"dombey::handsome"
"cleopatra::military";"withers::military"
"fleurs::nervous";"mrs_skewton::nervous"
"edith::imperious";"edith::sensible"
"edith::imperious";"withers::imperious"
"edith::imperious";"withers::sensible"
"edith::sensible";"withers::imperious"
"edith::sensible";"withers::sensible"
"withers::imperious";"withers::sensible"
"carker::respectful";"edith::respectful"
"carker::respectful";"mrs_skewton::respectful"
"edith::respectful";"mrs_skewton::respectful"
"edith::condescending";"mrs_skewton::condescending"
"edith::commanding";"edith::disdainful"
"edith::commanding";"mrs_skewton::commanding"
"edith::commanding";"mrs_skewton::disdainful"
"edith::disdainful";"mrs_skewton::commanding"
"edith::disdainful";"mrs_skewton::disdainful"
"mrs_skewton::commanding";"mrs_skewton::disdainful"
"carker::grateful";"mrs_skewton::grateful"
"carker::quick";"carker::sure"
"carker::quick";"dombey::quick"
"carker::quick";"dombey::sure"
"carker::quick";"edith::quick"
"carker::quick";"edith::sure"
"carker::quick";"mrs_dombey::quick"
"carker::quick";"mrs_dombey::sure"
"carker::quick";"mrs_skewton::quick"
"carker::quick";"mrs_skewton::sure"
"carker::sure";"dombey::quick"
"carker::sure";"dombey::sure"
"carker::sure";"edith::quick"
"carker::sure";"mrs_dombey::quick"
"carker::sure";"mrs_dombey::sure"
"carker::sure";"mrs_skewton::quick"
"carker::sure";"mrs_skewton::sure"
"dombey::quick";"dombey::sure"
"dombey::quick";"edith::quick"
"dombey::quick";"edith::sure"
"dombey::quick";"mrs_dombey::quick"
"dombey::quick";"mrs_dombey::sure"
"dombey::quick";"mrs_skewton::quick"
"dombey::quick";"mrs_skewton::sure"
"dombey::sure";"edith::quick"
"dombey::sure";"edith::sure"
"dombey::sure";"mrs_dombey::quick"
"dombey::sure";"mrs_dombey::sure"
"dombey::sure";"mrs_skewton::quick"
"dombey::sure";"mrs_skewton::sure"
"edith::quick";"edith::sure"
"edith::quick";"mrs_dombey::quick"
"edith::quick";"mrs_dombey::sure"
"edith::quick";"mrs_skewton::quick"
"edith::quick";"mrs_skewton::sure"
"edith::sure";"mrs_dombey::quick"
"edith::sure";"mrs_dombey::sure"
"edith::sure";"mrs_skewton::quick"
"edith::sure";"mrs_skewton::sure"
"mrs_dombey::quick";"mrs_dombey::sure"
"mrs_dombey::quick";"mrs_skewton::quick"
"mrs_dombey::quick";"mrs_skewton::sure"
"mrs_dombey::sure";"mrs_skewton::quick"
"mrs_dombey::sure";"mrs_skewton::sure"
"mrs_skewton::quick";"mrs_skewton::sure"
"carker::majestic";"dombey::majestic"
"mr_carker::generous";"mr_carker::imperative"
"dombey::solemn";"edith::solemn"
"dombey::solemn";"fleurs::solemn"
"dombey::solemn";"mrs_dombey::solemn"
"edith::solemn";"fleurs::solemn"
"edith::solemn";"mrs_dombey::solemn"
"fleurs::solemn";"mrs_dombey::solemn"
"dombey::lofty";"dombey::subservient"
"dombey::general";"mrs_richards::general"
"mr_dombey::humble";"tox::humble"
"mr_toodle::certain";"polly::certain"
"mr_toodle::certain";"toodle::certain"
"polly::certain";"toodle::certain"
"toodles::expressive";"toodles::paternal"
"mr_toodle::sure";"polly::sure"
"mr_toodle::sure";"rob::sure"
"polly::sure";"rob::sure"
"rob_the_grinder::general";"toodle::general"
"rob_the_grinder::general";"toodles::general"
"toodle::general";"toodles::general"
"mrs_richards::cheery";"mrs_richards::hospitable"
"mrs_richards::cheery";"tox::cheery"
"mrs_richards::cheery";"tox::hospitable"
"mrs_richards::hospitable";"tox::cheery"
"mrs_richards::hospitable";"tox::hospitable"
"tox::cheery";"tox::hospitable"
"mrs_richards::domestic";"mrs_richards::general"
"mrs_richards::domestic";"mrs_richards::hopeless"
"mrs_richards::domestic";"mrs_richards::original"
"mrs_richards::domestic";"tox::domestic"
"mrs_richards::domestic";"tox::general"
"mrs_richards::domestic";"tox::hopeless"
"mrs_richards::domestic";"tox::original"
"mrs_richards::general";"mrs_richards::hopeless"
"mrs_richards::general";"mrs_richards::original"
"mrs_richards::general";"tox::domestic"
"mrs_richards::general";"tox::general"
"mrs_richards::general";"tox::hopeless"
"mrs_richards::general";"tox::original"
"mrs_richards::hopeless";"mrs_richards::original"
"mrs_richards::hopeless";"tox::domestic"
"mrs_richards::hopeless";"tox::general"
"mrs_richards::hopeless";"tox::hopeless"
"mrs_richards::hopeless";"tox::original"
"mrs_richards::original";"tox::domestic"
"mrs_richards::original";"tox::general"
"mrs_richards::original";"tox::hopeless"
"mrs_richards::original";"tox::original"
"tox::domestic";"tox::general"
"tox::domestic";"tox::hopeless"
"tox::domestic";"tox::original"
"tox::general";"tox::hopeless"
"tox::general";"tox::original"
"tox::hopeless";"tox::original"
"dombey::sufficient";"toodle::sufficient"
"dombey::sufficient";"tox::sufficient"
"toodle::sufficient";"tox::sufficient"
"mrs_richards::good-humoured";"polly::good-humoured"
"mrs_richards::good-humoured";"tox::good-humoured"
"polly::good-humoured";"tox::good-humoured"
"dombey::gallant";"tox::gallant"
"miss_tox::conversational";"rob_the_grinder::conversational"
"cuttle::strong";"cuttle::sure"
"cuttle::strong";"edward_cuttle::strong"
"cuttle::strong";"edward_cuttle::sure"
"cuttle::sure";"edward_cuttle::strong"
"cuttle::sure";"edward_cuttle::sure"
"edward_cuttle::strong";"edward_cuttle::sure"
"cuttle::certain";"cuttle::silent"
"cuttle::certain";"edward_cuttle::certain"
"cuttle::certain";"edward_cuttle::silent"
"cuttle::silent";"edward_cuttle::certain"
"cuttle::silent";"edward_cuttle::silent"
"edward_cuttle::certain";"edward_cuttle::silent"
"cuttle::thoughtful";"edward_cuttle::thoughtful"
"carker::serious";"cuttle::serious"
"carker::serious";"wal::serious"
"cuttle::serious";"wal::serious"
"toots::cautious";"toots::mild"
"dombey::suspicious";"toots::suspicious"
"gills::kind";"toots::kind"
"gills::steadfast";"toots::steadfast"
"cuttle::#-ingenuous";"cuttle::simple"
"cuttle::#-ingenuous";"rob::#-ingenuous"
"cuttle::#-ingenuous";"rob::simple"
"cuttle::simple";"rob::#-ingenuous"
"cuttle::simple";"rob::simple"
"rob::#-ingenuous";"rob::simple"
"cuttle::lonely";"rob::lonely"
"cuttle::lonely";"robinson_crusoe::lonely"
"rob::lonely";"robinson_crusoe::lonely"
"john_bunsby::cautious";"john_bunsby::inviolable"
"bunsby::stolid";"cuttle::stolid"
"jack_bunsby::complimentary";"uncle_sol::complimentary"
"alexander_macstinger::quiet";"alexander_macstinger::sweet"
"alexander_macstinger::quiet";"charles_macstinger::quiet"
"alexander_macstinger::quiet";"charles_macstinger::sweet"
"alexander_macstinger::quiet";"chowley::quiet"
"alexander_macstinger::quiet";"chowley::sweet"
"alexander_macstinger::quiet";"juliana_macstinger::quiet"
"alexander_macstinger::quiet";"juliana_macstinger::sweet"
"alexander_macstinger::sweet";"charles_macstinger::quiet"
"alexander_macstinger::sweet";"charles_macstinger::sweet"
"alexander_macstinger::sweet";"chowley::quiet"
"alexander_macstinger::sweet";"chowley::sweet"
"alexander_macstinger::sweet";"juliana_macstinger::quiet"
"alexander_macstinger::sweet";"juliana_macstinger::sweet"
"charles_macstinger::quiet";"charles_macstinger::sweet"
"charles_macstinger::quiet";"chowley::quiet"
"charles_macstinger::quiet";"chowley::sweet"
"charles_macstinger::quiet";"juliana_macstinger::quiet"
"charles_macstinger::quiet";"juliana_macstinger::sweet"
"charles_macstinger::sweet";"chowley::quiet"
"charles_macstinger::sweet";"chowley::sweet"
"charles_macstinger::sweet";"juliana_macstinger::quiet"
"charles_macstinger::sweet";"juliana_macstinger::sweet"
"chowley::quiet";"chowley::sweet"
"chowley::quiet";"juliana_macstinger::quiet"
"chowley::quiet";"juliana_macstinger::sweet"
"chowley::sweet";"juliana_macstinger::quiet"
"chowley::sweet";"juliana_macstinger::sweet"
"juliana_macstinger::quiet";"juliana_macstinger::sweet"
"alexander_macstinger::brisk";"alexander_macstinger::solemn"
"alexander_macstinger::brisk";"mrs_macstinger::brisk"
"alexander_macstinger::brisk";"mrs_macstinger::solemn"
"alexander_macstinger::solemn";"mrs_macstinger::brisk"
"alexander_macstinger::solemn";"mrs_macstinger::solemn"
"mrs_macstinger::brisk";"mrs_macstinger::solemn"
"cap::rigid";"mrs_macstinger::rigid"
"cap::daring";"cap::weak"
"cuttle::clean";"cuttle::industrious"
"cuttle::clean";"cuttle::second"
"cuttle::clean";"mrs_macstinger::clean"
"cuttle::clean";"mrs_macstinger::industrious"
"cuttle::clean";"mrs_macstinger::second"
"cuttle::industrious";"cuttle::second"
"cuttle::industrious";"mrs_macstinger::clean"
"cuttle::industrious";"mrs_macstinger::industrious"
"cuttle::industrious";"mrs_macstinger::second"
"cuttle::second";"mrs_macstinger::clean"
"cuttle::second";"mrs_macstinger::industrious"
"cuttle::second";"mrs_macstinger::second"
"mrs_macstinger::clean";"mrs_macstinger::industrious"
"mrs_macstinger::clean";"mrs_macstinger::second"
"mrs_macstinger::industrious";"mrs_macstinger::second"
"bunsby::expressive";"bunsby::grateful"
"dombey::proud";"dombey::second"
"dombey::melancholy";"dombey::pensive"
"mrs_dombey::haughty";"mrs_dombey::steadfast"
"dombey::magisterial";"mrs_dombey::magisterial"
"carker::#-unobservant";"dombey::#-unobservant"
"carker::confidential";"mrs_dombey::confidential"
"dombey::confidential";"mrs_dombey::confidential"
"carker::proud";"carker::willing"
"carker::proud";"dombey::willing"
"carker::proud";"mrs_dombey::willing"
"carker::willing";"dombey::proud"
"carker::willing";"dombey::willing"
"carker::willing";"mrs_dombey::proud"
"carker::willing";"mrs_dombey::willing"
"dombey::proud";"dombey::willing"
"dombey::proud";"mrs_dombey::proud"
"dombey::proud";"mrs_dombey::willing"
"dombey::willing";"mrs_dombey::proud"
"dombey::willing";"mrs_dombey::willing"
"mrs_dombey::proud";"mrs_dombey::willing"
"dombey::confident";"dombey::dignified"
"dombey::confident";"dombey::taciturn"
"dombey::dignified";"dombey::taciturn"
"edith::capricious";"edith::constant"
"edith::capricious";"edith::fearful"
"edith::capricious";"edith::jealous"
"edith::constant";"edith::fearful"
"edith::constant";"edith::jealous"
"edith::fearful";"edith::jealous"
"antony_bagstock::hard-hearted";"cleopatra::hard-hearted"
"antony_bagstock::hard-hearted";"damme::hard-hearted"
"cleopatra::hard-hearted";"damme::hard-hearted"
"edith::capricious";"withers::capricious"
"mrs_skewton::handsome";"mrs_skewton::undutiful"
"larkey_boy::sensible";"toots::sensible"
"diogenes::sweet";"toots::sweet"
"briggs::bristly";"briggs::polite"
"briggs::bristly";"johnson::bristly"
"briggs::bristly";"johnson::polite"
"briggs::bristly";"tozer::bristly"
"briggs::bristly";"tozer::polite"
"briggs::polite";"johnson::bristly"
