"aggressive";"vague"
"honest";"knavish"
"honest";"loyal"
"honest";"respectful"
"honest";"wild"
"knavish";"loyal"
"knavish";"respectful"
"knavish";"wild"
"loyal";"respectful"
"loyal";"wild"
"respectful";"wild"
"awkward";"determined"
"awkward";"expansive"
"awkward";"inquisitive"
"awkward";"natural"
"awkward";"reflective"
"awkward";"solemn"
"determined";"expansive"
"determined";"expressive"
"determined";"inquisitive"
"determined";"natural"
"determined";"reflective"
"determined";"solemn"
"expansive";"expressive"
"expansive";"inquisitive"
"expansive";"natural"
"expansive";"reflective"
"expansive";"solemn"
"expressive";"inquisitive"
"expressive";"reflective"
"inquisitive";"natural"
"inquisitive";"reflective"
"inquisitive";"solemn"
"natural";"reflective"
"natural";"solemn"
"reflective";"solemn"
"affectionate";"communicative"
"affectionate";"complimentary"
"affectionate";"faithful"
"affectionate";"meditative"
"affectionate";"social"
"affectionate";"thoughtful"
"certain";"communicative"
"certain";"complimentary"
"certain";"faithful"
"certain";"meditative"
"certain";"thoughtful"
"communicative";"complimentary"
"communicative";"faithful"
"communicative";"graceful"
"communicative";"meditative"
"communicative";"silent"
"communicative";"social"
"communicative";"thoughtful"
"complimentary";"faithful"
"complimentary";"graceful"
"complimentary";"meditative"
"complimentary";"silent"
"complimentary";"social"
"complimentary";"thoughtful"
"faithful";"graceful"
"faithful";"meditative"
"faithful";"silent"
"faithful";"social"
"faithful";"thoughtful"
"graceful";"meditative"
"graceful";"social"
"graceful";"thoughtful"
"meditative";"silent"
"meditative";"social"
"meditative";"thoughtful"
"silent";"thoughtful"
"social";"thoughtful"
"appreciative";"cold"
"appreciative";"frank"
"appreciative";"friendly"
"appreciative";"irrational"
"cold";"frank"
"cold";"irrational"
"cold";"natural"
"frank";"modest"
"frank";"natural"
"frank";"proud"
"friendly";"irrational"
"friendly";"modest"
"friendly";"proud"
"irrational";"modest"
"irrational";"natural"
"irrational";"proud"
"confused";"hearty"
"confused";"kind"
"confused";"prudent"
"hearty";"kind"
"hearty";"prudent"
"hearty";"steady"
"kind";"prudent"
"kind";"steady"
"prudent";"steady"
"accessible";"agreeable"
"accessible";"amiable"
"accessible";"bright"
"accessible";"careless"
"accessible";"constant"
"accessible";"cordial"
"accessible";"earnest"
"accessible";"gallant"
"accessible";"humorous"
"accessible";"slovenly"
"accessible";"stern"
"accessible";"thoughtful"
"agreeable";"amiable"
"agreeable";"careless"
"agreeable";"constant"
"agreeable";"cordial"
"agreeable";"earnest"
"agreeable";"gallant"
"agreeable";"humorous"
"agreeable";"slovenly"
"agreeable";"stern"
"agreeable";"thoughtful"
"amiable";"careless"
"amiable";"constant"
"amiable";"cordial"
"amiable";"earnest"
"amiable";"gallant"
"amiable";"humorous"
"amiable";"slovenly"
"amiable";"stern"
"amiable";"thoughtful"
"bright";"careless"
"bright";"cordial"
"bright";"gallant"
"bright";"humorous"
"bright";"slovenly"
"bright";"thoughtful"
"careless";"constant"
"careless";"cordial"
"careless";"earnest"
"careless";"gallant"
"careless";"humorous"
"careless";"slovenly"
"careless";"stern"
"careless";"thoughtful"
"constant";"cordial"
"constant";"earnest"
"constant";"gallant"
"constant";"humorous"
"constant";"slovenly"
"constant";"stern"
"constant";"thoughtful"
"cordial";"earnest"
"cordial";"gallant"
"cordial";"humorous"
"cordial";"slovenly"
"cordial";"stern"
"cordial";"thoughtful"
"earnest";"gallant"
"earnest";"humorous"
"earnest";"slovenly"
"earnest";"stern"
"earnest";"thoughtful"
"gallant";"humorous"
"gallant";"slovenly"
"gallant";"stern"
"gallant";"thoughtful"
"humorous";"slovenly"
"humorous";"stern"
"humorous";"thoughtful"
"slovenly";"stern"
"slovenly";"thoughtful"
"stern";"thoughtful"
"awkward";"confident"
"awkward";"confused"
"awkward";"malicious"
"awkward";"pleasant"
"awkward";"revengeful"
"awkward";"wild"
"confident";"confused"
"confident";"malicious"
"confident";"revengeful"
"confident";"wild"
"confused";"malicious"
"confused";"pleasant"
"confused";"revengeful"
"malicious";"pleasant"
"malicious";"revengeful"
"malicious";"wild"
"pleasant";"revengeful"
"pleasant";"wild"
"revengeful";"wild"
"candid";"certain"
"candid";"exclusive"
"candid";"firm"
"candid";"genteel"
"candid";"incorruptible"
"candid";"moral"
"candid";"slow"
"candid";"tight"
"candid";"warm"
"certain";"exclusive"
"certain";"firm"
"certain";"genteel"
"certain";"tight"
"exclusive";"firm"
"exclusive";"genteel"
"exclusive";"incorruptible"
"exclusive";"moral"
"exclusive";"slow"
"exclusive";"tight"
"exclusive";"warm"
"firm";"genteel"
"firm";"incorruptible"
"firm";"moral"
"firm";"slow"
"firm";"tight"
"firm";"warm"
"genteel";"incorruptible"
"genteel";"moral"
"genteel";"slow"
"genteel";"tight"
"genteel";"warm"
"incorruptible";"moral"
"incorruptible";"slow"
"incorruptible";"tight"
"incorruptible";"warm"
"moral";"tight"
"moral";"warm"
"slow";"tight"
"slow";"warm"
"tight";"warm"
"certain";"honest"
"certain";"inconsiderate"
"certain";"reasonable"
"certain";"solemn"
"earnest";"genteel"
"earnest";"honest"
"earnest";"inconsiderate"
"earnest";"reasonable"
"earnest";"solemn"
"genteel";"honest"
"genteel";"inconsiderate"
"genteel";"reasonable"
"genteel";"solemn"
"honest";"inconsiderate"
"honest";"reasonable"
"honest";"solemn"
"inconsiderate";"reasonable"
"inconsiderate";"solemn"
"reasonable";"solemn"
"bland";"complicated"
"bland";"demonstrative"
"bland";"gloomy"
"bland";"gracious"
"bland";"jealous"
"bland";"judicious"
"bland";"musical"
"bland";"obtrusive"
"bland";"serene"
"bland";"sparkling"
"bland";"tight"
"bland";"vivacious"
"complicated";"demonstrative"
"complicated";"gloomy"
"complicated";"gracious"
"complicated";"jealous"
"complicated";"judicious"
"complicated";"musical"
"complicated";"obtrusive"
"complicated";"serene"
"complicated";"sparkling"
"complicated";"tight"
"complicated";"vivacious"
"demonstrative";"gloomy"
"demonstrative";"gracious"
"demonstrative";"jealous"
"demonstrative";"judicious"
"demonstrative";"musical"
"demonstrative";"obtrusive"
"demonstrative";"serene"
"demonstrative";"sparkling"
"demonstrative";"tight"
"demonstrative";"vivacious"
"gloomy";"jealous"
"gloomy";"judicious"
"gloomy";"musical"
"gloomy";"obtrusive"
"gloomy";"serene"
"gloomy";"sparkling"
"gloomy";"tight"
"gloomy";"vivacious"
"gracious";"jealous"
"gracious";"judicious"
"gracious";"musical"
"gracious";"obtrusive"
"gracious";"serene"
"gracious";"sparkling"
"gracious";"tight"
"gracious";"vivacious"
"jealous";"judicious"
"jealous";"musical"
"jealous";"obtrusive"
"jealous";"serene"
"jealous";"sparkling"
"jealous";"tight"
"jealous";"vivacious"
"judicious";"musical"
"judicious";"obtrusive"
"judicious";"serene"
"judicious";"sparkling"
"judicious";"tight"
"judicious";"vivacious"
"musical";"obtrusive"
"musical";"serene"
"musical";"sparkling"
"musical";"tight"
"musical";"vivacious"
"obtrusive";"serene"
"obtrusive";"sparkling"
"obtrusive";"tight"
"obtrusive";"vivacious"
"serene";"sparkling"
"serene";"tight"
"serene";"vivacious"
"sparkling";"tight"
"sparkling";"vivacious"
"tight";"vivacious"
"accurate";"distant"
"accurate";"generous"
"accurate";"genteel"
"accurate";"indulgent"
"accurate";"methodical"
"accurate";"moral"
"accurate";"natural"
"accurate";"particular"
"accurate";"polite"
"accurate";"proper"
"accurate";"quiet"
"accurate";"restless"
"accurate";"sarcastic"
"accurate";"smart"
"accurate";"wise"
"distant";"generous"
"distant";"genteel"
"distant";"indulgent"
"distant";"methodical"
"distant";"moral"
"distant";"natural"
"distant";"polite"
"distant";"proper"
"distant";"quiet"
"distant";"restless"
"distant";"sarcastic"
"distant";"smart"
"distant";"wise"
"generous";"genteel"
"generous";"indulgent"
"generous";"methodical"
"generous";"moral"
"generous";"particular"
"generous";"polite"
"generous";"proper"
"generous";"restless"
"generous";"sarcastic"
"generous";"smart"
"generous";"wise"
"genteel";"indulgent"
"genteel";"methodical"
"genteel";"natural"
"genteel";"particular"
"genteel";"polite"
"genteel";"proper"
"genteel";"quiet"
"genteel";"restless"
"genteel";"sarcastic"
"genteel";"smart"
"genteel";"wise"
"indulgent";"methodical"
"indulgent";"moral"
"indulgent";"natural"
"indulgent";"particular"
"indulgent";"polite"
"indulgent";"proper"
"indulgent";"quiet"
"indulgent";"restless"
"indulgent";"sarcastic"
"indulgent";"smart"
"indulgent";"wise"
"methodical";"moral"
"methodical";"natural"
"methodical";"particular"
"methodical";"polite"
"methodical";"proper"
"methodical";"quiet"
"methodical";"restless"
"methodical";"sarcastic"
"methodical";"smart"
"methodical";"wise"
"moral";"natural"
"moral";"particular"
"moral";"polite"
"moral";"proper"
"moral";"restless"
"moral";"sarcastic"
"moral";"smart"
"moral";"wise"
"natural";"particular"
"natural";"polite"
"natural";"proper"
"natural";"restless"
"natural";"sarcastic"
"natural";"smart"
"particular";"polite"
"particular";"proper"
"particular";"restless"
"particular";"sarcastic"
"particular";"smart"
"particular";"wise"
"polite";"proper"
"polite";"quiet"
"polite";"restless"
"polite";"sarcastic"
"polite";"smart"
"polite";"wise"
"proper";"quiet"
"proper";"restless"
"proper";"sarcastic"
"proper";"smart"
"proper";"wise"
"quiet";"restless"
"quiet";"sarcastic"
"quiet";"smart"
"restless";"sarcastic"
"restless";"smart"
"restless";"wise"
"sarcastic";"smart"
"sarcastic";"wise"
"smart";"wise"
"brisk";"constant"
"brisk";"fraudulent"
"brisk";"pious"
"brisk";"unsympathetic"
"constant";"feminine"
"constant";"fraudulent"
"constant";"pious"
"constant";"unsympathetic"
"constant";"warm"
"feminine";"fraudulent"
"feminine";"pious"
"feminine";"unsympathetic"
"feminine";"warm"
"fraudulent";"pious"
"fraudulent";"unsympathetic"
"fraudulent";"warm"
"pious";"unsympathetic"
"pious";"warm"
"unsympathetic";"warm"
"abrupt";"consistent"
"abrupt";"curious"
"abrupt";"determined"
"abrupt";"just"
"abrupt";"moody"
"abrupt";"moral"
"abrupt";"passionate"
"certain";"consistent"
"certain";"determined"
"certain";"passionate"
"consistent";"curious"
"consistent";"determined"
"consistent";"just"
"consistent";"live"
"consistent";"moody"
"consistent";"moral"
"consistent";"passionate"
"curious";"determined"
"curious";"just"
"curious";"moody"
"curious";"moral"
"curious";"passionate"
"determined";"just"
"determined";"live"
"determined";"moody"
"determined";"moral"
"determined";"passionate"
"just";"live"
"just";"moral"
"just";"passionate"
"live";"moody"
"live";"moral"
"live";"passionate"
"moody";"moral"
"moody";"passionate"
"moral";"passionate"
"#-determined";"dreamy"
"#-determined";"pleasant"
"dreamy";"pleasant"
"inquisitive";"lazy"
"inquisitive";"passionate"
"inquisitive";"progressive"
"inquisitive";"quick"
"inquisitive";"wild"
"lazy";"passionate"
"lazy";"progressive"
"lazy";"quick"
"lazy";"wild"
"passionate";"progressive"
"passionate";"quick"
"progressive";"quick"
"progressive";"wild"
"certain";"civil"
"civil";"friendly"
"bland";"cool"
"bland";"greedy"
"bland";"honest"
"bland";"persuasive"
"bland";"servile"
"cool";"greedy"
"cool";"honest"
"cool";"persuasive"
"cool";"servile"
"greedy";"honest"
"greedy";"persuasive"
"greedy";"servile"
"honest";"persuasive"
"honest";"servile"
"persuasive";"servile"
"bright";"earthy"
"bright";"moderate"
"bright";"shrewd"
"bright";"slow"
"cold";"shrewd"
"earthy";"friendly"
"earthy";"moderate"
"earthy";"shrewd"
"earthy";"warm"
"friendly";"moderate"
"friendly";"shrewd"
"friendly";"slow"
"friendly";"warm"
"moderate";"shrewd"
"moderate";"slow"
"moderate";"warm"
"shrewd";"slow"
"shrewd";"warm"
