"anne_page::which";"hugh_evans::which"
"mr_joe::which";"mrs_vardens::delivering"
"mr_joe::which";"mrs_vardens::likewise"
"mr_joe::which";"mrs_vardens::missis"
"mr_joe::which";"mrs_vardens::which"
"mrs_varden::delivering";"mrs_varden::likewise"
"mrs_varden::delivering";"mrs_varden::missis"
"mrs_varden::delivering";"mrs_varden::which"
"mrs_varden::delivering";"mrs_vardens::delivering"
"mrs_varden::delivering";"mrs_vardens::likewise"
"mrs_varden::delivering";"mrs_vardens::missis"
"mrs_varden::delivering";"mrs_vardens::which"
"mrs_varden::likewise";"mrs_varden::missis"
"mrs_varden::likewise";"mrs_varden::which"
"mrs_varden::likewise";"mrs_vardens::delivering"
"mrs_varden::likewise";"mrs_vardens::likewise"
"mrs_varden::likewise";"mrs_vardens::missis"
"mrs_varden::likewise";"mrs_vardens::which"
"mrs_varden::missis";"mrs_varden::which"
"mrs_varden::missis";"mrs_vardens::delivering"
"mrs_varden::missis";"mrs_vardens::likewise"
"mrs_varden::missis";"mrs_vardens::missis"
"mrs_varden::missis";"mrs_vardens::which"
"mrs_varden::which";"mrs_vardens::delivering"
"mrs_varden::which";"mrs_vardens::likewise"
"mrs_varden::which";"mrs_vardens::missis"
"mrs_varden::which";"mrs_vardens::which"
"mrs_vardens::delivering";"mrs_vardens::likewise"
"mrs_vardens::delivering";"mrs_vardens::missis"
"mrs_vardens::delivering";"mrs_vardens::which"
"mrs_vardens::likewise";"mrs_vardens::missis"
"mrs_vardens::likewise";"mrs_vardens::which"
"mrs_vardens::missis";"mrs_vardens::which"
"miggs::truth";"miggs::which"
"dolly::about";"dolly::better"
"dolly::about";"joe::about"
"dolly::about";"joe::better"
"dolly::better";"joe::about"
"joe::about";"joe::better"
"miggs::indignant";"miggs::which"
"george_gordon::behaviour";"george_gordon::pay"
"simon_tappertit::days";"simon_tappertit::polishing"
"dolly_varden::you";"joe_willet::you"
"dolly_varden::about";"dolly_varden::you"
"dolly_varden::about";"joe_willet::about"
"dolly_varden::about";"joe_willet::you"
"dolly_varden::you";"joe_willet::about"
"joe_willet::about";"joe_willet::you"
"joe::putting";"joe::which"
"joe::which";"willet::which"
"joe::increased";"willet::increased"
"barnaby::affected";"willet::affected"
