"maria_ward::match";"thomas_bertram::match"
"henry_crawford::was";"julia_bertram::solitude"
"henry_crawford::was";"julia_bertram::was"
"julia_bertram::solitude";"julia_bertram::was"
"crawford::him";"thomas::him"
"crawford::him";"thomas::were"
"crawford::him";"yates::were"
"crawford::were";"thomas::him"
"crawford::were";"yates::him"
"crawford::were";"yates::were"
"crawford::fearful";"crawford::was"
"crawford::fearful";"crawford::were"
"crawford::fearful";"crawford::word"
"crawford::was";"crawford::word"
"crawford::were";"crawford::word"
"crawford::leave";"fanny::was"
"crawford::was";"fanny::leave"
"rushworth::cold";"rushworth::was"
"thomas::herself";"thomas::unhappy"
"maria::change";"maria::him"
"maria::change";"maria::was"
"maria::#-acute";"maria::were"
"maria::#-acute";"rushworth::#-acute"
"maria::#-acute";"rushworth::were"
"maria::were";"rushworth::#-acute"
"rushworth::#-acute";"rushworth::were"
"mansfield::mind";"mansfield::was"
"rushworth::mind";"rushworth::was"
"rushworth::herself";"rushworth::over"
"rushworth::herself";"rushworth::woman"
"rushworth::over";"rushworth::was"
"rushworth::over";"rushworth::woman"
"rushworth::was";"rushworth::woman"
"julia::became";"maria::became"
"mary_crawford::became";"mary_crawford::hardly"
"mary_crawford::became";"norris::became"
"mary_crawford::became";"norris::hardly"
"mary_crawford::hardly";"norris::became"
"mary_crawford::hardly";"norris::hardly"
"norris::became";"norris::hardly"
"mary_crawford::were";"norris::were"
"crawford::after";"crawford::maids"
"crawford::after";"crawford::mistresses"
"crawford::after";"fanny::maids"
"crawford::after";"fanny::mistresses"
"crawford::after";"fanny::was"
"crawford::maids";"crawford::mistresses"
"crawford::maids";"crawford::was"
"crawford::maids";"fanny::after"
"crawford::maids";"fanny::maids"
"crawford::maids";"fanny::mistresses"
"crawford::maids";"fanny::was"
"crawford::mistresses";"crawford::was"
"crawford::mistresses";"fanny::after"
"crawford::mistresses";"fanny::maids"
"crawford::mistresses";"fanny::mistresses"
"crawford::mistresses";"fanny::was"
"crawford::was";"fanny::after"
"crawford::was";"fanny::maids"
"crawford::was";"fanny::mistresses"
"fanny::after";"fanny::maids"
"fanny::after";"fanny::mistresses"
"fanny::after";"fanny::was"
"fanny::maids";"fanny::mistresses"
"fanny::maids";"fanny::was"
"fanny::mistresses";"fanny::was"
"crawford::mind";"crawford::was"
"crawford::mind";"crawford::will"
"crawford::was";"crawford::will"
"crawford::were";"crawford::will"
"fanny::was";"maria_rushworth::was"
"edmund::increased";"edmund::was"
"edmund::increased";"fanny::increased"
"edmund::increased";"fanny::was"
"edmund::was";"fanny::increased"
"edmund::him";"grant::him"
"edmund::him";"grant::was"
"edmund::was";"grant::him"
"grant::him";"grant::was"
"edmund::leave";"edmund::taking"
"edmund::leave";"grant::leave"
"edmund::leave";"grant::taking"
"edmund::leave";"grant::was"
"edmund::taking";"edmund::was"
"edmund::taking";"grant::leave"
"edmund::taking";"grant::taking"
"edmund::taking";"grant::was"
"edmund::was";"grant::leave"
"edmund::was";"grant::taking"
"grant::leave";"grant::taking"
"grant::leave";"grant::was"
"grant::taking";"grant::was"
"fanny::meant";"fanny::will"
"fanny::meant";"grant::meant"
"fanny::meant";"grant::will"
"fanny::will";"grant::meant"
"fanny::will";"grant::will"
"grant::meant";"grant::will"
"grant::#-want";"grant::explanation"
"grant::#-want";"lady_bertram::#-want"
"grant::#-want";"lady_bertram::explanation"
"grant::explanation";"lady_bertram::#-want"
"grant::explanation";"lady_bertram::explanation"
"lady_bertram::#-want";"lady_bertram::explanation"
"fanny::now";"julia::now"
"fanny::now";"julia::were"
"fanny::now";"maria_rushworth::now"
"fanny::now";"maria_rushworth::were"
"fanny::were";"julia::now"
"fanny::were";"maria_rushworth::now"
"fanny::were";"maria_rushworth::were"
"julia::now";"maria_rushworth::now"
"julia::now";"maria_rushworth::were"
"julia::were";"maria_rushworth::now"
"julia::were";"maria_rushworth::were"
"maria_rushworth::now";"maria_rushworth::were"
"fanny::awful";"fanny::was"
"fanny::tone";"fanny::were"
"fanny::tone";"rushworth::tone"
"fanny::tone";"rushworth::were"
"fanny::were";"rushworth::tone"
"fanny::were";"rushworth::were"
"rushworth::tone";"rushworth::were"
"fanny::him";"fanny::over"
"fanny::over";"fanny::was"
"fanny::after";"fanny::tone"
"fanny::tone";"fanny::was"
"crawford::interesting";"edmund::interesting"
"crawford::interesting";"grant::interesting"
"edmund::interesting";"grant::interesting"
"bertram::orders";"grant::orders"
"edmund::orders";"edmund::take"
"edmund::orders";"edmund::was"
"edmund::take";"edmund::was"
"edmund::him";"edmund::match"
"henry_crawford::explanation";"henry_crawford::him"
"henry_crawford::explanation";"henry_crawford::mind"
"henry_crawford::explanation";"mary::explanation"
"henry_crawford::explanation";"mary::him"
"henry_crawford::explanation";"mary::mind"
"henry_crawford::him";"henry_crawford::mind"
"henry_crawford::him";"mary::explanation"
"henry_crawford::him";"mary::him"
"henry_crawford::him";"mary::mind"
"henry_crawford::mind";"mary::explanation"
"henry_crawford::mind";"mary::him"
"henry_crawford::mind";"mary::mind"
"mary::explanation";"mary::him"
"mary::explanation";"mary::mind"
"mary::him";"mary::mind"
"henry::herself";"henry::pleasures"
"henry::herself";"henry::take"
"henry::herself";"henry::want"
"henry::pleasures";"henry::take"
"henry::pleasures";"henry::want"
"henry::take";"henry::want"
"crawford::him";"crawford::ill"
"crawford::him";"fanny::him"
"crawford::him";"fanny::ill"
"crawford::ill";"fanny::him"
"crawford::ill";"fanny::ill"
"fanny::him";"fanny::ill"
"henry_crawford::owing";"henry_crawford::was"
"henry_crawford::owing";"thomas::owing"
"henry_crawford::owing";"thomas::was"
"henry_crawford::owing";"william_price::owing"
"henry_crawford::owing";"william_price::was"
"henry_crawford::was";"thomas::owing"
"henry_crawford::was";"thomas::was"
"henry_crawford::was";"william_price::owing"
"henry_crawford::was";"william_price::was"
"thomas::owing";"thomas::was"
"thomas::owing";"william_price::owing"
"thomas::owing";"william_price::was"
"thomas::was";"william_price::owing"
"thomas::was";"william_price::was"
"william_price::owing";"william_price::was"
"thomas::after";"thomas::recommended"
"fanny::was";"henry_crawford::was"
"fanny::was";"william::was"
"henry_crawford::was";"william::was"
"lady_bertram::was";"william::was"
"henry_crawford::hunting";"henry_crawford::were"
"edmund::after";"edmund::insidious"
"edmund::after";"edmund::were"
"edmund::after";"sewell::after"
"edmund::after";"sewell::insidious"
"edmund::after";"sewell::was"
"edmund::after";"sewell::were"
"edmund::after";"thornton_lacey::after"
"edmund::after";"thornton_lacey::insidious"
"edmund::after";"thornton_lacey::was"
"edmund::after";"thornton_lacey::were"
"edmund::insidious";"edmund::was"
"edmund::insidious";"edmund::were"
"edmund::insidious";"sewell::after"
"edmund::insidious";"sewell::insidious"
"edmund::insidious";"sewell::was"
"edmund::insidious";"sewell::were"
"edmund::insidious";"thornton_lacey::after"
"edmund::insidious";"thornton_lacey::insidious"
"edmund::insidious";"thornton_lacey::was"
"edmund::insidious";"thornton_lacey::were"
"edmund::was";"sewell::after"
"edmund::was";"sewell::insidious"
"edmund::was";"sewell::was"
"edmund::was";"sewell::were"
"edmund::was";"thornton_lacey::after"
"edmund::was";"thornton_lacey::insidious"
"edmund::was";"thornton_lacey::was"
"edmund::was";"thornton_lacey::were"
"edmund::were";"sewell::after"
"edmund::were";"sewell::insidious"
"edmund::were";"sewell::was"
"edmund::were";"sewell::were"
"edmund::were";"thornton_lacey::after"
"edmund::were";"thornton_lacey::insidious"
"edmund::were";"thornton_lacey::was"
"edmund::were";"thornton_lacey::were"
"sewell::after";"sewell::insidious"
"sewell::after";"sewell::was"
"sewell::after";"sewell::were"
"sewell::after";"thornton_lacey::after"
"sewell::after";"thornton_lacey::insidious"
"sewell::after";"thornton_lacey::was"
"sewell::after";"thornton_lacey::were"
"sewell::insidious";"sewell::was"
"sewell::insidious";"sewell::were"
"sewell::insidious";"thornton_lacey::after"
"sewell::insidious";"thornton_lacey::insidious"
"sewell::insidious";"thornton_lacey::was"
"sewell::insidious";"thornton_lacey::were"
"sewell::was";"sewell::were"
"sewell::was";"thornton_lacey::after"
"sewell::was";"thornton_lacey::insidious"
"sewell::was";"thornton_lacey::was"
"sewell::was";"thornton_lacey::were"
"sewell::were";"thornton_lacey::after"
"sewell::were";"thornton_lacey::insidious"
"sewell::were";"thornton_lacey::was"
"sewell::were";"thornton_lacey::were"
"thornton_lacey::after";"thornton_lacey::insidious"
"thornton_lacey::after";"thornton_lacey::was"
"thornton_lacey::after";"thornton_lacey::were"
"thornton_lacey::insidious";"thornton_lacey::was"
"thornton_lacey::insidious";"thornton_lacey::were"
"thornton_lacey::was";"thornton_lacey::were"
"bertram::was";"henry::was"
"bertram::was";"thornton_lacey::was"
"crawford::was";"henry::was"
"crawford::was";"thornton_lacey::was"
"henry::was";"thornton_lacey::was"
"crawford::after";"crawford::hot"
"crawford::after";"crawford::were"
"crawford::after";"fanny::hot"
"crawford::after";"fanny::were"
"crawford::hot";"crawford::was"
"crawford::hot";"crawford::were"
"crawford::hot";"fanny::after"
"crawford::hot";"fanny::hot"
"crawford::hot";"fanny::was"
"crawford::hot";"fanny::were"
"crawford::was";"fanny::hot"
"crawford::were";"fanny::after"
"crawford::were";"fanny::hot"
"fanny::after";"fanny::hot"
"fanny::after";"fanny::were"
"fanny::hot";"fanny::were"
"crawford::him";"crawford::low"
"crawford::him";"crawford::shelter"
"crawford::him";"crawford::voice"
"crawford::him";"fanny::low"
"crawford::him";"fanny::shelter"
"crawford::him";"fanny::voice"
"crawford::low";"crawford::shelter"
"crawford::low";"crawford::voice"
"crawford::low";"fanny::him"
"crawford::low";"fanny::low"
"crawford::low";"fanny::shelter"
"crawford::low";"fanny::voice"
"crawford::shelter";"crawford::voice"
"crawford::shelter";"fanny::him"
"crawford::shelter";"fanny::low"
"crawford::shelter";"fanny::shelter"
"crawford::shelter";"fanny::voice"
"crawford::voice";"fanny::him"
"crawford::voice";"fanny::low"
"crawford::voice";"fanny::shelter"
"crawford::voice";"fanny::voice"
"fanny::him";"fanny::low"
"fanny::him";"fanny::shelter"
"fanny::him";"fanny::voice"
"fanny::low";"fanny::shelter"
"fanny::low";"fanny::voice"
"fanny::shelter";"fanny::voice"
"grant::called";"grant::just"
"grant::called";"grant::was"
"grant::called";"grant::word"
"grant::called";"norris::called"
"grant::called";"norris::just"
"grant::called";"norris::was"
"grant::called";"norris::word"
"grant::called";"sotherton::called"
"grant::called";"sotherton::just"
"grant::called";"sotherton::was"
"grant::called";"sotherton::word"
"grant::called";"thomas::called"
"grant::called";"thomas::just"
"grant::called";"thomas::was"
"grant::called";"thomas::word"
"grant::just";"grant::was"
"grant::just";"grant::word"
"grant::just";"norris::called"
"grant::just";"norris::just"
"grant::just";"norris::was"
"grant::just";"norris::word"
"grant::just";"sotherton::called"
"grant::just";"sotherton::just"
"grant::just";"sotherton::was"
"grant::just";"sotherton::word"
"grant::just";"thomas::called"
"grant::just";"thomas::just"
"grant::just";"thomas::was"
"grant::just";"thomas::word"
"grant::was";"grant::word"
"grant::was";"norris::called"
"grant::was";"norris::just"
"grant::was";"norris::word"
"grant::was";"sotherton::called"
"grant::was";"sotherton::just"
"grant::was";"sotherton::was"
"grant::was";"sotherton::word"
"grant::was";"thomas::called"
"grant::was";"thomas::just"
"grant::was";"thomas::was"
"grant::was";"thomas::word"
"grant::word";"norris::called"
"grant::word";"norris::just"
"grant::word";"norris::was"
"grant::word";"norris::word"
"grant::word";"sotherton::called"
"grant::word";"sotherton::just"
"grant::word";"sotherton::was"
"grant::word";"sotherton::word"
"grant::word";"thomas::called"
"grant::word";"thomas::just"
"grant::word";"thomas::was"
"grant::word";"thomas::word"
"norris::called";"norris::just"
"norris::called";"norris::was"
"norris::called";"norris::word"
"norris::called";"sotherton::called"
"norris::called";"sotherton::just"
"norris::called";"sotherton::was"
"norris::called";"sotherton::word"
"norris::called";"thomas::called"
"norris::called";"thomas::just"
"norris::called";"thomas::was"
"norris::called";"thomas::word"
"norris::just";"norris::was"
"norris::just";"norris::word"
"norris::just";"sotherton::called"
"norris::just";"sotherton::just"
"norris::just";"sotherton::was"
"norris::just";"sotherton::word"
"norris::just";"thomas::called"
"norris::just";"thomas::just"
"norris::just";"thomas::was"
"norris::just";"thomas::word"
"norris::was";"norris::word"
"norris::was";"sotherton::called"
"norris::was";"sotherton::just"
"norris::was";"sotherton::was"
"norris::was";"sotherton::word"
"norris::was";"thomas::called"
"norris::was";"thomas::just"
"norris::was";"thomas::word"
"norris::word";"sotherton::called"
"norris::word";"sotherton::just"
"norris::word";"sotherton::was"
"norris::word";"sotherton::word"
"norris::word";"thomas::called"
"norris::word";"thomas::just"
"norris::word";"thomas::was"
"norris::word";"thomas::word"
"sotherton::called";"sotherton::just"
"sotherton::called";"sotherton::was"
"sotherton::called";"sotherton::word"
"sotherton::called";"thomas::called"
"sotherton::called";"thomas::just"
"sotherton::called";"thomas::was"
"sotherton::called";"thomas::word"
"sotherton::just";"sotherton::was"
"sotherton::just";"sotherton::word"
"sotherton::just";"thomas::called"
"sotherton::just";"thomas::just"
"sotherton::just";"thomas::was"
"sotherton::just";"thomas::word"
"sotherton::was";"sotherton::word"
"sotherton::was";"thomas::called"
"sotherton::was";"thomas::just"
"sotherton::was";"thomas::was"
"sotherton::was";"thomas::word"
"sotherton::word";"thomas::called"
"sotherton::word";"thomas::just"
"sotherton::word";"thomas::was"
"sotherton::word";"thomas::word"
"thomas::called";"thomas::just"
"thomas::called";"thomas::was"
"thomas::called";"thomas::word"
"thomas::just";"thomas::was"
"thomas::just";"thomas::word"
"thomas::was";"thomas::word"
"maria_rushworth::will";"rushworth::will"
"maria_rushworth::will";"william::will"
"rushworth::will";"william::will"
"henry_crawford::was";"thornton_lacey::was"
"henry_crawford::tone";"henry_crawford::was"
"henry_crawford::tone";"thomas::tone"
"henry_crawford::tone";"thomas::was"
"henry_crawford::was";"thomas::tone"
"thomas::tone";"thomas::was"
"edmund::will";"thornton_lacey::will"
"thomas::will";"thornton_lacey::will"
"edmund::appeal";"edmund::was"
"edmund::over";"thomas::over"
"edmund::over";"thomas::was"
"edmund::over";"thornton::over"
"edmund::over";"thornton::was"
"edmund::was";"thomas::over"
"edmund::was";"thornton::over"
"edmund::was";"thornton::was"
"thomas::over";"thornton::over"
"thomas::over";"thornton::was"
"thomas::was";"thornton::over"
"thomas::was";"thornton::was"
"thornton::over";"thornton::was"
"edmund::change";"edmund::was"
"edmund::change";"thomas::was"
"edmund::change";"thornton::change"
"edmund::change";"thornton::was"
"edmund::was";"thomas::change"
"edmund::was";"thornton::change"
"thomas::change";"thornton::change"
"thomas::change";"thornton::was"
"thomas::was";"thornton::change"
"thornton::change";"thornton::was"
"fanny::were";"william::were"
"grant::was";"grant::who"
"grant::was";"henry_crawford::was"
"grant::was";"henry_crawford::who"
"grant::was";"thomas::who"
"grant::who";"henry_crawford::was"
"grant::who";"henry_crawford::who"
"grant::who";"thomas::was"
"grant::who";"thomas::who"
"henry_crawford::was";"henry_crawford::who"
"henry_crawford::was";"thomas::who"
"henry_crawford::who";"thomas::was"
"henry_crawford::who";"thomas::who"
"henry_crawford::will";"william_price::will"
"norris::called";"norris::prolonged"
"norris::called";"thomas::prolonged"
"norris::prolonged";"norris::was"
"norris::prolonged";"thomas::called"
"norris::prolonged";"thomas::prolonged"
"norris::prolonged";"thomas::was"
"norris::was";"thomas::prolonged"
"thomas::called";"thomas::prolonged"
"thomas::prolonged";"thomas::was"
"norris::herself";"thomas::herself"
"norris::herself";"thomas::who"
"norris::who";"thomas::herself"
"crawford::taking";"edmund::taking"
"crawford::taking";"edmund::was"
"crawford::taking";"fanny::taking"
"crawford::taking";"fanny::was"
"crawford::was";"edmund::taking"
"crawford::was";"fanny::taking"
"edmund::taking";"fanny::taking"
"edmund::taking";"fanny::was"
"edmund::was";"fanny::taking"
"norris::conjectured";"norris::was"
"william::was";"william::were"
"norris::herself";"norris::just"
"william::small";"william::was"
"william::small";"william::were"
"edmund::mind";"edmund::now"
"crawford::attachment";"crawford::him"
"crawford::attachment";"crawford::was"
"crawford::alarm";"crawford::decided"
"crawford::attachment";"crawford::excitement"
"crawford::excitement";"crawford::was"
"crawford::just";"crawford::over"
"crawford::over";"crawford::was"
"fanny::small";"fanny::was"
"crawford::was";"william::was"
"fanny::#-word";"fanny::was"
"henry::ago";"henry::was"
"crawford::renewed";"crawford::was"
"crawford::renewed";"fanny::renewed"
"crawford::renewed";"fanny::was"
"crawford::was";"fanny::renewed"
"fanny::renewed";"fanny::was"
"william::now";"william::will"
"crawford::justly";"crawford::were"
"edmund::him";"edmund::impossible"
"edmund::impossible";"edmund::was"
"crawford::him";"fanny::was"
"crawford::him";"fanny::who"
"crawford::him";"william::him"
"crawford::him";"william::was"
"crawford::him";"william::who"
"crawford::was";"fanny::him"
"crawford::was";"fanny::who"
"crawford::was";"william::him"
"crawford::was";"william::who"
"crawford::who";"fanny::him"
"crawford::who";"fanny::was"
"crawford::who";"fanny::who"
"crawford::who";"william::him"
"crawford::who";"william::was"
"crawford::who";"william::who"
"fanny::him";"fanny::who"
"fanny::him";"william::him"
"fanny::him";"william::was"
"fanny::him";"william::who"
"fanny::was";"william::him"
"fanny::was";"william::who"
"fanny::who";"william::him"
"fanny::who";"william::was"
"fanny::who";"william::who"
"william::him";"william::who"
"william::was";"william::who"
"edmund::was";"william::was"
"norris::was";"william::was"
"edmund::was";"fanny::who"
"edmund::was";"william::who"
"edmund::who";"fanny::was"
"edmund::who";"william::was"
"edmund::who";"william::who"
"fanny::was";"norris::who"
"fanny::who";"norris::was"
"fanny::who";"norris::who"
"norris::was";"william::who"
"norris::who";"william::was"
"norris::who";"william::who"
"edmund::herself";"edmund::him"
"edmund::herself";"edmund::were"
"crawford::explanation";"crawford::was"
"crawford::explanation";"fanny::explanation"
"crawford::explanation";"fanny::was"
"crawford::was";"fanny::explanation"
"fanny::explanation";"fanny::was"
"crawford::will";"fanny::will"
"crawford::considerate";"edmund::considerate"
"william::now";"william::was"
"edmund::drawing";"fanny::drawing"
"edmund::drawing";"mary_crawford::drawing"
"fanny::drawing";"mary_crawford::drawing"
"crawford::hardly";"thomas::hardly"
"crawford::aside";"crawford::herself"
"crawford::aside";"crawford::him"
"crawford::aside";"thomas::aside"
"crawford::aside";"thomas::herself"
"crawford::aside";"thomas::him"
"crawford::herself";"thomas::aside"
"crawford::herself";"thomas::herself"
"crawford::herself";"thomas::him"
"crawford::him";"thomas::aside"
"crawford::him";"thomas::herself"
"thomas::aside";"thomas::herself"
"thomas::aside";"thomas::him"
"chapman::was";"fanny::was"
"fanny::after";"fanny::meant"
"william::#-was";"william::him"
"edmund::take";"william::take"
"edmund::take";"william::was"
"edmund::was";"william::take"
"william::take";"william::was"
"crawford::him";"crawford::urgent"
"crawford::him";"fanny::urgent"
"crawford::urgent";"crawford::was"
"crawford::urgent";"fanny::him"
"crawford::urgent";"fanny::urgent"
"crawford::urgent";"fanny::was"
"crawford::was";"fanny::urgent"
"fanny::him";"fanny::urgent"
"fanny::urgent";"fanny::was"
"crawford::him";"crawford::just"
"crawford::him";"fanny::just"
"crawford::just";"fanny::him"
"crawford::just";"fanny::just"
"fanny::him";"fanny::just"
"bertram::seen";"bertram::was"
"crawford::was";"harrison::was"
"crawford::was";"prescott::was"
"harrison::was";"prescott::was"
"harrison::was";"thomas::was"
"harrison::was";"william::was"
"prescott::was";"thomas::was"
"prescott::was";"william::was"
"thomas::was";"william::was"
"fanny::crib";"fanny::was"
"fanny::crib";"fanny::were"
"fanny::crib";"thomas::crib"
"fanny::crib";"thomas::was"
"fanny::crib";"thomas::were"
"fanny::was";"thomas::crib"
"fanny::was";"thomas::were"
"fanny::were";"thomas::crib"
"fanny::were";"thomas::was"
"fanny::were";"thomas::were"
"thomas::crib";"thomas::was"
"thomas::crib";"thomas::were"
"grant::was";"miss_crawford::was"
"grant::was";"miss_crawford::were"
"grant::was";"william::was"
"grant::was";"william::were"
"grant::were";"miss_crawford::was"
"grant::were";"miss_crawford::were"
"grant::were";"william::was"
"grant::were";"william::were"
"miss_crawford::was";"miss_crawford::were"
"miss_crawford::was";"william::was"
"miss_crawford::was";"william::were"
"miss_crawford::were";"william::was"
"miss_crawford::were";"william::were"
"thomas::considerate";"thomas::was"
"bertram::now";"fanny::now"
"bertram::now";"thomas::now"
"fanny::now";"thomas::now"
"thomas::#-leave";"thomas::will"
"edmund::came";"edmund::defer"
"edmund::came";"edmund::was"
"edmund::defer";"edmund::was"
"henry::now";"mansfield::now"
"henry::became";"mansfield::became"
"henry::deemed";"mansfield::deemed"
"fanny::herself";"fanny::were"
"fanny::herself";"lady_bertram::herself"
"fanny::herself";"lady_bertram::was"
"fanny::herself";"lady_bertram::were"
"fanny::was";"lady_bertram::herself"
"fanny::was";"lady_bertram::were"
"fanny::were";"lady_bertram::herself"
"fanny::were";"lady_bertram::was"
"fanny::were";"lady_bertram::were"
"lady_bertram::herself";"lady_bertram::were"
"bertram::cousin";"bertram::regulated"
"bertram::cousin";"bertram::voice"
"bertram::cousin";"crawford::cousin"
"bertram::cousin";"crawford::regulated"
"bertram::cousin";"crawford::voice"
"bertram::cousin";"edmund::cousin"
"bertram::cousin";"edmund::regulated"
"bertram::cousin";"edmund::voice"
"bertram::regulated";"bertram::voice"
"bertram::regulated";"crawford::cousin"
"bertram::regulated";"crawford::regulated"
"bertram::regulated";"crawford::voice"
"bertram::regulated";"edmund::cousin"
"bertram::regulated";"edmund::regulated"
"bertram::regulated";"edmund::voice"
"bertram::voice";"crawford::cousin"
"bertram::voice";"crawford::regulated"
"bertram::voice";"edmund::cousin"
"bertram::voice";"edmund::regulated"
"bertram::voice";"edmund::voice"
"crawford::cousin";"crawford::regulated"
"crawford::cousin";"crawford::voice"
"crawford::cousin";"edmund::cousin"
"crawford::cousin";"edmund::regulated"
"crawford::cousin";"edmund::voice"
"crawford::regulated";"crawford::voice"
"crawford::regulated";"edmund::cousin"
"crawford::regulated";"edmund::regulated"
"crawford::regulated";"edmund::voice"
"crawford::voice";"edmund::cousin"
"crawford::voice";"edmund::regulated"
"crawford::voice";"edmund::voice"
"edmund::cousin";"edmund::regulated"
"edmund::cousin";"edmund::voice"
"edmund::regulated";"edmund::voice"
"owen::him";"owen::now"
"owen::him";"owen::will"
"owen::now";"owen::will"
"crawford::herself";"crawford::plays"
"crawford::herself";"crawford::who"
"crawford::herself";"crawford::woman"
"crawford::plays";"crawford::who"
"crawford::plays";"crawford::woman"
"mansfield::cousin";"mansfield::will"
"owens::were";"thornton_lacey::were"
"mary_henry::match";"mary_henry::sincerely"
"norris::often";"norris::will"
"henry::him";"henry::over"
"fanny::will";"henry::will"
"fanny::ideas";"fanny::now"
"fanny::ideas";"fanny::woman"
"fanny::ideas";"henry::ideas"
"fanny::ideas";"henry::now"
"fanny::ideas";"henry::woman"
"fanny::now";"fanny::woman"
"fanny::now";"henry::ideas"
"fanny::now";"henry::now"
"fanny::now";"henry::woman"
"fanny::woman";"henry::ideas"
"fanny::woman";"henry::now"
"fanny::woman";"henry::woman"
"henry::ideas";"henry::now"
"henry::ideas";"henry::woman"
"henry::now";"henry::woman"
"fanny::matter";"henry::matter"
"henry_crawford::warrant";"henry_crawford::was"
"mary::herself";"mary::seen"
"mary::herself";"mary::will"
"mary::seen";"mary::will"
"mary::#-take";"mary::will"
"henry::foolish";"henry::hurt"
"henry::foolish";"henry::over"
"henry::foolish";"henry::were"
"henry::hurt";"henry::over"
"henry::hurt";"henry::were"
"henry::over";"henry::were"
"henry::smiling";"mary::smiling"
"julia::will";"maria_rushworth::will"
"thomas::after";"thomas::take"
"henry::taking";"henry::who"
"charles::lordship";"charles::proving"
"charles::lordship";"charles::was"
"charles::lordship";"crawford::lordship"
"charles::lordship";"crawford::proving"
"charles::lordship";"crawford::was"
"charles::lordship";"h.m._sloop_thrush::lordship"
"charles::lordship";"h.m._sloop_thrush::proving"
"charles::lordship";"h.m._sloop_thrush::was"
"charles::lordship";"william_price::lordship"
"charles::lordship";"william_price::proving"
"charles::lordship";"william_price::was"
"charles::proving";"charles::was"
"charles::proving";"crawford::lordship"
"charles::proving";"crawford::proving"
"charles::proving";"crawford::was"
"charles::proving";"h.m._sloop_thrush::lordship"
"charles::proving";"h.m._sloop_thrush::proving"
"charles::proving";"h.m._sloop_thrush::was"
"charles::proving";"william_price::lordship"
"charles::proving";"william_price::proving"
"charles::proving";"william_price::was"
"charles::was";"crawford::lordship"
"charles::was";"crawford::proving"
"charles::was";"crawford::was"
"charles::was";"h.m._sloop_thrush::lordship"
"charles::was";"h.m._sloop_thrush::proving"
"charles::was";"h.m._sloop_thrush::was"
"charles::was";"william_price::lordship"
"charles::was";"william_price::proving"
"charles::was";"william_price::was"
"crawford::lordship";"crawford::proving"
"crawford::lordship";"crawford::was"
"crawford::lordship";"h.m._sloop_thrush::lordship"
"crawford::lordship";"h.m._sloop_thrush::proving"
"crawford::lordship";"h.m._sloop_thrush::was"
"crawford::lordship";"william_price::lordship"
"crawford::lordship";"william_price::proving"
"crawford::lordship";"william_price::was"
"crawford::proving";"crawford::was"
"crawford::proving";"h.m._sloop_thrush::lordship"
"crawford::proving";"h.m._sloop_thrush::proving"
"crawford::proving";"h.m._sloop_thrush::was"
"crawford::proving";"william_price::lordship"
"crawford::proving";"william_price::proving"
"crawford::proving";"william_price::was"
"crawford::was";"h.m._sloop_thrush::lordship"
"crawford::was";"h.m._sloop_thrush::proving"
"crawford::was";"h.m._sloop_thrush::was"
"crawford::was";"william_price::lordship"
"crawford::was";"william_price::proving"
"crawford::was";"william_price::was"
"h.m._sloop_thrush::lordship";"h.m._sloop_thrush::proving"
"h.m._sloop_thrush::lordship";"h.m._sloop_thrush::was"
"h.m._sloop_thrush::lordship";"william_price::lordship"
"h.m._sloop_thrush::lordship";"william_price::proving"
"h.m._sloop_thrush::lordship";"william_price::was"
"h.m._sloop_thrush::proving";"h.m._sloop_thrush::was"
"h.m._sloop_thrush::proving";"william_price::lordship"
"h.m._sloop_thrush::proving";"william_price::proving"
"h.m._sloop_thrush::proving";"william_price::was"
"h.m._sloop_thrush::was";"william_price::lordship"
"h.m._sloop_thrush::was";"william_price::proving"
"h.m._sloop_thrush::was";"william_price::was"
"william_price::lordship";"william_price::proving"
"william_price::lordship";"william_price::was"
"william_price::proving";"william_price::was"
"crawford::will";"william::will"
"william::considered";"william::herself"
"william::considered";"william::meant"
"william::considered";"william::seen"
"william::considered";"william::want"
"william::considered";"william::was"
"william::herself";"william::meant"
"william::herself";"william::seen"
"william::herself";"william::want"
"william::meant";"william::seen"
"william::meant";"william::want"
"william::meant";"william::was"
"william::seen";"william::want"
"william::seen";"william::was"
"william::want";"william::was"
"crawford::him";"thomas::was"
"crawford::was";"thomas::him"
"thomas::him";"william::him"
"thomas::him";"william::was"
"thomas::was";"william::him"
"norris::view";"norris::was"
"norris::view";"norris::who"
"crawford::often";"crawford::voice"
"crawford::often";"crawford::was"
"crawford::often";"crawford::were"
"crawford::voice";"crawford::was"
"crawford::voice";"crawford::were"
"crawford::dread";"crawford::hardly"
"crawford::dread";"crawford::was"
"crawford::dread";"crawford::were"
"crawford::dread";"thomas::dread"
"crawford::dread";"thomas::hardly"
"crawford::dread";"thomas::was"
"crawford::dread";"thomas::were"
"crawford::hardly";"crawford::was"
"crawford::hardly";"crawford::were"
"crawford::hardly";"thomas::dread"
"crawford::hardly";"thomas::was"
"crawford::hardly";"thomas::were"
"crawford::was";"thomas::dread"
"crawford::was";"thomas::hardly"
"crawford::were";"thomas::dread"
"crawford::were";"thomas::hardly"
"thomas::dread";"thomas::hardly"
"thomas::dread";"thomas::was"
"thomas::dread";"thomas::were"
"thomas::hardly";"thomas::were"
"william::came";"william::hardly"
"william::came";"william::was"
"william::hardly";"william::was"
"bertram::was";"william::was"
