"maria_ward::large";"thomas_bertram::large"
"edmund::crown";"thomas::little"
"edmund::crown";"thomas::love"
"edmund::little";"edmund::love"
"edmund::little";"norris::busy"
"edmund::little";"norris::crown"
"edmund::little";"norris::little"
"edmund::little";"norris::love"
"edmund::little";"thomas::busy"
"edmund::little";"thomas::crown"
"edmund::little";"thomas::little"
"edmund::little";"thomas::love"
"edmund::love";"norris::busy"
"edmund::love";"norris::crown"
"edmund::love";"norris::little"
"edmund::love";"norris::love"
"edmund::love";"thomas::busy"
"edmund::love";"thomas::crown"
"edmund::love";"thomas::little"
"edmund::love";"thomas::love"
"norris::busy";"norris::crown"
"norris::busy";"norris::little"
"norris::busy";"norris::love"
"norris::busy";"thomas::busy"
"norris::busy";"thomas::crown"
"norris::busy";"thomas::little"
"norris::busy";"thomas::love"
"norris::crown";"norris::little"
"norris::crown";"norris::love"
"norris::crown";"thomas::busy"
"norris::crown";"thomas::crown"
"norris::crown";"thomas::little"
"norris::crown";"thomas::love"
"norris::little";"norris::love"
"norris::little";"thomas::busy"
"norris::little";"thomas::crown"
"norris::little";"thomas::little"
"norris::little";"thomas::love"
"norris::love";"thomas::busy"
"norris::love";"thomas::crown"
"norris::love";"thomas::little"
"norris::love";"thomas::love"
"thomas::busy";"thomas::crown"
"thomas::busy";"thomas::little"
"thomas::busy";"thomas::love"
"thomas::crown";"thomas::little"
"thomas::crown";"thomas::love"
"thomas::little";"thomas::love"
"crawford::first";"crawford::train"
"crawford::first";"edmund::found"
"crawford::first";"edmund::train"
"crawford::first";"norris::first"
"crawford::first";"norris::found"
"crawford::first";"norris::train"
"crawford::first";"thomas::first"
"crawford::first";"thomas::found"
"crawford::first";"thomas::train"
"crawford::found";"crawford::train"
"crawford::found";"edmund::first"
"crawford::found";"edmund::train"
"crawford::found";"norris::first"
"crawford::found";"norris::found"
"crawford::found";"norris::train"
"crawford::found";"thomas::first"
"crawford::found";"thomas::found"
"crawford::found";"thomas::train"
"crawford::train";"edmund::first"
"crawford::train";"edmund::found"
"crawford::train";"edmund::train"
"crawford::train";"norris::first"
"crawford::train";"norris::found"
"crawford::train";"norris::train"
"crawford::train";"thomas::first"
"crawford::train";"thomas::found"
"crawford::train";"thomas::train"
"edmund::first";"edmund::found"
"edmund::first";"edmund::train"
"edmund::first";"norris::found"
"edmund::first";"norris::train"
"edmund::first";"thomas::found"
"edmund::first";"thomas::train"
"edmund::found";"edmund::train"
"edmund::found";"norris::first"
"edmund::found";"norris::found"
"edmund::found";"norris::train"
"edmund::found";"thomas::first"
"edmund::found";"thomas::found"
"edmund::found";"thomas::train"
"edmund::train";"norris::first"
"edmund::train";"norris::found"
"edmund::train";"norris::train"
"edmund::train";"thomas::first"
"edmund::train";"thomas::found"
"edmund::train";"thomas::train"
"norris::first";"norris::found"
"norris::first";"norris::train"
"norris::first";"thomas::found"
"norris::first";"thomas::train"
"norris::found";"norris::train"
"norris::found";"thomas::first"
"norris::found";"thomas::train"
"norris::train";"thomas::first"
"norris::train";"thomas::found"
"norris::train";"thomas::train"
"thomas::first";"thomas::found"
"thomas::first";"thomas::train"
"thomas::found";"thomas::train"
"edmund::thought";"grant::thought"
"edmund::thought";"henry_crawford::thought"
"edmund::thought";"rushworth::thought"
"edmund::thought";"tom_bertram::thought"
"edmund::thought";"yates::thought"
"grant::thought";"henry_crawford::thought"
"grant::thought";"rushworth::thought"
"grant::thought";"tom_bertram::thought"
"grant::thought";"yates::thought"
"henry_crawford::thought";"rushworth::thought"
"henry_crawford::thought";"tom_bertram::thought"
"henry_crawford::thought";"yates::thought"
"rushworth::thought";"tom_bertram::thought"
"rushworth::thought";"yates::thought"
"tom_bertram::thought";"yates::thought"
"crawford::found";"rushworth::found"
"maria::found";"rushworth::found"
"fanny::first";"henry_crawford::first"
"fanny::first";"maria::first"
"henry_crawford::first";"maria::first"
"fanny::first";"fanny::two"
"fanny::first";"maria::thought"
"fanny::first";"maria::two"
"fanny::thought";"fanny::two"
"fanny::thought";"maria::first"
"fanny::thought";"maria::thought"
"fanny::thought";"maria::two"
"fanny::two";"maria::first"
"fanny::two";"maria::thought"
"fanny::two";"maria::two"
"maria::first";"maria::thought"
"maria::first";"maria::two"
"rushworth::black";"yates::black"
"rushworth::little";"yates::little"
"maria::little";"rushworth::little"
"norris::rest";"norris::room"
"norris::rest";"norris::thought"
"norris::room";"norris::thought"
"fanny::can";"fanny::talk"
"fanny::can";"fanny::time"
"fanny::can";"fanny::work"
"fanny::talk";"fanny::time"
"fanny::talk";"fanny::work"
"fanny::time";"fanny::work"
"edmund::little";"edmund::two"
"crawford::meeting";"edmund::meeting"
"crawford::book";"fanny::book"
"crawford::glow";"fanny::glow"
"edmund::first";"edmund::observe"
"edmund::first";"fanny::observe"
"edmund::observe";"fanny::first"
"edmund::observe";"fanny::observe"
"fanny::first";"fanny::observe"
"edmund::attempt";"fanny::attempt"
"edmund::book";"fanny::book"
"edmund::end";"edmund::little"
"edmund::end";"tom::end"
"edmund::end";"tom::little"
"edmund::little";"tom::end"
"tom::end";"tom::little"
"grant::#-spare";"grant::little"
"grant::can";"maria::can"
"julia::first";"julia::move"
"agatha::rest";"agatha::two"
"agatha::rest";"frederick::rest"
"agatha::rest";"frederick::two"
"agatha::two";"frederick::rest"
"agatha::two";"frederick::two"
"frederick::rest";"frederick::two"
"thomas::idea";"thomas::little"
"henry::warm";"mary::warm"
"henry::warm";"yates::warm"
"mary::warm";"yates::warm"
"henry::idea";"mary::idea"
"henry::idea";"yates::idea"
"mary::idea";"yates::idea"
"fanny::round";"thomas::round"
"william::hot";"william::little"
"william::hot";"william::ready"
"william::little";"william::ready"
"rushworth::time";"thomas::time"
"baddeley::little";"lady_bertram::little"
"tom::first";"tom::meeting"
"tom::first";"tom::time"
"tom::first";"yates::first"
"tom::first";"yates::meeting"
"tom::first";"yates::time"
"tom::meeting";"tom::time"
"tom::meeting";"yates::first"
"tom::meeting";"yates::meeting"
"tom::meeting";"yates::time"
"tom::time";"yates::first"
"tom::time";"yates::meeting"
"tom::time";"yates::time"
"yates::first";"yates::meeting"
"yates::first";"yates::time"
"yates::meeting";"yates::time"
"baron_wildenheim::stage";"thomas_bertram::stage"
"baron_wildenheim::stage";"yates::stage"
"thomas_bertram::stage";"yates::stage"
"thomas::found";"yates::found"
"thomas::history";"yates::history"
"henry::can";"mary::can"
"rushworth::little";"thomas::little"
"edmund::error";"thomas::error"
"edmund::chief";"lady_bertram::chief"
"rushworth::first";"rushworth::mother"
"rushworth::first";"rushworth::point"
"rushworth::mother";"rushworth::point"
"yates::attack";"yates::little"
"yates::attack";"yates::time"
"yates::little";"yates::time"
"thomas::round";"yates::round"
"crawford::#-time";"crawford::point"
"thomas::chief";"yates::chief"
"thomas::destruction";"thomas::object"
"thomas::destruction";"yates::destruction"
"thomas::destruction";"yates::object"
"thomas::object";"yates::destruction"
"thomas::object";"yates::object"
"yates::destruction";"yates::object"
"thomas::back";"thomas::time"
"rushworth::continue";"rushworth::hope"
"maria::love";"rushworth::love"
"crawford::determined";"crawford::future"
"crawford::determined";"crawford::safe"
"crawford::determined";"rushworth::determined"
"crawford::determined";"rushworth::future"
"crawford::determined";"rushworth::safe"
"crawford::future";"crawford::safe"
"crawford::future";"rushworth::determined"
"crawford::future";"rushworth::future"
"crawford::future";"rushworth::safe"
"crawford::safe";"rushworth::determined"
"crawford::safe";"rushworth::future"
"crawford::safe";"rushworth::safe"
"rushworth::determined";"rushworth::future"
"rushworth::determined";"rushworth::safe"
"rushworth::future";"rushworth::safe"
"julia::carriage";"rushworth::carriage"
"maria::public";"maria::winter"
"julia::first";"rushworth::first"
"maria::first";"rushworth::first"
"fanny::important";"grant::important"
"fanny::shelter";"norris::shelter"
"fanny::sense";"fanny::two"
"crawford::back";"fanny::back"
"crawford::back";"fanny::thought"
"crawford::thought";"fanny::back"
"crawford::thought";"fanny::thought"
"fanny::back";"fanny::thought"
"crawford::#-wonder";"lewis::#-wonder"
"bertram::first";"bertram::match"
"bertram::first";"bertram::public"
"bertram::first";"rushworth::first"
"bertram::first";"rushworth::match"
"bertram::first";"rushworth::public"
"bertram::match";"bertram::public"
"bertram::match";"rushworth::first"
"bertram::match";"rushworth::public"
"bertram::public";"rushworth::first"
"bertram::public";"rushworth::match"
"bertram::public";"rushworth::public"
"rushworth::first";"rushworth::match"
"rushworth::first";"rushworth::public"
"rushworth::match";"rushworth::public"
"crawford::end";"fanny::end"
"edmund::name";"john::name"
"edmund::name";"thomas::name"
"john::name";"thomas::name"
"bertram::little";"bertram::thought"
"bertram::little";"bertram::work"
"bertram::sense";"bertram::thought"
"bertram::sense";"bertram::work"
"bertram::thought";"bertram::work"
"edmund::found";"grant::found"
"edmund::time";"grant::time"
"edmund::can";"edmund::mother"
"lady_bertram::back";"lady_bertram::present"
"lady_bertram::back";"thomas::back"
"lady_bertram::back";"thomas::present"
"lady_bertram::present";"thomas::back"
"lady_bertram::present";"thomas::present"
"thomas::back";"thomas::present"
"thomas::back";"thomas::calm"
"thomas::back";"thomas::trouble"
"thomas::calm";"thomas::trouble"
"grant::#-depend";"grant::hope"
"grant::little";"julia::little"
"norris::anger";"norris::can"
"norris::anger";"norris::red"
"norris::anger";"thomas::anger"
"norris::anger";"thomas::can"
"norris::anger";"thomas::red"
"norris::can";"norris::red"
"norris::can";"thomas::anger"
"norris::can";"thomas::can"
"norris::can";"thomas::red"
"norris::red";"thomas::anger"
"norris::red";"thomas::can"
"norris::red";"thomas::red"
"thomas::anger";"thomas::can"
"thomas::anger";"thomas::red"
"thomas::can";"thomas::red"
"crawford::back";"crawford::two"
"edmund::two";"grant::two"
"edmund::open";"grant::open"
"julia::#-known";"maria::#-known"
"fanny::gentle";"rushworth::gentle"
"crawford::point";"grant::point"
"edmund::point";"grant::point"
"crawford::money";"edmund::money"
"crawford::money";"grant::money"
"edmund::money";"grant::money"
"bertram::living";"grant::living"
"crawford::calm";"crawford::two"
"bertram::first";"bertram::point"
"bertram::first";"henry_crawford::first"
"bertram::first";"henry_crawford::point"
"bertram::first";"mansfield::first"
"bertram::first";"mansfield::point"
"bertram::point";"henry_crawford::first"
"bertram::point";"henry_crawford::point"
"bertram::point";"mansfield::first"
"bertram::point";"mansfield::point"
"henry_crawford::first";"henry_crawford::point"
"henry_crawford::first";"mansfield::first"
"henry_crawford::first";"mansfield::point"
"henry_crawford::point";"mansfield::first"
"henry_crawford::point";"mansfield::point"
"mansfield::first";"mansfield::point"
"crawford::love";"fanny::love"
"crawford::polite";"crawford::thought"
"crawford::polite";"fanny::polite"
"crawford::polite";"fanny::thought"
"crawford::thought";"fanny::polite"
"fanny::polite";"fanny::thought"
"william::carriage";"william::first"
"william::carriage";"william::found"
"william::carriage";"william::living"
"william::carriage";"william::reply"
"william::first";"william::found"
"william::first";"william::living"
"william::first";"william::reply"
"william::found";"william::living"
"william::found";"william::reply"
"william::living";"william::reply"
"edmund::observe";"thomas::observe"
"william::separate";"william::time"
"william::known";"young::known"
"a._constable::thought";"a._constable::two"
"crawford::account";"crawford::first"
"grant::found";"grant::round"
"grant::found";"lady_bertram::found"
"grant::found";"lady_bertram::round"
"grant::round";"lady_bertram::found"
"grant::round";"lady_bertram::round"
"lady_bertram::found";"lady_bertram::round"
"crawford::direction";"crawford::request"
"crawford::direction";"crawford::round"
"crawford::direction";"grant::direction"
"crawford::direction";"grant::request"
"crawford::direction";"grant::round"
"crawford::direction";"henry_crawford::direction"
"crawford::direction";"henry_crawford::request"
"crawford::direction";"henry_crawford::round"
"crawford::direction";"lady_bertram::direction"
"crawford::direction";"lady_bertram::request"
"crawford::direction";"lady_bertram::round"
"crawford::direction";"norris::direction"
"crawford::direction";"norris::request"
"crawford::direction";"norris::round"
"crawford::direction";"thomas::direction"
"crawford::direction";"thomas::request"
"crawford::direction";"thomas::round"
"crawford::request";"crawford::round"
"crawford::request";"grant::direction"
"crawford::request";"grant::request"
"crawford::request";"grant::round"
"crawford::request";"henry_crawford::direction"
"crawford::request";"henry_crawford::request"
"crawford::request";"henry_crawford::round"
"crawford::request";"lady_bertram::direction"
"crawford::request";"lady_bertram::request"
"crawford::request";"lady_bertram::round"
"crawford::request";"norris::direction"
"crawford::request";"norris::request"
"crawford::request";"norris::round"
"crawford::request";"thomas::direction"
"crawford::request";"thomas::request"
"crawford::request";"thomas::round"
"crawford::round";"grant::direction"
"crawford::round";"grant::request"
"crawford::round";"grant::round"
"crawford::round";"henry_crawford::direction"
"crawford::round";"henry_crawford::request"
"crawford::round";"henry_crawford::round"
"crawford::round";"lady_bertram::direction"
"crawford::round";"lady_bertram::request"
"crawford::round";"lady_bertram::round"
"crawford::round";"norris::direction"
"crawford::round";"norris::request"
"crawford::round";"norris::round"
"crawford::round";"thomas::direction"
"crawford::round";"thomas::request"
"crawford::round";"thomas::round"
"grant::direction";"grant::request"
"grant::direction";"grant::round"
"grant::direction";"henry_crawford::direction"
"grant::direction";"henry_crawford::request"
"grant::direction";"henry_crawford::round"
"grant::direction";"lady_bertram::direction"
"grant::direction";"lady_bertram::request"
"grant::direction";"lady_bertram::round"
"grant::direction";"norris::direction"
"grant::direction";"norris::request"
"grant::direction";"norris::round"
"grant::direction";"thomas::direction"
"grant::direction";"thomas::request"
"grant::direction";"thomas::round"
"grant::request";"grant::round"
"grant::request";"henry_crawford::direction"
"grant::request";"henry_crawford::request"
"grant::request";"henry_crawford::round"
"grant::request";"lady_bertram::direction"
"grant::request";"lady_bertram::request"
"grant::request";"lady_bertram::round"
"grant::request";"norris::direction"
"grant::request";"norris::request"
"grant::request";"norris::round"
"grant::request";"thomas::direction"
"grant::request";"thomas::request"
"grant::request";"thomas::round"
"grant::round";"henry_crawford::direction"
"grant::round";"henry_crawford::request"
"grant::round";"henry_crawford::round"
"grant::round";"lady_bertram::direction"
"grant::round";"lady_bertram::request"
"grant::round";"norris::direction"
"grant::round";"norris::request"
"grant::round";"norris::round"
"grant::round";"thomas::direction"
"grant::round";"thomas::request"
"grant::round";"thomas::round"
"henry_crawford::direction";"henry_crawford::request"
"henry_crawford::direction";"henry_crawford::round"
"henry_crawford::direction";"lady_bertram::direction"
"henry_crawford::direction";"lady_bertram::request"
"henry_crawford::direction";"lady_bertram::round"
"henry_crawford::direction";"norris::direction"
"henry_crawford::direction";"norris::request"
"henry_crawford::direction";"norris::round"
"henry_crawford::direction";"thomas::direction"
"henry_crawford::direction";"thomas::request"
"henry_crawford::direction";"thomas::round"
"henry_crawford::request";"henry_crawford::round"
"henry_crawford::request";"lady_bertram::direction"
"henry_crawford::request";"lady_bertram::request"
"henry_crawford::request";"lady_bertram::round"
"henry_crawford::request";"norris::direction"
"henry_crawford::request";"norris::request"
"henry_crawford::request";"norris::round"
"henry_crawford::request";"thomas::direction"
"henry_crawford::request";"thomas::request"
"henry_crawford::request";"thomas::round"
"henry_crawford::round";"lady_bertram::direction"
"henry_crawford::round";"lady_bertram::request"
"henry_crawford::round";"lady_bertram::round"
"henry_crawford::round";"norris::direction"
"henry_crawford::round";"norris::request"
"henry_crawford::round";"norris::round"
"henry_crawford::round";"thomas::direction"
"henry_crawford::round";"thomas::request"
"henry_crawford::round";"thomas::round"
"lady_bertram::direction";"lady_bertram::request"
"lady_bertram::direction";"lady_bertram::round"
"lady_bertram::direction";"norris::direction"
"lady_bertram::direction";"norris::request"
"lady_bertram::direction";"norris::round"
"lady_bertram::direction";"thomas::direction"
"lady_bertram::direction";"thomas::request"
"lady_bertram::direction";"thomas::round"
"lady_bertram::request";"lady_bertram::round"
"lady_bertram::request";"norris::direction"
"lady_bertram::request";"norris::request"
"lady_bertram::request";"norris::round"
"lady_bertram::request";"thomas::direction"
"lady_bertram::request";"thomas::request"
"lady_bertram::request";"thomas::round"
"lady_bertram::round";"norris::direction"
"lady_bertram::round";"norris::request"
"lady_bertram::round";"norris::round"
"lady_bertram::round";"thomas::direction"
"lady_bertram::round";"thomas::request"
"lady_bertram::round";"thomas::round"
"norris::direction";"norris::request"
"norris::direction";"norris::round"
"norris::direction";"thomas::direction"
"norris::direction";"thomas::request"
"norris::direction";"thomas::round"
"norris::request";"norris::round"
"norris::request";"thomas::direction"
"norris::request";"thomas::request"
"norris::request";"thomas::round"
"norris::round";"thomas::direction"
"norris::round";"thomas::request"
"norris::round";"thomas::round"
"thomas::direction";"thomas::request"
"thomas::direction";"thomas::round"
"thomas::request";"thomas::round"
"henry_crawford::back";"henry_crawford::distance"
"henry_crawford::back";"henry_crawford::found"
"henry_crawford::back";"henry_crawford::horse"
"henry_crawford::distance";"henry_crawford::found"
"henry_crawford::distance";"henry_crawford::horse"
"henry_crawford::found";"henry_crawford::horse"
"lady_bertram::queen";"mary::queen"
"crawford::driving";"crawford::queen"
"crawford::driving";"fanny::driving"
"crawford::driving";"fanny::queen"
"crawford::queen";"fanny::driving"
"crawford::queen";"fanny::queen"
"fanny::driving";"fanny::queen"
"edmund::cheat";"fanny::cheat"
"edmund::cheat";"william::cheat"
"fanny::cheat";"william::cheat"
"bertram::hot";"crawford::hot"
"bertram::hot";"henry::hot"
"bertram::hot";"thornton_lacey::hot"
"crawford::hot";"henry::hot"
"crawford::hot";"thornton_lacey::hot"
"henry::hot";"thornton_lacey::hot"
"crawford::hot";"fanny::hot"
"crawford::shelter";"fanny::shelter"
"edmund::first";"edmund::glow"
"edmund::first";"henry_crawford::first"
"edmund::first";"henry_crawford::glow"
"edmund::first";"thornton_lacey::first"
"edmund::first";"thornton_lacey::glow"
"edmund::glow";"henry_crawford::first"
"edmund::glow";"henry_crawford::glow"
"edmund::glow";"thornton_lacey::first"
"edmund::glow";"thornton_lacey::glow"
"henry_crawford::first";"henry_crawford::glow"
"henry_crawford::first";"thornton_lacey::first"
"henry_crawford::first";"thornton_lacey::glow"
"henry_crawford::glow";"thornton_lacey::first"
"henry_crawford::glow";"thornton_lacey::glow"
"thornton_lacey::first";"thornton_lacey::glow"
"edmund::hope";"thomas::hope"
"edmund::hope";"thornton_lacey::hope"
"thomas::hope";"thornton_lacey::hope"
"crawford::#-thought";"crawford::natural"
"edmund::time";"thomas::time"
"edmund::time";"thornton::time"
"thomas::time";"thornton::time"
"grant::direction";"grant::first"
"grant::direction";"henry_crawford::first"
"grant::direction";"thomas::first"
"grant::first";"henry_crawford::direction"
"grant::first";"henry_crawford::first"
"grant::first";"thomas::direction"
"grant::first";"thomas::first"
"henry_crawford::direction";"henry_crawford::first"
"henry_crawford::direction";"thomas::first"
"henry_crawford::first";"thomas::direction"
"henry_crawford::first";"thomas::first"
"thomas::direction";"thomas::first"
"henry_crawford::can";"william_price::can"
"edmund::back";"edmund::carriage"
"edmund::back";"thomas::back"
"edmund::back";"thomas::carriage"
"edmund::back";"william::back"
"edmund::back";"william::carriage"
"edmund::carriage";"thomas::back"
"edmund::carriage";"william::back"
"edmund::carriage";"william::carriage"
"thomas::back";"thomas::carriage"
"thomas::back";"william::back"
"thomas::back";"william::carriage"
"thomas::carriage";"william::back"
"thomas::carriage";"william::carriage"
"william::back";"william::carriage"
"norris::fancy";"thomas::fancy"
"crawford::hand";"crawford::round"
"crawford::hand";"edmund::hand"
"crawford::hand";"edmund::round"
"crawford::hand";"fanny::hand"
"crawford::hand";"fanny::round"
"crawford::round";"edmund::hand"
"crawford::round";"edmund::round"
"crawford::round";"fanny::hand"
"crawford::round";"fanny::round"
"edmund::hand";"edmund::round"
"edmund::hand";"fanny::hand"
"edmund::hand";"fanny::round"
"edmund::round";"fanny::hand"
"edmund::round";"fanny::round"
"fanny::hand";"fanny::round"
"thomas::hope";"william::hope"
"norris::found";"norris::ready"
"william::painful";"william::point"
"william::painful";"william::time"
"william::point";"william::time"
"crawford::determined";"crawford::thought"
"crawford::ready";"fanny::ready"
"fanny::ready";"grant::ready"
"crawford::successful";"william::successful"
"crawford::found";"william::found"
"crawford::determined";"crawford::longing"
"crawford::determined";"crawford::rest"
"crawford::determined";"william::determined"
"crawford::determined";"william::longing"
"crawford::determined";"william::rest"
"crawford::longing";"crawford::rest"
"crawford::longing";"william::determined"
"crawford::longing";"william::longing"
"crawford::longing";"william::rest"
"crawford::rest";"william::determined"
"crawford::rest";"william::longing"
"crawford::rest";"william::rest"
"william::determined";"william::longing"
"william::determined";"william::rest"
"william::longing";"william::rest"
"crawford::gold";"fanny::gold"
"crawford::found";"crawford::suspect"
"crawford::cheat";"crawford::cheated"
"fanny::#-thought";"fanny::first"
"fanny::#-thought";"fanny::present"
"fanny::first";"fanny::present"
"fanny::#-prevent";"fanny::account"
"fanny::hand";"fanny::near"
"fanny::first";"fanny::known"
"fanny::first";"fanny::name"
"fanny::first";"fanny::queen"
"fanny::known";"fanny::name"
"fanny::known";"fanny::queen"
"fanny::name";"fanny::queen"
"crawford::little";"william::little"
"edmund::little";"william::little"
"norris::little";"william::little"
"crawford::two";"norris::two"
"crawford::two";"william::two"
"edmund::two";"norris::two"
"edmund::two";"william::two"
"norris::two";"william::two"
"edmund::determined";"edmund::dress"
"edmund::determined";"edmund::room"
"edmund::determined";"edmund::worry"
"edmund::determined";"fanny::determined"
"edmund::determined";"fanny::dress"
"edmund::determined";"fanny::room"
"edmund::determined";"fanny::worry"
"edmund::determined";"norris::determined"
"edmund::determined";"norris::dress"
"edmund::determined";"norris::room"
"edmund::determined";"norris::worry"
"edmund::determined";"william::determined"
"edmund::determined";"william::dress"
"edmund::determined";"william::room"
"edmund::determined";"william::worry"
"edmund::dress";"edmund::room"
"edmund::dress";"edmund::worry"
"edmund::dress";"fanny::determined"
"edmund::dress";"fanny::dress"
"edmund::dress";"fanny::room"
"edmund::dress";"fanny::worry"
"edmund::dress";"norris::determined"
"edmund::dress";"norris::dress"
"edmund::dress";"norris::room"
"edmund::dress";"norris::worry"
"edmund::dress";"william::determined"
"edmund::dress";"william::dress"
"edmund::dress";"william::room"
"edmund::dress";"william::worry"
"edmund::room";"edmund::worry"
"edmund::room";"fanny::determined"
"edmund::room";"fanny::dress"
"edmund::room";"fanny::worry"
"edmund::room";"norris::determined"
"edmund::room";"norris::dress"
"edmund::room";"norris::room"
"edmund::room";"norris::worry"
"edmund::room";"william::determined"
"edmund::room";"william::dress"
"edmund::room";"william::room"
"edmund::room";"william::worry"
"edmund::worry";"fanny::determined"
"edmund::worry";"fanny::dress"
"edmund::worry";"fanny::room"
"edmund::worry";"fanny::worry"
"edmund::worry";"norris::determined"
"edmund::worry";"norris::dress"
"edmund::worry";"norris::room"
"edmund::worry";"norris::worry"
"edmund::worry";"william::determined"
"edmund::worry";"william::dress"
"edmund::worry";"william::room"
"edmund::worry";"william::worry"
"fanny::determined";"fanny::dress"
"fanny::determined";"fanny::room"
"fanny::determined";"fanny::worry"
"fanny::determined";"norris::determined"
"fanny::determined";"norris::dress"
"fanny::determined";"norris::room"
"fanny::determined";"norris::worry"
"fanny::determined";"william::determined"
"fanny::determined";"william::dress"
"fanny::determined";"william::room"
"fanny::determined";"william::worry"
"fanny::dress";"fanny::room"
"fanny::dress";"fanny::worry"
"fanny::dress";"norris::determined"
"fanny::dress";"norris::dress"
"fanny::dress";"norris::room"
"fanny::dress";"norris::worry"
"fanny::dress";"william::determined"
"fanny::dress";"william::dress"
"fanny::dress";"william::room"
"fanny::dress";"william::worry"
"fanny::room";"fanny::worry"
"fanny::room";"norris::determined"
"fanny::room";"norris::dress"
"fanny::room";"norris::worry"
"fanny::room";"william::determined"
"fanny::room";"william::dress"
"fanny::room";"william::room"
"fanny::room";"william::worry"
"fanny::worry";"norris::determined"
"fanny::worry";"norris::dress"
"fanny::worry";"norris::room"
"fanny::worry";"norris::worry"
"fanny::worry";"william::determined"
"fanny::worry";"william::dress"
"fanny::worry";"william::room"
"fanny::worry";"william::worry"
"norris::determined";"norris::dress"
"norris::determined";"norris::room"
"norris::determined";"norris::worry"
"norris::determined";"william::determined"
"norris::determined";"william::dress"
"norris::determined";"william::room"
"norris::determined";"william::worry"
"norris::dress";"norris::room"
"norris::dress";"norris::worry"
"norris::dress";"william::determined"
"norris::dress";"william::dress"
"norris::dress";"william::room"
"norris::dress";"william::worry"
"norris::room";"norris::worry"
"norris::room";"william::determined"
"norris::room";"william::dress"
"norris::room";"william::room"
"norris::room";"william::worry"
"norris::worry";"william::determined"
"norris::worry";"william::dress"
"norris::worry";"william::room"
"norris::worry";"william::worry"
"william::determined";"william::dress"
"william::determined";"william::room"
"william::determined";"william::worry"
"william::dress";"william::room"
"william::dress";"william::worry"
"william::room";"william::worry"
"edmund::found";"edmund::room"
"edmund::found";"edmund::thought"
"edmund::room";"edmund::thought"
"crawford::time";"fanny::time"
"crawford::hope";"fanny::hope"
"fanny::can";"fanny::earth"
"fanny::can";"fanny::known"
"fanny::earth";"fanny::known"
"fanny::little";"fanny::time"
"crawford::delightful";"crawford::full"
"crawford::delightful";"crawford::neck"
"crawford::delightful";"crawford::round"
"crawford::delightful";"crawford::two"
"crawford::delightful";"edmund::delightful"
"crawford::delightful";"edmund::full"
"crawford::delightful";"edmund::neck"
"crawford::delightful";"edmund::round"
"crawford::delightful";"edmund::two"
"crawford::delightful";"william::delightful"
"crawford::delightful";"william::full"
"crawford::delightful";"william::neck"
"crawford::delightful";"william::round"
"crawford::delightful";"william::two"
"crawford::full";"crawford::neck"
"crawford::full";"crawford::round"
"crawford::full";"crawford::two"
"crawford::full";"edmund::delightful"
"crawford::full";"edmund::full"
"crawford::full";"edmund::neck"
"crawford::full";"edmund::round"
"crawford::full";"edmund::two"
"crawford::full";"william::delightful"
"crawford::full";"william::full"
"crawford::full";"william::neck"
"crawford::full";"william::round"
"crawford::full";"william::two"
"crawford::neck";"crawford::round"
"crawford::neck";"crawford::two"
"crawford::neck";"edmund::delightful"
"crawford::neck";"edmund::full"
"crawford::neck";"edmund::neck"
"crawford::neck";"edmund::round"
"crawford::neck";"edmund::two"
"crawford::neck";"william::delightful"
"crawford::neck";"william::full"
"crawford::neck";"william::neck"
"crawford::neck";"william::round"
"crawford::neck";"william::two"
"crawford::round";"crawford::two"
"crawford::round";"edmund::delightful"
"crawford::round";"edmund::full"
"crawford::round";"edmund::neck"
"crawford::round";"edmund::two"
"crawford::round";"william::delightful"
"crawford::round";"william::full"
"crawford::round";"william::neck"
"crawford::round";"william::round"
"crawford::round";"william::two"
"crawford::two";"edmund::delightful"
"crawford::two";"edmund::full"
"crawford::two";"edmund::neck"
"crawford::two";"edmund::round"
"crawford::two";"william::delightful"
"crawford::two";"william::full"
"crawford::two";"william::neck"
"crawford::two";"william::round"
"edmund::delightful";"edmund::full"
"edmund::delightful";"edmund::neck"
"edmund::delightful";"edmund::round"
"edmund::delightful";"edmund::two"
"edmund::delightful";"william::delightful"
"edmund::delightful";"william::full"
"edmund::delightful";"william::neck"
"edmund::delightful";"william::round"
"edmund::delightful";"william::two"
"edmund::full";"edmund::neck"
"edmund::full";"edmund::round"
"edmund::full";"edmund::two"
"edmund::full";"william::delightful"
"edmund::full";"william::full"
"edmund::full";"william::neck"
"edmund::full";"william::round"
"edmund::full";"william::two"
"edmund::neck";"edmund::round"
"edmund::neck";"edmund::two"
"edmund::neck";"william::delightful"
"edmund::neck";"william::full"
"edmund::neck";"william::neck"
"edmund::neck";"william::round"
"edmund::neck";"william::two"
"edmund::round";"edmund::two"
"edmund::round";"william::delightful"
"edmund::round";"william::full"
"edmund::round";"william::neck"
"edmund::round";"william::round"
"edmund::round";"william::two"
"edmund::two";"william::delightful"
"edmund::two";"william::full"
"edmund::two";"william::neck"
"edmund::two";"william::round"
"william::delightful";"william::full"
"william::delightful";"william::neck"
"william::delightful";"william::round"
"william::delightful";"william::two"
"william::full";"william::neck"
"william::full";"william::round"
"william::full";"william::two"
"william::neck";"william::round"
"william::neck";"william::two"
"william::round";"william::two"
"fanny::actually";"fanny::use"
"chapman::room";"fanny::room"
